Gene = CYP3A7-CYP3A51P
index = 422
Annotated 5SS: [   80  4044 12807 14790 17577 17926 19345 20548 21634 24371 26068 27291]
Annotated 3SS: [ 3949 12753 14689 17462 17836 19195 20419 21566 24209 25840 27127 49866]
SMsplice 5SS: [   80  4044 12807 14790 17577 17926 21634 24371 26068 27291 29588 49948]
SMsplice 3SS: [ 3949 12753 14689 17462 17836 21566 24209 25840 27127 29506 49866 50134]
top_k =  500
Partition function (log Z): 0.24678767949914127

Sorted 5' Splice Sites (High to Low Probability):
Position 14790: 0.9860187033936032
Position 17577: 0.9738255454448619
Position 24371: 0.9675114557207899
Position 80: 0.963430486128649
Position 29588: 0.9484001564902595
Position 26068: 0.9193469362862162
Position 17926: 0.8979829672620158
Position 21634: 0.8492642652433485
Position 4044: 0.7752501264747013
Position 4708: 0.6837083724614292
Position 12807: 0.6555526618708379
Position 27291: 0.5781767884254557
Position 4359: 0.4128500422593527
Position 29355: 0.25262926213320397
Position 13026: 0.2161441718413155
Position 19345: 0.20435343949379903
Position 250: 0.17932749670807033
Position 20548: 0.14237368410485685
Position 18138: 0.13626834582747613
Position 25009: 0.12732250785453092
Position 5996: 0.12084222251257956
Position 5940: 0.10835409248391807
Position 26648: 0.10306869502191247
Position 18962: 0.09360734427159345
Position 24805: 0.08905713036675114
Position 29740: 0.08144641305377266
Position 26638: 0.07895518641560259
Position 9452: 0.07834750273618443
Position 23480: 0.07734339659839308
Position 24048: 0.07384622115890507
Position 21315: 0.07176852777853232
Position 26328: 0.07037767984847745
Position 35029: 0.062195609738949074
Position 282: 0.05840707378468995
Position 20364: 0.049415219031510124
Position 939: 0.04588819456779923
Position 22891: 0.044259182117145586
Position 18291: 0.04347231763354962
Position 36218: 0.04086375868422105
Position 33870: 0.04085735574645642
Position 2261: 0.038597408911587944
Position 25082: 0.03742850090035853
Position 27911: 0.033489572017905346
Position 6026: 0.03252315898090192
Position 14929: 0.03190446727174123
Position 8489: 0.029589526258323114
Position 24405: 0.028918438387349102
Position 1331: 0.027580018712784787
Position 4039: 0.027485604212142745
Position 18094: 0.02573950596648271
Position 21129: 0.025364459522429373
Position 23594: 0.02494155504863993
Position 34869: 0.02066065741707035
Position 35502: 0.019908736308259123
Position 19151: 0.018254612721537763
Position 16615: 0.016059565603236767
Position 21718: 0.013961921876600402
Position 27846: 0.012604076068198819
Position 4134: 0.012150827171921686
Position 327: 0.012149090043877195
Position 18044: 0.011694663140561884
Position 2279: 0.011466425938199128
Position 2836: 0.011194264745129147
Position 36087: 0.010649353945312003
Position 2898: 0.01038285074486099
Position 28766: 0.010284920836953959
Position 17625: 0.009061967200396193
Position 17292: 0.008914468203864614
Position 1577: 0.008711346071219421
Position 21664: 0.008176880628478257
Position 22123: 0.0081579362290315
Position 774: 0.007813339622442317
Position 25892: 0.007703530428967991
Position 29764: 0.0075488692323258276
Position 236: 0.00746663628291261
Position 27212: 0.007171490297965038
Position 664: 0.006636408307708025
Position 863: 0.005928950868739452
Position 21756: 0.005493028668506908
Position 2887: 0.005093968012006035
Position 22837: 0.0050890398427718645
Position 22773: 0.004653834386371626
Position 19971: 0.004539768068075735
Position 25940: 0.004387216000544052
Position 33857: 0.004328348889816165
Position 17635: 0.003786449478854598
Position 27825: 0.0032670584723786373
Position 30019: 0.003102821269077256
Position 4347: 0.0029495717310346445
Position 34736: 0.002811967868254686
Position 24840: 0.0027649383875726053
Position 17642: 0.002761417772952127
Position 33760: 0.0027352681417154245
Position 21684: 0.0025775205432942644
Position 23797: 0.0024082968900833407
Position 19068: 0.0019271792175670809
Position 4307: 0.0018573978114941364
Position 24749: 0.0015897137376133744
Position 90: 0.001407856967877614
Position 440: 0.0010362586286924848
Position 25004: 0.0008055268665039497
Position 84: 0.0007405234221149181
Position 18496: 0.0005078658076182681
Position 448: 0.00046374974574827017
Position 25610: 0.0003657130491027034
Position 17930: 0.00029636608399680593
Position 25889: 0.0002807428981114786
Position 749: 0.0002541267788557874
Position 35278: 0.00020456409141993433
Position 24815: 0.00016149680254836832
Position 17873: 0.0001566120978083096
Position 30441: 0.00015659559312442494
Position 2488: 8.989024050999272e-05
Position 799: 8.274423990088904e-05
