Gene = NAPEPLD
index = 911
Annotated 5SS: [  422 20750 29656 34173 45809]
Annotated 3SS: [20439 29008 34057 45677 46109]
SMsplice 5SS: [  310 20516 29656 34173]
SMsplice 3SS: [20439 29561 34057 46168]
top_k =  500
Partition function (log Z): -30.618376246307655

Sorted 5' Splice Sites (High to Low Probability):
Position 1413: 0.7398266575912276
Position 872: 0.5834621337630218
Position 310: 0.38635200032498423
Position 1272: 0.11543422549386403
Position 238: 0.10336696802282908
Position 189: 0.06887550954222073
Position 534: 0.06165929517729583
Position 930: 0.048337156674086744
Position 444: 0.019341505390297976
Position 422: 0.018907667581372932
Position 12063: 0.009932517265472595
Position 113: 0.008824365280252863
Position 1249: 0.005937253607951634
Position 9785: 0.005809556564224335
Position 843: 0.005772979040423325
Position 7528: 0.005351749902277076
Position 395: 0.004170923008814328
Position 448: 0.0031331525401150345
Position 278: 0.0028966659981517306
Position 876: 0.0021944285801428313
Position 153: 0.0017714146009008376
Position 349: 0.001384077363637098
Position 87: 0.001290203455959343
Position 63: 0.001232071548873309
Position 1278: 0.0011931886671402495
Position 2691: 0.0011878138036666046
Position 689: 0.0007682755174704109
Position 2593: 0.0006825199744743707
Position 1222: 0.0005549557929454688
Position 150: 0.0005227105623983642
Position 2548: 0.0004776957474828934
Position 22: 0.000447461210668996
Position 562: 0.0004445661843027637
Position 2555: 0.00018968526138959206
Position 881: 0.0001729412902257264
Position 173: 0.00015966756326495516
Position 847: 0.0001428428821751455
Position 460: 0.00014264205649550292
Position 37: 0.00014122684077485826
Position 193: 0.00013277843473084633
Position 797: 0.00012270072921684368
Position 1177: 0.00011971469752024184
Position 3558: 0.00010132396114749055
Position 901: 9.782518434180349e-05
Position 426: 8.696243976024013e-05
Position 1779: 7.083787591768827e-05
Position 20: 6.415455184646629e-05
Position 441: 5.729431668675499e-05
Position 355: 5.149010654104881e-05
Position 80: 4.754227554529222e-05
Position 727: 4.050204560189187e-05
Position 715: 3.7067707740010555e-05
Position 626: 2.687950972666396e-05
Position 43: 1.8727971796789895e-05
Position 697: 1.598682698980186e-05
Position 639: 1.567032077084932e-05
Position 666: 1.2733118052074655e-05
Position 505: 8.644131601512234e-06
Position 34: 8.518987642430894e-06
Position 658: 6.988840808080373e-06
Position 651: 6.815013929492318e-06
Position 629: 6.592326787564631e-06
Position 488: 5.223016131555369e-06
Position 560: 5.199070597700557e-06
Position 1036: 5.183574826775256e-06
Position 974: 5.085203581967183e-06
Position 663: 3.3488084549335904e-06
Position 1654: 2.215725006071079e-06
Position 1663: 5.793614133467765e-07
Position 2544: 4.508777165998909e-07
Position 2490: 3.970679262338477e-07
Position 200: 3.534953321418741e-10
Position 503: 1.6411184138728614e-12

