Gene = TIFAB
index = 1400
Annotated 5SS: [191]
Annotated 3SS: [2449]
SMsplice 5SS: [ 191 5954]
SMsplice 3SS: [5868 7887]
top_k =  500
Partition function (log Z): -5.860663805202689

Sorted 5' Splice Sites (High to Low Probability):
Position 191: 0.9993203693005571
Position 5954: 0.8939696718214909
Position 6736: 0.1664940588327039
Position 4288: 0.1569959182049014
Position 436: 0.15048170751933682
Position 6277: 0.09831186032994461
Position 1782: 0.05658254295116626
Position 3645: 0.051880698453467156
Position 7514: 0.049169336568569616
Position 5687: 0.04832568878077921
Position 7742: 0.035766680355218426
Position 5382: 0.02689177581340131
Position 2487: 0.02414458280082683
Position 2735: 0.020339111882621663
Position 4872: 0.019365226237776586
Position 2047: 0.01881488655015551
Position 1436: 0.00614546254250628
Position 2367: 0.005956151123594676
Position 1441: 0.005856457104307052
Position 1978: 0.004727321927255384
Position 1534: 0.00316375189155025
Position 2242: 0.0016632110464642675
Position 4313: 0.001652211054812831
Position 6995: 0.001228327877635081
Position 68: 0.00046436009940186346
Position 6052: 0.00042256347436818345
Position 1620: 0.0002936783690526989
Position 6032: 0.00019121900491204046
Position 423: 0.00016815965634228892
Position 661: 0.00012406011274354402
Position 1450: 7.705459180375304e-05
Position 241: 7.258871927106658e-05
Position 1810: 5.1603520236991785e-05
Position 883: 4.711095276361154e-05
Position 3252: 4.6622738614860594e-05
Position 1635: 3.799534220760369e-05
Position 2265: 2.8471600417102442e-05
Position 2375: 2.4589682966243816e-05
Position 487: 1.598206196849385e-05
Position 1705: 1.2879013164078946e-05
Position 1207: 1.2175168283170818e-05
Position 2341: 1.1448408425506377e-05
Position 455: 8.407999230936634e-06
Position 1498: 7.20516575164535e-06
Position 413: 6.777430930860315e-06
Position 1951: 6.60401540360343e-06
Position 1099: 6.1023315115732715e-06
Position 2232: 5.9007250467041e-06
Position 1825: 5.268024114297896e-06
Position 175: 4.847082148131946e-06
Position 587: 4.82595341743986e-06
Position 1801: 4.633259727386835e-06
Position 195: 1.131990698554015e-06
Position 72: 1.0673118021038628e-08
Position 875: 1.9380690380343244e-10
Position 319: 8.359823496071831e-11
Position 82: 3.9388168071215774e-11
Position 400: 1.2868226738876714e-11
Position 329: 6.710989647090358e-12
Position 283: 2.7389745333071457e-12
Position 335: 1.508093917869054e-12
Position 285: 1.2709828050393065e-13
Position 301: 3.048664524736294e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 5868: 0.8852934204398775
Position 7887: 0.35445009430766944
Position 6503: 0.2454092511576651
Position 6538: 0.11705249900485049
Position 4200: 0.11349710466687135
Position 344: 0.10250399446249951
Position 7664: 0.09338380397874226
Position 6173: 0.0780834413959118
Position 7247: 0.07096719634582968
Position 1694: 0.05297546764726957
Position 309: 0.049702882525003926
Position 7017: 0.04514188954614598
Position 7719: 0.040602987552008356
Position 5562: 0.04046376981451798
Position 6216: 0.037349618662793904
Position 7402: 0.03510010209346794
Position 2449: 0.03267129607144351
Position 4220: 0.032542341862762704
Position 5814: 0.03198372428084553
Position 3565: 0.03026350379379965
Position 6806: 0.0202474000629338
Position 7994: 0.019199597624033737
Position 1951: 0.019174094041063756
Position 7644: 0.019167485941906877
Position 7362: 0.017804167635364847
Position 8111: 0.017317952370682163
Position 5501: 0.012738378040591199
Position 7959: 0.012634356295880281
Position 6229: 0.010980659014386215
Position 4169: 0.010022402667531459
Position 7195: 0.009983673426333195
Position 5306: 0.009625176218588705
Position 5320: 0.009440294447251647
Position 4750: 0.009439487464181294
Position 4651: 0.009241167558834903
Position 1231: 0.008721946403350698
Position 2585: 0.007773259203785186
Position 3344: 0.007511687639216142
Position 5254: 0.007426709770529697
Position 7805: 0.007425177712024653
Position 3478: 0.006682773782508858
Position 7667: 0.006377186342054465
Position 4105: 0.00531088433895046
Position 1764: 0.005092840910000061
Position 3548: 0.00491247467422006
Position 3597: 0.004293124184010236
Position 322: 0.0042744400158480625
Position 2986: 0.0037498342154847547
Position 2111: 0.003590087093341459
Position 7929: 0.0035531773431771154
Position 7977: 0.0035417182593164734
Position 6614: 0.0034139847285400817
Position 7478: 0.0033730176137922205
Position 2114: 0.002847335025287861
Position 7416: 0.0028454945102901535
Position 5834: 0.002634205101637244
Position 1351: 0.0024609807674156993
Position 1511: 0.00245647455392646
Position 2549: 0.0022022836101258957
Position 1291: 0.0021235523940963015
Position 2005: 0.0019252337423796902
Position 1718: 0.001896302900442776
Position 7103: 0.0018761841565689099
Position 2416: 0.001777401996835626
Position 2606: 0.0015515785193298197
Position 8148: 0.0014973332774389082
Position 5251: 0.0014083982968368376
Position 4277: 0.001377322965048414
Position 6758: 0.001363820265870111
Position 8017: 0.0013144022134744574
Position 2307: 0.0012745194260738316
Position 1271: 0.0012279526279778852
Position 4721: 0.0012120017149868747
Position 2687: 0.0011067455048919587
Position 6143: 0.001106077011580443
Position 4459: 0.0009943958199758436
Position 4440: 0.0009061755118095077
Position 2194: 0.0008717020518231957
Position 5717: 0.0008512963134544871
Position 1849: 0.0007393438231882846
Position 2784: 0.000684109948569616
Position 2008: 0.0006812023528803542
Position 2263: 0.0006785389723570975
Position 1878: 0.0006708981408040284
Position 6108: 0.0006164876477735826
Position 2390: 0.0006029677834894694
Position 6480: 0.000571198120214835
Position 4254: 0.0005461063579191004
Position 6556: 0.0005185812176705728
Position 2875: 0.0005083466014590241
Position 3532: 0.00048469882422575344
Position 2600: 0.000457340738580748
Position 2350: 0.0004567526975449103
Position 6112: 0.0004318263448430013
Position 5694: 0.0003932706011688654
Position 6003: 0.00036926556541055797
Position 2940: 0.000362228289809242
Position 989: 0.00031004136545314593
Position 4443: 0.00030940534005019016
Position 6263: 0.00030115840460281804
Position 6061: 0.0002040282036670404
Position 485: 0.00016937831607336247
Position 5700: 0.00015113363169103638
Position 649: 0.00013615599525473014
Position 5936: 0.00013029876787065312
Position 3382: 9.692278114625401e-05
Position 2770: 9.595543483166919e-05
Position 2066: 8.221585331610378e-05
Position 1334: 7.910275620470667e-05
Position 1657: 7.380769159587836e-05
Position 6086: 7.373251264448813e-05
Position 2221: 5.780092894673369e-05
Position 2997: 5.693321931594097e-05
Position 3387: 5.6753462963674826e-05
Position 2333: 5.641181348496555e-05
Position 1704: 5.0018284849334774e-05
Position 400: 4.85964753421298e-05
Position 2854: 4.646619942722044e-05
Position 2145: 4.590266856158555e-05
Position 2642: 4.2124437554169104e-05
Position 1929: 4.1632538521825546e-05
Position 583: 4.04786816729605e-05
Position 1043: 3.848879150959691e-05
Position 1082: 2.9392991494479464e-05
Position 1158: 2.626542867208178e-05
Position 1397: 2.1219353051038082e-05
Position 507: 2.0607775805669013e-05
Position 1607: 1.3862357103601015e-05
Position 2117: 1.3640992167216635e-05
Position 1484: 1.1116571515895666e-05
Position 1548: 1.0538919388149847e-05
Position 2169: 1.0526264778005962e-05
Position 1357: 9.128959321199498e-06
Position 1567: 9.09704171494841e-06
Position 145: 7.975826386057392e-06
Position 1738: 7.423798253467944e-06
Position 827: 5.7696414052626005e-06
Position 1858: 5.335400579971221e-06
Position 1797: 5.243797691007418e-06
Position 3444: 4.553167860160488e-06
Position 784: 4.514768110520375e-06
Position 1965: 3.6662774468318847e-06
Position 536: 3.5303334854091132e-06
Position 1306: 3.4485132865072713e-06
Position 1419: 3.1993250584362906e-06
Position 660: 3.187255268497702e-06
Position 1642: 3.1726247992695833e-06
Position 2468: 2.718243521028413e-06
Position 1487: 1.6269960000289426e-06
Position 563: 1.5777731425060377e-06
Position 363: 1.412549517637223e-06
Position 1344: 1.2701759683657401e-06
Position 1323: 1.1301668027573439e-06
Position 540: 9.076493523343834e-07
Position 1735: 8.345656884042253e-07
Position 1630: 7.670338189730373e-07
Position 1516: 6.70050654609493e-07
Position 154: 6.683965972472603e-07
Position 1580: 6.623158249379398e-07
Position 432: 5.802873260361007e-07
Position 1440: 5.097980486281557e-07
Position 473: 4.495736068189369e-07
Position 752: 4.231787029625073e-07
Position 374: 3.370154314404658e-07
Position 1595: 3.10211907242893e-07
Position 608: 3.1008680220880615e-07
Position 1449: 2.9100955467202756e-07
Position 147: 2.3307560608894083e-07
Position 1051: 2.2484461940377774e-07
Position 1086: 2.1362728313071818e-07
Position 549: 1.5881590572164791e-07
Position 869: 1.3888085249399158e-07
Position 417: 1.0393204529460515e-07
Position 1884: 1.8750563400790904e-08
Position 1318: 1.0991687217575285e-08
Position 1142: 9.570183390918238e-09
Position 1310: 8.114704422536543e-09
Position 1862: 3.758549434638013e-09
Position 805: 2.070622470339029e-09
Position 603: 1.31277944165517e-09
Position 283: 6.52328124924855e-10
Position 268: 2.6295624262673837e-11
Position 256: 2.2447146907313225e-11
Position 434: 2.228334380097115e-11
Position 190: 9.654232290251892e-12
Position 253: 7.630365723798057e-12
Position 429: 7.597049652237853e-12
Position 406: 6.818847165012181e-12
Position 230: 2.141434799571065e-12
Position 160: 5.971759210966724e-13
