Gene = ASZ1
index = 105
Annotated 5SS: [  168   688  5287  7361 41826 42798 44538 45455 46513 47586 58912 60172]
Annotated 3SS: [  587  5163  7248 41713 42662 44412 45378 46455 47475 58805 60057 63774]
SMsplice 5SS: [  168   688  5287 41826 42798 44538 45455 47586]
SMsplice 3SS: [  587  5163 41713 42662 44412 45239 47475 58805]
top_k =  500
Partition function (log Z): -31.697736030066224

Sorted 5' Splice Sites (High to Low Probability):
Position 168: 0.9755697351858232
Position 688: 0.9630744347600173
Position 5287: 0.8417081310479408
Position 7361: 0.43739945053990975
Position 11957: 0.06699972382701368
Position 13305: 0.03828389023583359
Position 11091: 0.024507849094945695
Position 5840: 0.021898157554865214
Position 146: 0.016174152054885628
Position 5727: 0.016077901563900734
Position 4722: 0.015449476308581202
Position 5069: 0.01112460907060886
Position 4118: 0.0053391002321138215
Position 5263: 0.005048275588534418
Position 3377: 0.004729715698048553
Position 6235: 0.004113687164281906
Position 11460: 0.0021566195417728065
Position 3372: 0.0016639258807080364
Position 4438: 0.001272281531425388
Position 759: 0.001241335864860312
Position 4878: 0.0009620329892665485
Position 7357: 0.0008473714146223014
Position 5104: 0.0008027536260764559
Position 112: 0.0007623724436284176
Position 383: 0.0007254054810018228
Position 399: 0.0006976396691690871
Position 1688: 0.0006215653715457208
Position 1328: 0.0006091572743322267
Position 3344: 0.0005031413821027633
Position 7664: 0.0004999685258033513
Position 464: 0.0004915272854898776
Position 2023: 0.000361282530464873
Position 2359: 0.0003447824016566274
Position 2922: 0.00032889108795696397
Position 377: 0.0003155272387565909
Position 266: 0.000313660159483296
Position 502: 0.00025732131499690207
Position 3134: 0.0002167658825221483
Position 35: 7.622582774187699e-05
Position 298: 5.370141980590087e-05
Position 264: 4.1711371508634004e-05
Position 394: 3.4807743230431674e-05
Position 161: 3.317366392868961e-05
Position 201: 2.598335133998736e-05
Position 302: 1.653712220441647e-05
Position 522: 1.5223675329865233e-05
Position 5385: 9.428512474210609e-06
Position 5241: 7.715943272601653e-06
Position 535: 6.7823193109641135e-06
Position 349: 6.704747995828938e-06
Position 472: 2.610017978471072e-06
Position 352: 1.8615805584936981e-06
Position 731: 7.55717622535789e-07
Position 93: 6.571445403519352e-07
Position 185: 3.8128577700718917e-07
Position 334: 2.492954217194917e-07
Position 500: 2.2426390447768036e-07
Position 242: 1.5944000800170702e-07
