Gene = COX7C
index = 402
Annotated 5SS: [ 227 1593]
Annotated 3SS: [1448 2763]
SMsplice 5SS: [ 227  569 1593]
SMsplice 3SS: [ 484 1448 2763]
top_k =  500
Partition function (log Z): -3.690754264756266

Sorted 5' Splice Sites (High to Low Probability):
Position 569: 0.6589110397144651
Position 1593: 0.5659019123510872
Position 227: 0.5516818101169697
Position 150: 0.36242163073747646
Position 1975: 0.24160158553997696
Position 1539: 0.223611929038253
Position 2449: 0.1274287194528378
Position 522: 0.0557234078277336
Position 191: 0.03097635133457816
Position 1802: 0.029099423689981915
Position 518: 0.028252352427902704
Position 604: 0.017761578685022615
Position 1596: 0.014452616974658052
Position 195: 0.012028146949631868
Position 235: 0.010333912023790307
Position 2929: 0.008930477862369725
Position 548: 0.008405631200532306
Position 88: 0.007931560436436981
Position 809: 0.004837241450734533
Position 2894: 0.004409964294129411
Position 2384: 0.004284951903923604
Position 175: 0.0040849611318261245
Position 67: 0.0033846609938676863
Position 763: 0.003257388116029417
Position 1177: 0.0024993571770284997
Position 427: 0.0024909369203756095
Position 1139: 0.002383514944906743
Position 93: 0.0023620052147310484
Position 379: 0.0022092630097786505
Position 770: 0.002168592682511739
Position 862: 0.001979256218536604
Position 1282: 0.0019029179725782725
Position 638: 0.0018140229669652392
Position 664: 0.0016022926106443222
Position 82: 0.0014363087942755673
Position 2330: 0.0013825546921189193
Position 645: 0.0011700488366019827
Position 2207: 0.0009907856133817674
Position 1536: 0.0009813995046365257
Position 945: 0.0009393316073669256
Position 1705: 0.0007480075763977138
Position 1842: 0.0005182882435769829
Position 1350: 0.00041332503939910315
Position 687: 0.00032332626251183527
Position 2785: 0.00020012176756659935
Position 1475: 0.00019306765973563459
Position 526: 0.0001868997470085844
Position 1020: 0.00016555801111373854
Position 2596: 0.00015217998165051804
Position 2464: 0.00014901297205884638
Position 2624: 0.00013537364614858805
Position 675: 0.00013075837997594656
Position 1478: 0.00012698490148268368
Position 1263: 0.00010574944963008839
Position 2376: 0.00010312514358722402
Position 1687: 9.335748189432832e-05
Position 918: 8.977037028587342e-05
Position 530: 8.892928048849886e-05
Position 1857: 8.750116738252169e-05
Position 1238: 8.360916454534526e-05
Position 2858: 6.957038557661628e-05
Position 2837: 6.502672838491937e-05
Position 231: 6.482195430717599e-05
Position 1498: 4.600437225027702e-05
Position 689: 4.353444066117752e-05
Position 1127: 3.3903900826730854e-05
Position 404: 1.3503031194500885e-05
Position 1008: 1.2617748952820812e-05
Position 713: 1.2208825988227902e-05
Position 939: 8.850521316296866e-06
Position 154: 5.011790079622726e-06
Position 44: 3.941598789177739e-06
Position 188: 3.163453846640221e-06
Position 314: 2.9452221441865743e-06
Position 275: 1.4294525955982961e-06
Position 3: 7.95745714215838e-07
Position 1496: 6.670998716037325e-07
Position 1639: 5.709096703775255e-07
Position 233: 2.819024740624414e-07
Position 309: 5.570250772069239e-08
Position 70: 9.769298787607785e-10
Position 110: 6.377883290811925e-10
Position 252: 5.434238372384469e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1448: 0.8809615734530483
Position 2763: 0.8625175079295517
Position 484: 0.772690562618461
Position 1834: 0.1465570832646161
Position 2276: 0.1271107126564197
Position 1801: 0.0711050654509585
Position 2081: 0.03448710532825672
Position 3009: 0.023785048552132107
Position 1661: 0.016124096729972993
Position 1690: 0.009127698509651856
Position 1400: 0.00768572829096773
Position 1464: 0.005660178941900187
Position 1397: 0.005353216517653032
Position 2280: 0.004350729678716525
Position 1877: 0.0036824121469499365
Position 1955: 0.0032134634577361187
Position 1138: 0.0029913971794526726
Position 686: 0.0029299062387637504
Position 1774: 0.0026806713723331417
Position 1909: 0.002396353204774205
Position 1838: 0.0023421705752412437
Position 135: 0.0023366060759996924
Position 964: 0.0020493496007662603
Position 2888: 0.0018107441826756315
Position 2960: 0.001551067652031266
Position 488: 0.001302207229089485
Position 1592: 0.001292847575406012
Position 294: 0.0012889606636867757
Position 1715: 0.0012865745283101872
Position 2168: 0.0010226120087224661
Position 1938: 0.0010007549309268232
Position 808: 0.0008962319687136058
Position 2153: 0.0008574698617308053
Position 2231: 0.0008330637489086301
Position 2085: 0.0007895799051930693
Position 1013: 0.0006645985571102911
Position 713: 0.000515956099286649
Position 1266: 0.0005014433600107344
Position 1737: 0.00039233788316827076
Position 2103: 0.00037134405532863226
Position 710: 0.0002859513026646241
Position 1625: 0.00027591118185813597
Position 426: 0.000263260869106751
Position 664: 0.00023863663316177537
Position 1177: 0.00023104691498226104
Position 521: 0.0002201975004252808
Position 1974: 0.00020364552338714018
Position 1871: 0.00017416360604618662
Position 3043: 0.00017221659999198388
Position 837: 0.0001720600902421968
Position 198: 0.00017200600593805486
Position 2429: 0.00017109401639716322
Position 2134: 0.00014319708135258777
Position 454: 0.00012838903156808088
Position 1539: 0.00011899651139552826
Position 1622: 0.00010982632260981506
Position 1942: 0.00010952805948642914
Position 1642: 9.11051288874884e-05
Position 1049: 8.495336705554562e-05
Position 2186: 7.730575089327188e-05
Position 367: 7.722290823644772e-05
Position 1007: 6.761631196409798e-05
Position 568: 5.986037047808598e-05
Position 3014: 5.74595319746921e-05
Position 2616: 5.480771938637944e-05
Position 1150: 5.019576289674732e-05
Position 2025: 4.00362351286675e-05
Position 1231: 3.518684342449075e-05
Position 1488: 2.6678972116495033e-05
Position 541: 1.7381300135966666e-05
Position 843: 1.4641919680542128e-05
Position 547: 1.2998028087250846e-05
Position 669: 9.006053723078652e-06
Position 1364: 8.868159357054418e-06
Position 163: 5.334262924447883e-06
Position 137: 3.2387016146475636e-06
Position 1639: 1.4352215620840309e-06
Position 327: 1.1957413625869815e-06
Position 147: 9.875943602358965e-07
Position 320: 8.678926238900458e-07
Position 226: 7.189862170394469e-07
Position 165: 6.377880631746782e-07
Position 144: 5.510975960162056e-07
Position 373: 5.112729790296325e-07
Position 201: 3.567919276173693e-07
Position 338: 3.245727625838972e-07
Position 400: 3.1064083654914284e-07
Position 231: 2.853644439440749e-07
Position 615: 2.840333626908463e-07
Position 261: 1.6878181380046362e-07
Position 416: 1.6621798213757647e-07
Position 407: 1.5842737432467342e-07
Position 350: 6.604631009140406e-08
Position 1207: 3.639135711775008e-08
Position 331: 2.771270343504711e-08
Position 430: 2.4273177591028007e-08
Position 214: 2.4007386264934848e-08
Position 344: 2.2976321955388906e-08
Position 918: 1.4812990227634839e-08
Position 239: 1.376931666696204e-08
Position 379: 1.1376816652980408e-08
Position 508: 8.345940701340532e-09
Position 174: 7.84356134992763e-09
Position 66: 5.815411568054613e-09
Position 355: 4.922662426873256e-09
Position 495: 4.458245049738241e-09
Position 387: 2.0620608383895726e-09
Position 383: 1.723343768559407e-09
Position 81: 1.2879760060113822e-09
Position 439: 1.1196609113591594e-09
Position 629: 2.7867298192810597e-10
