Gene = MECR
index = 827
Annotated 5SS: [  202 14345 14928 24171 27802 28990 30417 34735 34992]
Annotated 3SS: [14246 14795 24026 27698 28886 30342 34673 34918 36752]
SMsplice 5SS: [  202   623 10099 14345 14928 24171 27802 28990 29559 30417 34992]
SMsplice 3SS: [  525  9989 14246 14795 24026 27698 28886 29413 30342 34918 36752]
top_k =  500
Partition function (log Z): 3.2398437700979366

Sorted 5' Splice Sites (High to Low Probability):
Position 24171: 0.9862650879137624
Position 27802: 0.9838971476467885
Position 10099: 0.9729913025206272
Position 28990: 0.9501321544162731
Position 14928: 0.9217454507229333
Position 34992: 0.9143457171871817
Position 30417: 0.8972918464705985
Position 14345: 0.8352751057970472
Position 623: 0.7859229347226728
Position 29559: 0.595627642259905
Position 17728: 0.5694192204490858
Position 21179: 0.48158558842513965
Position 202: 0.4497384100401411
Position 7793: 0.44672049373187744
Position 35720: 0.3767588551464935
Position 9858: 0.2829533511247465
Position 8090: 0.25353200377784707
Position 371: 0.22982984386413066
Position 345: 0.22301356829369487
Position 578: 0.20856985580735588
Position 24892: 0.17724469600413661
Position 30523: 0.09183309632229238
Position 34735: 0.08907258506031202
Position 29848: 0.08820220774460008
Position 6696: 0.07915808829619432
Position 18802: 0.0746126318093741
Position 33136: 0.0734028434378663
Position 32723: 0.07132469620141034
Position 28315: 0.07118548922090324
Position 8362: 0.07106773553832597
Position 14674: 0.06651726162035843
Position 21274: 0.06319660788928712
Position 6257: 0.06296223915367312
Position 30177: 0.06131824595542285
Position 31874: 0.05648597853087466
Position 6237: 0.04742406992921801
Position 31900: 0.04146347328623958
Position 33684: 0.03415010345007345
Position 13237: 0.03065144389209916
Position 194: 0.02736690971062666
Position 5441: 0.025462589785273094
Position 27208: 0.025248216694720757
Position 24636: 0.02462828727121527
Position 349: 0.02424077598758384
Position 402: 0.023434862169451242
Position 32971: 0.020025225120625465
Position 5510: 0.019312218629997244
Position 32734: 0.01916313857101167
Position 6050: 0.018708562764909543
Position 29330: 0.018474080698263576
Position 5087: 0.017626331688433187
Position 36830: 0.01745087909183675
Position 30057: 0.017188218034773464
Position 3223: 0.01637222910529805
Position 33833: 0.016261011507787717
Position 4529: 0.016010968012541333
Position 28243: 0.01593676730986583
Position 10095: 0.015520854771548956
Position 5567: 0.01543913292955622
Position 28526: 0.014358378604733655
Position 32730: 0.011679374083406082
Position 33063: 0.010040167803753003
Position 14546: 0.008808700134240958
Position 152: 0.008465759134002215
Position 13326: 0.007720258530250836
Position 31815: 0.007649060749189164
Position 13291: 0.007420434896027717
Position 289: 0.006932263555841433
Position 7876: 0.005132849188018919
Position 6247: 0.0048932037792392725
Position 10216: 0.004561719594680089
Position 30793: 0.004478336352567895
Position 53: 0.0044227964847523005
Position 709: 0.003491981858458787
Position 28319: 0.003485684355499932
Position 5305: 0.0034149861129849275
Position 35601: 0.003139840139588719
Position 28604: 0.002599580329090449
Position 30062: 0.002435016946252202
