Gene = BTBD8
index = 147
Annotated 5SS: [  385  8560 22334 27666 49441 59095 60876 66933]
Annotated 3SS: [ 8361 22136 27547 49350 59013 60778 66843 67347]
SMsplice 5SS: [  385  8560  9079 22334 27666 38703 49441 59095 66933]
SMsplice 3SS: [ 8361  8954 22136 27547 38554 49350 59013 66843 67347]
top_k =  500
Partition function (log Z): -25.39595692189513

Sorted 5' Splice Sites (High to Low Probability):
Position 27666: 0.8928678268276419
Position 385: 0.8656388515315733
Position 8560: 0.7816948727788019
Position 9079: 0.706941205619042
Position 22334: 0.5729099630090464
Position 22339: 0.42255576678718837
Position 7335: 0.3726392858395845
Position 9264: 0.21074529743681844
Position 8581: 0.2061148642089782
Position 25466: 0.13838654941350478
Position 11348: 0.10860514432178982
Position 12283: 0.10459499619233391
Position 14143: 0.09747315006555446
Position 135: 0.08723791958599685
Position 9270: 0.0837082751092884
Position 11691: 0.0655355533955273
Position 11075: 0.061246232278464714
Position 6904: 0.047753569119038206
Position 698: 0.04688143421335251
Position 4292: 0.04539065928917915
Position 22829: 0.03887163739505979
Position 4091: 0.03641631077896701
Position 4596: 0.028390551903438456
Position 190: 0.026025641885316676
Position 5043: 0.024351807009318688
Position 14531: 0.023739118297683194
Position 3248: 0.022991537573128846
Position 2608: 0.019775758445028643
Position 1200: 0.018724623777501656
Position 713: 0.010145553274383958
Position 22773: 0.009617332677693265
Position 229: 0.009243032316701202
Position 7955: 0.008481947411395258
Position 300: 0.005316152264625279
Position 272: 0.00526848513777179
Position 153: 0.004897366110999844
Position 7189: 0.004701005664939916
Position 6966: 0.0041998854610239365
Position 9008: 0.003933548325229978
Position 3244: 0.0029083741411462865
Position 200: 0.0009615473064973293
Position 11397: 0.0009194261360774159
Position 62: 0.0005795546489883124
Position 11127: 0.0004470928147417495
Position 1822: 0.00034124491329352944
Position 980: 0.000318519184988396
Position 10797: 0.0002878064712159225
Position 10928: 0.00026133614913692756
Position 4159: 0.00022355715300195983
Position 3482: 0.00021688262701386943
