Gene = MYCBP
index = 902
Annotated 5SS: [ 815 1088 6544 7226]
Annotated 3SS: [1014 6494 7095 9390]
SMsplice 5SS: [ 572 1088 7226]
SMsplice 3SS: [1014 7095 9390]
top_k =  500
Partition function (log Z): -10.164245351280638

Sorted 5' Splice Sites (High to Low Probability):
Position 1088: 0.8727697047523568
Position 7226: 0.5683517318315531
Position 572: 0.4510520026254476
Position 511: 0.2712768478529708
Position 815: 0.10550992491989339
Position 158: 0.05665100456454887
Position 2832: 0.0431633171375165
Position 1047: 0.03994209332597965
Position 1515: 0.038670065771304545
Position 5460: 0.03702854234357143
Position 345: 0.03417032432963036
Position 1533: 0.02714136532522005
Position 442: 0.022239427224951987
Position 6544: 0.020311862194063474
Position 1495: 0.019326029539949264
Position 6785: 0.014237911886810537
Position 2863: 0.010103201134304034
Position 256: 0.008143093924963096
Position 9189: 0.00793490943852948
Position 1109: 0.007411134064654229
Position 703: 0.006939586846396372
Position 9796: 0.006928316975671018
Position 1214: 0.006054014652875264
Position 7183: 0.0057308970482720725
Position 901: 0.005466890308171508
Position 6556: 0.004564049503532888
Position 923: 0.0032110350038385615
Position 6947: 0.002442011540257738
Position 1031: 0.002232526773080912
Position 1788: 0.002229414811784255
Position 409: 0.0022099466971267807
Position 16: 0.0012645634299645525
Position 7442: 0.0011592111716614967
Position 450: 0.001048064292633527
Position 866: 0.0010389428663640735
Position 852: 0.0009800337124483758
Position 7764: 0.0009750770102741281
Position 2340: 0.0009665064216083551
Position 7072: 0.0006946204397752601
Position 1261: 0.0006276808279790609
Position 877: 0.0005652358405998096
Position 1793: 0.0005641432113104386
Position 69: 0.0004938869195032854
Position 692: 0.0004728796185451358
Position 1507: 0.00041334192158195405
Position 5462: 0.00030293693697577113
Position 2613: 0.00020471446953679285
Position 153: 0.00016503886346318743
Position 2390: 0.00015984331373121224
Position 1415: 0.00012445842698613458
Position 400: 0.00012339623828899616
Position 695: 0.00011631987350782747
Position 3126: 9.604695724225301e-05
Position 1266: 9.049052963758879e-05
Position 926: 7.813789288079477e-05
Position 3574: 6.777180358212035e-05
Position 57: 2.955210508946436e-05
Position 652: 1.8938512178566734e-05
Position 1066: 1.7383847647178786e-05
Position 155: 1.6944056472563394e-05
Position 468: 1.1148015224790035e-05
Position 764: 1.099323848083971e-05
Position 1226: 8.815927356806357e-07
Position 391: 3.115069551796382e-07
Position 888: 2.294026293929664e-07
Position 5: 8.645952252044351e-08
Position 224: 3.606588129372511e-08
Position 195: 1.997587201185183e-08
Position 1204: 5.242572924548528e-09
Position 183: 7.005299287276234e-10
Position 185: 3.8704552051315087e-10
Position 40: 3.2201028735788613e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1014: 0.8791481993320459
Position 9390: 0.6908626590344391
Position 7095: 0.32976780532093736
Position 6494: 0.11174884908035623
Position 7105: 0.11136125885880337
Position 7115: 0.07096316642895431
Position 5206: 0.06396501674185247
Position 1356: 0.06296561953317542
Position 7052: 0.05593558606119525
Position 2711: 0.053789868539717185
Position 6661: 0.0403623189421216
Position 9038: 0.03918219410665095
Position 1359: 0.026768018355734717
Position 8314: 0.02673198826338134
Position 9351: 0.025365076380059796
Position 3308: 0.015255115004235546
Position 10637: 0.014129951255341716
Position 10153: 0.012706024920839672
Position 10742: 0.008931395649211969
Position 9842: 0.007259025870187737
Position 957: 0.004905766849199284
Position 8310: 0.0037810059037791787
Position 10514: 0.0036096484267522243
Position 7600: 0.002863826123516873
Position 900: 0.0027547527339848435
Position 758: 0.002686505546675757
Position 9740: 0.0026690715422158953
Position 9626: 0.002611209083181062
Position 9518: 0.0024721247583727357
Position 1696: 0.002453218942673915
Position 667: 0.002302084061471566
Position 360: 0.0022422389218179793
Position 9623: 0.002234395087210367
Position 2755: 0.0020283138938130816
Position 7354: 0.0019337920690840284
Position 242: 0.001899459347424825
Position 10539: 0.0018107965287986394
Position 738: 0.0017113502152174562
Position 1155: 0.0016418868031203883
Position 10199: 0.0015001722717803204
Position 9956: 0.001393840588248451
Position 5202: 0.0012830021687251962
Position 2223: 0.0012642132767541846
Position 642: 0.00107947695784641
Position 7424: 0.0010725478678202001
Position 3629: 0.0010080665458255496
Position 8470: 0.0010057409074758679
Position 1315: 0.0009967477893773314
Position 468: 0.0007325498783263139
Position 5872: 0.0006493342036453918
Position 3242: 0.0006329431067350489
Position 623: 0.0005993516947776752
Position 1391: 0.0005860422134052742
