Gene = NSA2
index = 963
Annotated 5SS: [ 372 2127 2373 3819 7069]
Annotated 3SS: [1938 2221 3638 6875 9611]
SMsplice 5SS: [ 372 2127 2373 3819 7069]
SMsplice 3SS: [1938 2221 3638 6875 9611]
top_k =  500
Partition function (log Z): 3.688629218919618

Sorted 5' Splice Sites (High to Low Probability):
Position 2127: 0.9987140421823109
Position 2373: 0.9936439046283199
Position 3819: 0.9189827096563936
Position 372: 0.9150344574437785
Position 10481: 0.6299134907976169
Position 7069: 0.6250866657553665
Position 1828: 0.624022527091951
Position 7003: 0.26674863743180754
Position 5430: 0.22571145741421272
Position 10983: 0.17951488134194757
Position 6102: 0.06745736424277843
Position 9801: 0.040930536523656066
Position 6062: 0.03986168439037862
Position 9932: 0.03925686605856413
Position 8484: 0.034932579762132626
Position 454: 0.0313581266102418
Position 1250: 0.025237545024962477
Position 10074: 0.02482732999010083
Position 4646: 0.020451050572333623
Position 559: 0.017874160509500112
Position 4641: 0.016733059525482364
Position 3666: 0.013496358889145812
Position 3126: 0.012596286512731912
Position 1744: 0.010802132181239469
Position 447: 0.01078634851997975
Position 839: 0.007415363082290845
Position 414: 0.006876057398644388
Position 4055: 0.006421038428514289
Position 3561: 0.006072412344139595
Position 7023: 0.005311895882631088
Position 1262: 0.005215740584421285
Position 1422: 0.00518084415384344
Position 1136: 0.004923904394973117
Position 9998: 0.004760826396145946
Position 3851: 0.004402396640753645
Position 3508: 0.004112942590587011
Position 254: 0.003961408182984248
Position 2604: 0.003774656370988257
Position 1242: 0.0035963770102796257
Position 8043: 0.0033595567880572684
Position 464: 0.003057469229166763
Position 8083: 0.002908005539390642
Position 3531: 0.0026350859150564665
Position 2917: 0.0021634246357304346
Position 2331: 0.0018612543355427764
Position 3374: 0.0017646382909529642
Position 8229: 0.0016944703304607631
Position 4804: 0.0016081148057126892
Position 7471: 0.0015541186549314124
Position 1330: 0.0015478653232786285
Position 7803: 0.0014730106359672288
Position 1412: 0.001250224320949112
Position 8166: 0.0010712013796714533
Position 1144: 0.0010020294797316806
Position 3112: 0.0009995017781107064
Position 3377: 0.0008103803015463711
Position 7017: 0.0007237473432005959
Position 2985: 0.000697064577870769
Position 500: 0.0006490911324951024
Position 7554: 0.000617171155280676
Position 9029: 0.0005370182927872591
Position 3206: 0.00045466639027584024
Position 1103: 0.00045012062171577525
Position 68: 0.0004248514301189126
Position 3023: 0.0003861010770729064
Position 38: 0.0003766672867882995
Position 3283: 0.0003399759702850728
Position 1795: 0.0003239503443164009
Position 1811: 0.000254056263690403
Position 2066: 0.0001917934069954451
Position 1832: 0.000182693687160067
Position 2435: 0.00017189723336770324
Position 1199: 0.00015865488734696808
Position 726: 0.0001565467311110551
Position 3198: 0.00013393126096763016
Position 3158: 0.00012370032439086643
Position 2039: 0.00012357282789058832
Position 513: 0.00011146218559045359
Position 1369: 0.0001037898296820143
Position 1854: 8.662657717001365e-05
Position 292: 7.403591880349508e-05
Position 223: 7.391761267807841e-05
Position 3837: 6.1803861859405e-05
Position 8560: 5.506099009082686e-05
Position 3522: 5.167644946678856e-05
Position 282: 4.9805519978380843e-05
Position 1867: 4.41342369483999e-05
Position 143: 4.1139488730341455e-05
Position 2789: 3.916834832502873e-05
Position 943: 3.67599218101132e-05
Position 2021: 3.565901892005661e-05
Position 910: 2.8312354648122822e-05
Position 1571: 2.5714717718367182e-05
Position 2544: 2.172481100962662e-05
Position 1377: 2.0132244180354494e-05
Position 220: 1.9489289537597713e-05
Position 939: 1.4624220392460212e-05
Position 1436: 1.4258515052313297e-05
Position 3155: 1.3145488844358317e-05
Position 1154: 1.2904437436442348e-05
Position 461: 1.2734044304868736e-05
Position 2131: 1.1624718597146044e-05
Position 7840: 1.0858193635872468e-05
Position 1177: 1.0617568384392361e-05
Position 2157: 1.0414059824810344e-05
Position 958: 1.009319961896895e-05
Position 1635: 9.04032178412085e-06
Position 408: 8.924552209656665e-06
Position 3753: 7.174937234962287e-06
Position 2134: 6.880354652288661e-06
Position 2286: 4.582409099568417e-06
Position 141: 4.383515170754267e-06
Position 2731: 4.284183703019276e-06
Position 3002: 4.0506270268388525e-06
Position 2508: 3.808266010964066e-06
Position 21: 3.43657674915975e-06
Position 3208: 3.2625086881449132e-06
Position 2708: 3.158953197052168e-06
Position 2828: 3.0824144699505613e-06
Position 3744: 1.4724178804463984e-06
Position 930: 5.34280784833624e-07
Position 418: 4.3766616298877886e-07
Position 859: 4.103835505816722e-07
Position 1967: 3.959639482256104e-07
Position 2468: 3.89358217586503e-07
Position 924: 3.5744741775017575e-07
Position 712: 3.106898012188768e-07
Position 1893: 2.84746581204586e-07
Position 702: 1.7851429025183658e-07
Position 284: 8.953467219758398e-08
Position 2392: 8.041983018045967e-08
Position 267: 6.911771688856673e-08
Position 3133: 5.0679970657102873e-08
Position 296: 2.8767769957922973e-08
Position 279: 2.681613280273714e-08
Position 2449: 2.1660609689025498e-08
Position 1067: 7.155913504147823e-09
Position 2723: 6.2181751559997166e-09
Position 244: 1.95451485748286e-09
Position 508: 1.2887076026110356e-09
Position 638: 1.6495339968814153e-11
Position 600: 8.454035562356339e-12
Position 176: 6.535132749071018e-12
Position 363: 2.730526490476392e-14
Position 322: 1.1484709574408643e-16

