Gene = RP4-608O15.3
index = 1184
Annotated 5SS: [   158 129905 131284 138329]
Annotated 3SS: [129709 131106 138145 139135]
SMsplice 5SS: [   158   7261   8502  10938  12139  34871  78269  78565  82871  85546
  87293  87754  93178  94927  95394 106239 122266 129905 131284]
SMsplice 3SS: [  7083   8324  10754  12051  34811  78104  78384  82696  85362  87115
  87570  92994  94749  95210 106083 122182 129709 131106 139009]
top_k =  500
Partition function (log Z): -59.98239205149789

Sorted 5' Splice Sites (High to Low Probability):
Position 7261: 0.96752775924714
Position 158: 0.9139756605521989
Position 10938: 0.8589827757270978
Position 8502: 0.7228787067953147
Position 12139: 0.5972407349796997
Position 17110: 0.5068904878485675
Position 5927: 0.3392868259202519
Position 9519: 0.276958393403965
Position 18270: 0.25412376063759806
Position 8400: 0.13011870992219274
Position 19063: 0.1011171654677082
Position 19122: 0.085615156893275
Position 112: 0.08048934765546263
Position 8408: 0.07084044140765688
Position 8908: 0.0630506393884875
Position 7694: 0.0592299748134668
Position 6985: 0.05249230989997872
Position 12230: 0.047039912989963774
Position 7822: 0.03582818050523901
Position 4104: 0.03273193467222772
Position 442: 0.0273884588465039
Position 19251: 0.025627085375860018
Position 9977: 0.023074597292611396
Position 3700: 0.02273437985132962
Position 1988: 0.02232551533623166
Position 1330: 0.011683337858499995
Position 2941: 0.010875460384441706
Position 10881: 0.010827471397229779
Position 12662: 0.010785195879222291
Position 2243: 0.010518201876976859
Position 19978: 0.01011344657539236
Position 16009: 0.009640639618655652
Position 4640: 0.008687671427509895
Position 7150: 0.007657085901722243
Position 1992: 0.007575658246433679
Position 1720: 0.007428086820873658
Position 1947: 0.0066530767780908166
Position 11407: 0.0065496859985683135
Position 369: 0.0064797209147389135
Position 7471: 0.0063064260420054
Position 10113: 0.006265089115688674
Position 5806: 0.006215136463875255
Position 11572: 0.005103614492485781
Position 2386: 0.004987766061596563
Position 7936: 0.0048053234890442385
Position 7616: 0.004508645279698778
Position 10563: 0.004088516426949182
Position 11580: 0.003926229539781763
Position 3635: 0.0036082535951771164
Position 7253: 0.003391471430367619
Position 728: 0.0028725905721012778
Position 3193: 0.002484847201029339
Position 11813: 0.002425694893870456
Position 7684: 0.001830819897772466
Position 10915: 0.0016337005077151747
Position 3578: 0.0016330609733722313
Position 11168: 0.001261715855865415
Position 11200: 0.0011552384403502437
Position 11576: 0.0010307115212891227
Position 11584: 0.000910721612529541
Position 11568: 0.0007409150597113027
Position 11251: 0.0006344525703715045
Position 11002: 0.00021446450166165643
Position 11329: 0.000198959588561522
Position 221: 0.00011595493650698667
Position 118: 6.884223035090438e-05
Position 8421: 6.082384863732741e-05
Position 3916: 2.3099531497546563e-05
Position 1982: 1.9651880440190588e-05
Position 2148: 1.8199578740648202e-05
Position 2367: 1.8161223688644547e-05
Position 4119: 1.254147526191639e-05
Position 3162: 1.136746859610566e-05
