Gene = TERT
index = 1389
Annotated 5SS: [  277  1735 12619 14890 15757 16407 22863 23929 26528 28584 30644 34574
 36450 39761 40680]
Annotated 3SS: [  380 12422 14708 15576 16250 22766 23842 26413 28511 30454 34446 36387
 39635 40541 41215]
SMsplice 5SS: [  277  1735  8883 12619 15757 16407 17529 22863 23929 26528 28584 30644
 30958 33891 34574 36450 39761 40680]
SMsplice 3SS: [ 1627  8703 12446 15576 16250 17456 22766 23842 26413 28511 30454 30871
 33798 34446 36387 39635 40541 41215]
top_k =  500
Partition function (log Z): 23.696564604030698

Sorted 5' Splice Sites (High to Low Probability):
Position 26528: 0.9999929617865377
Position 36450: 0.9989288786867958
Position 1735: 0.9970818550334222
Position 30644: 0.9711614930064602
Position 15757: 0.9536312444961212
Position 22863: 0.9468752465301109
Position 23929: 0.90710838887719
Position 28584: 0.9039476659083518
Position 16407: 0.8585259583526245
Position 39761: 0.7486254898715262
Position 30958: 0.7319970205849055
Position 12619: 0.7096949049145138
Position 17529: 0.6554016233424651
Position 277: 0.5693961243294926
Position 33891: 0.5632791517771899
Position 24140: 0.5282581244378359
Position 34574: 0.5163907152203613
Position 8883: 0.4939481149126628
Position 25333: 0.4190537761492252
Position 23585: 0.40073277458711737
Position 8924: 0.3704235694958295
Position 28833: 0.32658877424010535
Position 32746: 0.2922327566723535
Position 669: 0.24849475968386406
Position 540: 0.24557073055196024
Position 18369: 0.23051801558537416
Position 31393: 0.18518336521080345
Position 118: 0.17147238018696914
Position 21255: 0.14317703128650897
Position 31967: 0.13907945882388084
Position 18444: 0.13653215493071927
Position 135: 0.11556877752550909
Position 13717: 0.09856514079842009
Position 28295: 0.09272878136808911
Position 34684: 0.08963144950750651
Position 16349: 0.08876023309163703
Position 24226: 0.0874219737299344
Position 14137: 0.08204758661294781
Position 26226: 0.07932292233636903
Position 33901: 0.07739818808346903
Position 32928: 0.07461914547718475
Position 24211: 0.07361141179900324
Position 18482: 0.06844095010272583
Position 23946: 0.06798771658307241
Position 12502: 0.06779617332846796
Position 17550: 0.060156185036319344
Position 17153: 0.06001332860681994
Position 14755: 0.05876374613596867
Position 14928: 0.05679597858002652
Position 36863: 0.054883798370306706
Position 18260: 0.05471582289219021
Position 22678: 0.054019994526359305
Position 40686: 0.05206792932028402
Position 516: 0.04939347491781639
Position 12523: 0.04925808926548056
Position 3102: 0.046938538167050306
