Gene = APOD
index = 92
Annotated 5SS: [  328  4867 10356 12929]
Annotated 3SS: [ 4709 10233 12839 15069]
SMsplice 5SS: [  328  1139  4867 10356]
SMsplice 3SS: [ 1002  4709 10233 15069]
top_k =  500
Partition function (log Z): 0.2804390899069362

Sorted 5' Splice Sites (High to Low Probability):
Position 10356: 0.998678621491009
Position 328: 0.9889084338327347
Position 4867: 0.7627362053475713
Position 1139: 0.7065080613850676
Position 5081: 0.5587261055285728
Position 12929: 0.30416811757048284
Position 4790: 0.20305735202180433
Position 8242: 0.19628760202192297
Position 494: 0.19451989439502423
Position 8074: 0.17133685604219834
Position 5283: 0.16711464879123233
Position 6637: 0.14490572505153257
Position 5113: 0.11603934714445246
Position 5338: 0.05012696012835449
Position 11795: 0.048676885370553244
Position 14659: 0.03587944329453029
Position 13407: 0.03190323878103762
Position 5808: 0.031192741525665812
Position 5445: 0.03018852351647488
Position 12180: 0.02506202587016299
Position 5883: 0.023526666058744462
Position 658: 0.022381048189930957
Position 2745: 0.020418700252394385
Position 7144: 0.01868965520121163
Position 5147: 0.016408525700991994
Position 2413: 0.01630270782548433
Position 1589: 0.014120052849555358
Position 11701: 0.014029713801577418
Position 2375: 0.013955996715812994
Position 5073: 0.012435123507457237
Position 13211: 0.011874769761855173
Position 684: 0.010479377630670675
Position 5455: 0.010376529647948534
Position 12933: 0.009526091350842446
Position 5961: 0.009016686881684456
Position 8130: 0.008569621201567706
Position 15282: 0.008477953324024609
Position 14669: 0.007843692378075013
Position 2688: 0.007612726645782369
Position 12913: 0.007302049238616641
Position 6849: 0.007222471623882354
Position 1079: 0.006978423602300808
Position 12194: 0.0066761663080553806
Position 3091: 0.005056042366920096
Position 723: 0.004991508384844215
Position 12869: 0.004552345036071249
Position 900: 0.004438998909180621
Position 3294: 0.0038856125500512395
Position 3507: 0.0037704378485864855
Position 498: 0.0036078972537550423
Position 1190: 0.002844680524164908
Position 13914: 0.002306601617005785
Position 14697: 0.002284833033454836
Position 11109: 0.0021595243982348686
Position 13200: 0.0019048388688374556
Position 449: 0.0017910733295534093
Position 4387: 0.0015550042953249442
Position 4926: 0.0014773003093155228
Position 4840: 0.0012560359928690341
Position 630: 0.0011490052792265586
Position 1040: 0.001082787933925804
Position 7281: 0.0010464872857882817
Position 2455: 0.0010391640113949611
Position 5742: 0.0010323762723080446
Position 5500: 0.0008745350050381826
Position 5888: 0.000813430473852249
Position 3570: 0.0007808548443665134
Position 535: 0.0007270986044799743
Position 15310: 0.000677092146106676
Position 694: 0.00045182119978294196
Position 13359: 0.0003979733546418318
Position 10742: 0.0003858886541614892
Position 15136: 0.00038022441683460337
Position 209: 0.00028720331828069215
Position 855: 0.00019340478625126458
Position 332: 0.00015638220059936375
Position 11807: 0.00011690894840929096
Position 337: 0.00010733964242378211
Position 3101: 0.00010651887928858794
Position 5326: 0.00010560861719346353
Position 487: 9.127013192477225e-05
Position 5221: 3.0286539648889917e-05
Position 725: 1.6874529512242387e-05
Position 2496: 1.4027926191336326e-05
Position 2519: 9.105362033588252e-06
Position 1063: 4.074303584303462e-06
Position 1350: 2.4775944449017813e-06
Position 135: 1.0769974102785929e-06
Position 10248: 5.669361292202383e-07
Position 1014: 7.003287582983753e-08
Position 1154: 6.739550756398148e-08
Position 88: 5.1693551346392726e-08
Position 580: 3.714420870023541e-08
Position 632: 2.2853514352631742e-08
Position 521: 1.7109047303453255e-08
Position 578: 1.5688740875834935e-08
Position 767: 1.0326152978958406e-08
Position 133: 8.601529556463907e-09
Position 340: 8.124328751801325e-09
Position 780: 5.956905253492484e-09
Position 259: 5.076382061511479e-09
Position 5041: 2.7259055637961215e-09
Position 443: 7.175259300029316e-10
Position 193: 5.4030523162809615e-11
Position 369: 1.8798013829149676e-11
Position 385: 2.537163522289193e-13
Position 463: 6.869164068368635e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 10233: 0.9737350909527493
Position 4709: 0.900518783792807
Position 15069: 0.869189992646501
Position 1002: 0.5247432695754405
Position 5004: 0.4180442433509959
Position 7834: 0.3492507299955146
Position 12839: 0.34754872338100185
Position 5007: 0.2809735883022689
Position 412: 0.23092517398293574
Position 5207: 0.22389131615730323
Position 6554: 0.10708341829610858
Position 975: 0.09079388629757446
Position 13267: 0.05935782909321049
Position 11581: 0.05318477693169093
Position 14543: 0.046243393468794095
Position 4715: 0.041612138345864316
Position 12065: 0.04113525915262617
