Gene = PIGC
index = 1027
Annotated 5SS: [73]
Annotated 3SS: [1229]
SMsplice 5SS: [73]
SMsplice 3SS: [136]
top_k =  500
Partition function (log Z): -8.509279131843165

Sorted 5' Splice Sites (High to Low Probability):
Position 73: 0.8304517995324566
Position 358: 0.1579907710856265
Position 94: 0.0916453253704679
Position 77: 0.060034544331939915
Position 2436: 0.04363359319454954
Position 1309: 0.041757006304246724
Position 1785: 0.01977326763798911
Position 1113: 0.01198984874455967
Position 1394: 0.010282875681747945
Position 1725: 0.008553939982122803
Position 1591: 0.008063568750364465
Position 1440: 0.007294351038087483
Position 1023: 0.007260326518245076
Position 2319: 0.006486298270507327
Position 1019: 0.004794321812776903
Position 1954: 0.0036318850582421776
Position 1754: 0.0021715478874284517
Position 1348: 0.001658056347737562
Position 364: 0.0008239906603506569
Position 682: 0.0003778065776595189
Position 975: 0.0002569192782670917
Position 32: 8.560083094532673e-05
Position 149: 7.502574741420378e-05
Position 88: 5.80225984730587e-05
Position 1609: 4.0073382363795995e-05
Position 416: 2.7517322181038163e-05
Position 1486: 2.0192721444869996e-05
Position 650: 1.98331623346258e-05
Position 842: 1.6561906892331796e-05
Position 655: 9.237501694935671e-06
Position 972: 7.863158313983814e-06
Position 209: 6.733064741003812e-06
Position 395: 5.758070472555093e-06
Position 198: 5.6346156928608396e-06
Position 168: 4.930141306421082e-06
Position 1313: 4.458568474926556e-06
Position 366: 4.4045498752680195e-06
Position 81: 2.363103773671549e-06
Position 812: 2.181836058123761e-06
Position 780: 1.6053739919742868e-06
Position 1146: 1.2765805217330862e-06
Position 623: 5.576351791333777e-07
Position 464: 5.097202773112342e-07
Position 100: 4.6482140974945425e-07
Position 227: 8.674074321929333e-08
Position 98: 9.156899255519252e-09
Position 86: 6.743862903815245e-09
Position 40: 5.932594201172608e-09
Position 389: 2.361143640895088e-10
Position 545: 2.3248269313857504e-10
Position 530: 7.277900655978901e-12
Position 461: 4.260025592285219e-12
Position 245: 3.131044357578618e-12
Position 392: 2.6923270178306604e-12
Position 291: 6.616116996548137e-16
Position 466: 1.220337145949937e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 136: 0.2767224241373256
Position 2518: 0.18173644687204848
Position 2256: 0.14178209234454703
Position 1229: 0.13368144278706276
Position 1696: 0.11633196026760223
Position 2152: 0.0738638410113255
Position 256: 0.07141025288709901
Position 903: 0.05467660592851174
Position 1206: 0.04252768825332693
Position 297: 0.035409180080474105
Position 1256: 0.033441510664293246
Position 2061: 0.027571730974690685
Position 1843: 0.02599274124028001
Position 480: 0.014093608827010464
Position 1303: 0.011152322215547655
Position 1277: 0.010919095333936002
Position 1467: 0.0070446409810615875
Position 1961: 0.006643680534400716
Position 2088: 0.006179958001497568
Position 499: 0.005091608961363337
Position 1343: 0.004779189630125324
Position 1175: 0.004524050323911329
Position 548: 0.0032828588048872125
Position 660: 0.0031349097011459932
Position 528: 0.002418296246661267
Position 764: 0.0021753083092733265
Position 1138: 0.0021122187585446562
Position 1371: 0.0017947065308923078
Position 1753: 0.0016881949764084028
Position 1912: 0.0016758046355045669
Position 1112: 0.0014842887092593614
Position 1066: 0.0012355614714776517
Position 1503: 0.0010383011080618864
Position 951: 0.0009464962833740275
Position 2293: 0.0009051405560818082
Position 1543: 0.0008899432769110533
Position 2358: 0.0008764784997500771
Position 1308: 0.0008118617079910394
Position 352: 0.0007692591441340353
Position 1897: 0.0006560923450855631
Position 325: 0.0005049615587694423
Position 1470: 0.00046368108807166776
Position 2177: 0.00045096618462827607
Position 1476: 0.00043813392292682714
Position 380: 0.00043130386319811066
Position 1095: 0.0004063840016263994
Position 2266: 0.0003741625102163274
Position 934: 0.00037248719139509103
Position 793: 0.00037223944471738673
Position 634: 0.0003393452916046059
Position 1861: 0.00033540979808833256
Position 408: 0.00025262437310042427
Position 1433: 0.0002016044201653695
Position 1759: 0.0001715741544900995
Position 1258: 0.00015743709415572566
Position 204: 0.0001480832927350741
Position 1146: 0.00014282923390581843
Position 143: 0.00012435218317983387
Position 971: 6.152221178668235e-05
Position 948: 4.354838588891497e-05
Position 1604: 2.907897051595681e-05
Position 188: 2.0789539091701743e-05
Position 1214: 7.465834683070358e-06
Position 168: 4.431223378455314e-06
Position 207: 3.1154560283279655e-06
Position 852: 1.7589925811876092e-06
Position 209: 7.270726008803801e-07
Position 545: 6.389796092808829e-07
Position 149: 1.9779420243033246e-07
Position 174: 1.2494984110585339e-07
Position 354: 6.068981553509067e-08
Position 530: 3.3713503770193e-08
Position 556: 2.982906762403099e-08
Position 566: 2.856896216291603e-08
Position 575: 1.20998303187406e-08
Position 153: 9.695746405889307e-09
Position 214: 9.203517529421657e-09
Position 986: 3.1484857981000274e-09
Position 416: 7.773291360727796e-11
Position 828: 6.908048989068814e-11
Position 610: 6.094940366005672e-11
Position 98: 4.250665160996326e-11
