Gene = CGGBP1
index = 364
Annotated 5SS: [ 234 1030]
Annotated 3SS: [ 824 3048]
SMsplice 5SS: [ 676 1030]
SMsplice 3SS: [ 824 4173]
top_k =  500
Partition function (log Z): -9.61945814911963

Sorted 5' Splice Sites (High to Low Probability):
Position 1030: 0.7570891416158269
Position 2900: 0.5473671436652099
Position 3166: 0.49956453511036153
Position 676: 0.3181313144840371
Position 276: 0.1804423026528516
Position 260: 0.14332310024806996
Position 1858: 0.09701595577367347
Position 2028: 0.09334705071336205
Position 234: 0.09292866704989199
Position 2417: 0.08869992344618649
Position 626: 0.059649792390711456
Position 693: 0.049982011743012505
Position 2857: 0.02584258649876194
Position 6468: 0.018718188886146046
Position 6524: 0.014320673501908753
Position 1602: 0.011567078486692603
Position 2317: 0.0106201044381053
Position 1181: 0.006967600687117494
Position 1384: 0.004043322830674933
Position 3583: 0.002361987051069728
Position 6414: 0.002039654950566966
Position 670: 0.0019585699561474003
Position 2719: 0.0017980099959048993
Position 2377: 0.0013715721289141946
Position 3128: 0.0012813042081796196
Position 3372: 0.0011163481173826957
Position 272: 0.0009639897904061125
Position 498: 0.0007759503043230564
Position 3306: 0.0007376162714010654
Position 2014: 0.0006376101351895328
Position 4276: 0.0005749895161105696
Position 997: 0.0005579204819992627
Position 712: 0.00043266249323215764
Position 968: 0.0003814678662494101
Position 1270: 0.0003542946896279935
Position 2096: 0.00030264915999675477
Position 1518: 0.00025948372979087397
Position 2685: 0.00024989846904034137
Position 434: 0.00020118067590166859
Position 303: 0.00014307781910756758
Position 50: 0.0001282192736932929
Position 1541: 0.0001097049210547945
Position 2261: 0.00010064617306174557
Position 2124: 7.881479881120315e-05
Position 1436: 7.697364130509247e-05
Position 824: 2.707263821555544e-05
Position 697: 2.392358650133205e-05
Position 668: 2.3244271808301743e-05
Position 14: 1.3798563281691666e-05
Position 1459: 1.3486536036164957e-05
Position 340: 1.3026421687030956e-05
Position 343: 1.0491981339871735e-05
Position 1499: 9.772195981268202e-06
Position 564: 8.649187917700758e-06
Position 862: 7.927355801095052e-06
Position 682: 6.787680986871559e-06
Position 446: 2.8948958783092984e-06
Position 732: 2.5195057077078873e-06
Position 741: 1.557079221212571e-06
Position 700: 1.4611247287851877e-06
Position 756: 1.2856679002776066e-06
Position 735: 1.1109272160496332e-06
