Gene = MPLKIP
index = 858
Annotated 5SS: [431]
Annotated 3SS: [1399]
SMsplice 5SS: [431]
SMsplice 3SS: [2654]
top_k =  500
Partition function (log Z): -11.868597480002304

Sorted 5' Splice Sites (High to Low Probability):
Position 431: 0.7794499947373857
Position 622: 0.3661388231342826
Position 4261: 0.0680131167529958
Position 4142: 0.0633930471527281
Position 223: 0.049395191780398875
Position 3959: 0.04084134612988372
Position 1992: 0.040373535403887634
Position 271: 0.022352068380541823
Position 150: 0.016253123866132382
Position 4164: 0.011838282435834483
Position 135: 0.010563576043526469
Position 481: 0.010354435034211889
Position 70: 0.009469460144460031
Position 322: 0.009132598667909773
Position 2029: 0.008910732107911991
Position 1744: 0.008545607309972909
Position 250: 0.008109215717030998
Position 156: 0.006994414917530155
Position 367: 0.002920092780306523
Position 49: 0.002732326089417916
Position 529: 0.0024601972652204193
Position 3551: 0.002183439289430954
Position 1024: 0.0021238969854066357
Position 4309: 0.0012502468444476184
Position 1716: 0.0011713248551940504
Position 1711: 0.0008935148876382749
Position 1523: 0.0005141753999268145
Position 141: 0.0005077813599642186
Position 2439: 0.00023316423031723073
Position 34: 0.0001068982616942473
Position 862: 9.726629946075898e-05
Position 1660: 4.141501767491998e-05
Position 328: 3.993134940771594e-05
Position 1768: 3.243695416205104e-05
Position 996: 2.7583999340725176e-05
Position 856: 1.9925495310065454e-05
Position 831: 1.463441766382298e-05
Position 43: 6.126101183517706e-06
Position 262: 4.183532898627258e-06
Position 231: 3.1034389658351626e-06
Position 379: 2.4231710520698586e-06
Position 449: 1.9447290221499445e-06
Position 1317: 1.3953328645355232e-06
Position 282: 4.849305547447264e-07
Position 884: 4.5702556001654403e-07
Position 16: 1.9868635378520118e-08
Position 334: 3.3293429790623437e-09
Position 672: 1.6145067713958935e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 554: 0.2222683323465771
Position 4397: 0.21244975361792828
Position 7252: 0.15487345920837467
Position 1917: 0.15216069692622006
Position 2654: 0.13367844079174554
Position 1399: 0.07270831504894643
Position 3881: 0.04647718539645704
Position 4203: 0.04376886368429266
Position 528: 0.04280150441352046
Position 5746: 0.04084149107931116
Position 3978: 0.03653048215667698
Position 2828: 0.035856274179060635
Position 3836: 0.03523253691347901
Position 3958: 0.03142773028516651
Position 4756: 0.022636936829946247
Position 366: 0.020189932989430465
Position 4018: 0.018367306313640332
Position 2265: 0.018145289693814525
Position 4244: 0.017300614052351032
Position 6221: 0.015883832013070916
Position 3339: 0.014155124377215361
Position 7113: 0.013451504617838884
Position 1574: 0.012334604489178901
Position 541: 0.011530388094079282
Position 4938: 0.010481566703690767
Position 1743: 0.009310009126564477
Position 218: 0.008864555560642735
Position 7966: 0.006511045968119765
Position 1239: 0.006410638285381676
Position 6306: 0.006395913453049316
Position 6623: 0.005148212738628197
Position 786: 0.005087087471001129
Position 407: 0.004794951278989123
Position 716: 0.004565596365951066
Position 7248: 0.004096308971046816
Position 8527: 0.004076239381749556
Position 3705: 0.0033285752444071693
Position 1288: 0.0032513613258430135
Position 267: 0.0030997736995141264
Position 388: 0.002767907980160927
Position 1337: 0.002726385423466218
Position 475: 0.0026824993517865305
Position 1433: 0.002533492643398489
Position 3846: 0.002414494119424463
Position 6468: 0.0022080658936572835
Position 2028: 0.0021669086708159856
Position 1686: 0.0019106521566919809
Position 3394: 0.0018427382638711077
Position 4440: 0.0017367594352219763
Position 3409: 0.0016595694278326485
Position 2898: 0.0014482357063944358
Position 856: 0.0014113008948113154
Position 430: 0.0008039698005926153
Position 574: 0.00074916171694637
Position 5153: 0.0007438915735945138
Position 1410: 0.0007257215066448733
Position 385: 0.0006373698016186275
Position 4487: 0.0006353351474937652
Position 306: 0.0005915725846223105
Position 2391: 0.0005075144299109399
Position 737: 0.00047192400799248686
Position 1944: 0.0004351034596356836
Position 1790: 0.0004287298330570727
Position 597: 0.0003436763126853574
Position 2487: 0.0002975499195090753
Position 559: 0.00025460385971110943
Position 1499: 0.00023653873620120227
Position 1517: 0.00023619926527162902
Position 2631: 0.00021631773559284084
Position 2550: 0.00019811735884513992
Position 1759: 0.00016424100935423744
Position 1816: 0.00016139234914151895
Position 1623: 0.00015881952308659326
Position 1069: 0.00013819864408939425
Position 679: 0.00013594803631764924
Position 1370: 0.00013565700880868554
Position 412: 2.830172721028908e-05
Position 3420: 2.15857603552683e-05
Position 1636: 1.4693758341295116e-05
Position 282: 9.668597419774923e-06
Position 568: 9.383701634856031e-06
Position 415: 5.979042473404033e-06
Position 579: 2.9787468211773436e-06
Position 418: 2.9504596407831807e-06
Position 743: 2.5890067385791577e-06
Position 609: 2.463995164719583e-06
Position 820: 2.037893272140193e-06
Position 146: 1.5299721910413604e-06
Position 893: 1.3396534933445866e-06
Position 860: 1.1873998881767765e-06
Position 149: 9.708054130732731e-07
Position 443: 8.486250787539899e-07
Position 97: 5.112869210113015e-07
Position 168: 4.018816354393321e-07
Position 231: 3.2001223081358897e-07
Position 159: 9.387850038103993e-08
Position 617: 6.012006728138623e-08
Position 165: 1.9926088089994088e-08
Position 279: 1.888034192524667e-08
Position 576: 1.2176464393990306e-08
Position 103: 1.1856026524647261e-08
Position 447: 6.728629692797467e-09
