Gene = PRPF3
index = 1073
Annotated 5SS: [  117  3621  4415  7001 11314 11746 13788 16878 19029 22004 22813 23099
 24688 25043 27770]
Annotated 3SS: [ 3427  4283  6853 11229 11524 13480 16710 18948 21859 22712 22984 24568
 24958 27707 31383]
SMsplice 5SS: [  117  3621  4415  6187  7001 11314 11746 16878 19029 22592 22813 23037
 24688 25043 27770]
SMsplice 3SS: [ 3427  4283  6090  6853 11229 11524 16710 18948 22492 22712 22926 24568
 24958 27707 31383]
top_k =  500
Partition function (log Z): 19.6288859319258

Sorted 5' Splice Sites (High to Low Probability):
Position 22813: 0.9947890555909124
Position 4415: 0.9859921329925156
Position 27770: 0.9521189505286901
Position 11314: 0.9443469235990964
Position 24688: 0.9240436380872927
Position 11746: 0.8998995310810113
Position 3621: 0.8996387414794208
Position 16878: 0.862343951522747
Position 7001: 0.8377445719958696
Position 117: 0.8262882758015638
Position 19029: 0.7629603447729582
Position 25043: 0.6667075884515918
Position 6187: 0.5634247715443661
Position 22592: 0.5564170124291924
Position 23037: 0.49918190747160057
Position 23099: 0.40522602779649475
Position 13788: 0.396469212230921
Position 22004: 0.3910823044362118
Position 22620: 0.21743387037558687
Position 25053: 0.14769666599849343
Position 14904: 0.12395971546572823
Position 11705: 0.09146878384817536
Position 7942: 0.07910402724306086
Position 30568: 0.07618195373675114
Position 23079: 0.07312047783522663
Position 6529: 0.07079888174072374
Position 4020: 0.067399964034449
Position 6950: 0.06639930416984918
Position 30597: 0.05867635113446274
Position 25086: 0.05619769894088917
Position 5624: 0.054005026537709486
Position 663: 0.04604672620852862
Position 3989: 0.03710457773596259
Position 758: 0.031738287117658776
Position 23820: 0.03097663103294466
Position 145: 0.02849337078246211
Position 23389: 0.022172075161210184
Position 27849: 0.02033440809611215
Position 3973: 0.019415428994165606
Position 11397: 0.016755812252653064
Position 7851: 0.016007005572511106
Position 14888: 0.015619216315978277
Position 352: 0.015176435210021112
Position 25240: 0.014338832565782993
Position 258: 0.014063670898298459
Position 28590: 0.013788758266499838
Position 4057: 0.013270614996325642
Position 17737: 0.011976884721417419
Position 22637: 0.011444053196832992
Position 357: 0.010477328864786504
Position 24672: 0.009808958069580162
Position 31451: 0.009806051636836347
Position 329: 0.009763031438043726
Position 54: 0.0093148619144792
Position 4533: 0.008642924393903469
Position 62: 0.0082302469324291
Position 24648: 0.007930481971565036
Position 24282: 0.007929092869826886
Position 1054: 0.00785717757813619
Position 30659: 0.006435466066439451
Position 1190: 0.00639803860844653
Position 246: 0.006294251804197992
Position 15953: 0.006208993162422187
Position 1959: 0.006041522355033374
Position 1368: 0.005029479763915396
Position 30782: 0.005016430587478955
Position 7035: 0.004968296623415651
Position 6779: 0.004537226132699526
Position 69: 0.004516807053405413
Position 16097: 0.004168461597902606
Position 27774: 0.004010472328178588
Position 15074: 0.0036893108346996314
Position 241: 0.0033282471700714676
Position 11445: 0.0032945033102215627
Position 12274: 0.002856563283188639
Position 25008: 0.0026879571999824255
Position 17380: 0.002684967929716028
Position 13825: 0.002681121733939223
Position 24669: 0.0025314860500169987
Position 25666: 0.002285091796466492
Position 28143: 0.00216335925404717
Position 9043: 0.0021611786165521515
Position 13960: 0.0021015925354400866
Position 7055: 0.0020978527683877726
Position 6191: 0.0019452141802736985
