Gene = PIGZ
index = 1029
Annotated 5SS: [  147 17013]
Annotated 3SS: [16801 20147]
SMsplice 5SS: [  147  2056 17013]
SMsplice 3SS: [ 1866 16801 20147]
top_k =  500
Partition function (log Z): -12.17827694592249

Sorted 5' Splice Sites (High to Low Probability):
Position 147: 0.915396950489615
Position 2056: 0.7901307463589582
Position 978: 0.4640930195953995
Position 1457: 0.4474336918714087
Position 960: 0.33746046670229535
Position 1177: 0.3200869533259001
Position 415: 0.25633376380852985
Position 749: 0.15107989426556176
Position 718: 0.11822318285049835
Position 3167: 0.09852857032276058
Position 1135: 0.08688705638682542
Position 2666: 0.05247118570561728
Position 450: 0.05197244434275849
Position 155: 0.04655945274676895
Position 186: 0.03137479257219863
Position 411: 0.02825996553817236
Position 3581: 0.019402384459093546
Position 3617: 0.012784932702580853
Position 6900: 0.01091514084702205
Position 5137: 0.010564241510153928
Position 2412: 0.007316769289972336
Position 438: 0.006580576020082114
Position 385: 0.006523291619774537
Position 5171: 0.0056671854283646805
Position 1235: 0.0032069016302828106
Position 536: 0.0017263216927155282
Position 967: 0.0015973845017488869
Position 1188: 0.0012385551650944146
Position 1171: 0.0010150874514549184
Position 2523: 0.0007367482432112131
Position 2833: 0.00044222377216471834
Position 970: 0.0004278726380891147
Position 1624: 0.0002676675931231395
Position 331: 0.00018169534523773751
Position 151: 0.00013685580898984047
Position 2050: 0.000133621622946362
Position 753: 0.00012598091167435746
Position 210: 0.00011426528091583898
Position 764: 0.0001117795676571945
Position 463: 6.0788339840400824e-05
Position 803: 4.587223095463653e-05
Position 756: 2.7158032295760823e-05
Position 690: 2.3277327114018314e-05
Position 772: 2.3097532351719682e-05
Position 798: 6.902519803167969e-06
Position 520: 3.2160680699648575e-06
Position 58: 5.116526248688116e-07
Position 219: 5.681192946428036e-09
Position 317: 6.98994620785991e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 841: 0.6561823509164745
Position 1866: 0.37371203503007566
Position 1085: 0.35966789577009833
Position 310: 0.32838541169911006
Position 1946: 0.3174225380494966
Position 6795: 0.2912875028102827
Position 546: 0.24768872372745285
Position 1059: 0.17652394935084978
Position 1343: 0.16994515484099806
Position 2261: 0.16493232795578464
Position 1908: 0.13608663272414853
Position 8171: 0.10537433712976461
Position 3032: 0.09858111305767382
Position 1323: 0.08130056693700219
Position 10229: 0.0657267227553832
Position 924: 0.06437410023524515
Position 4862: 0.06215573105240025
Position 858: 0.056032171081573726
Position 1416: 0.0528842927221827
Position 1810: 0.03797897799926069
Position 3826: 0.034370676714796884
Position 2928: 0.03409849683448858
Position 3468: 0.033544531070214295
Position 8982: 0.029459773234992378
Position 1368: 0.029207416520192184
Position 6502: 0.021637459373851704
Position 1694: 0.017072355915569055
Position 526: 0.016619561450642396
Position 2537: 0.0161572223546551
Position 852: 0.016011346707825568
Position 8850: 0.015961741716355518
Position 8458: 0.012930218777747774
Position 2511: 0.012496559081216356
Position 368: 0.012373777601428729
Position 5206: 0.01015867956362768
Position 324: 0.010031510796184345
Position 7334: 0.00954383182139414
Position 7586: 0.008397025240604383
Position 1064: 0.00812563443570013
Position 7688: 0.008026620124889805
Position 7658: 0.007621139900251322
Position 3823: 0.007322482341541987
Position 5122: 0.006891150525112729
Position 3756: 0.0067733731172523485
Position 8904: 0.006573059847582618
Position 6754: 0.006474873990742723
Position 1351: 0.006205568594273415
Position 237: 0.005012865594500406
Position 784: 0.003824867083894954
Position 5826: 0.003318167635560123
Position 585: 0.0028533856060513215
Position 1538: 0.0026442831991915702
Position 2560: 0.002483127406725571
Position 3091: 0.0022887163785366947
Position 552: 0.0022667447262217032
Position 1249: 0.0017895917110160075
Position 482: 0.0013997132020383068
Position 945: 0.0013766345523288862
Position 2858: 0.0011748227411443428
Position 1134: 0.0009932681995857456
Position 2899: 0.0008296674845164084
Position 2657: 0.0006996783921095369
Position 2237: 0.0006349551417673307
Position 687: 0.0006207134201884449
Position 1374: 0.0005901131010732693
Position 1430: 0.0003209510029773142
Position 3106: 0.0002737118931523733
Position 1202: 0.000266600663777788
Position 661: 0.00019559553365144718
Position 599: 0.00017858180847550183
Position 498: 0.0001514041990624577
Position 2779: 0.00013129812816746478
Position 798: 0.0001279912759567687
Position 1949: 0.0001186186715832363
Position 430: 9.835805394182317e-05
Position 647: 9.679020241007748e-05
Position 730: 8.273643974459629e-05
Position 346: 8.251353071036782e-05
Position 399: 7.496048364773587e-05
Position 882: 6.519161341692932e-05
Position 484: 5.257414592824862e-05
Position 449: 4.8222819891287804e-05
Position 741: 2.9076640892158327e-05
Position 926: 2.81705427315968e-05
Position 1095: 2.480092702109176e-05
Position 1999: 1.9867003435338312e-05
Position 272: 1.4292953177126072e-05
Position 712: 1.3168366100302492e-05
Position 810: 8.749290298147847e-06
Position 1439: 8.39642140010906e-06
Position 489: 7.126086734051464e-06
Position 997: 6.649824554387229e-06
Position 265: 6.149380992685536e-06
Position 558: 6.042312458522339e-06
Position 560: 5.904768299008103e-06
Position 563: 4.785426464173885e-06
Position 1162: 3.5103702026784116e-06
Position 502: 3.289133556041237e-06
Position 607: 2.421970394762341e-06
Position 382: 2.23439393465711e-06
Position 277: 2.2119646120906072e-06
Position 252: 1.9957294725211946e-06
Position 403: 1.5065631851822113e-06
Position 667: 1.0551130116325648e-06
Position 244: 8.624002358691802e-07
Position 717: 8.398448586936278e-07
Position 378: 5.359390191660404e-07
Position 249: 5.131106976259533e-07
Position 258: 1.1288358320237195e-07
Position 269: 8.515241839381137e-08
Position 210: 2.8096429627685983e-08
Position 411: 1.7815144140584984e-08
Position 282: 6.796894091273522e-09
Position 592: 2.4495097635108e-09
Position 455: 1.271301903391658e-10
Position 177: 2.8229465780855096e-11
Position 162: 1.5619684712921681e-12
Position 168: 4.2265168441679613e-13
Position 130: 1.469795180871313e-13
Position 124: 1.2468185170146094e-14
Position 182: 4.4612511326493415e-15
Position 179: 2.824881056206999e-15
Position 137: 2.3643264290898783e-15
Position 151: 3.992857271450865e-16
Position 201: 7.619173622672817e-17
Position 195: 4.920949660825548e-17
