Gene = DPM3
index = 467
Annotated 5SS: [54]
Annotated 3SS: [298]
SMsplice 5SS: [54]
SMsplice 3SS: [272]
top_k =  500
Partition function (log Z): -5.47106768185007

Sorted 5' Splice Sites (High to Low Probability):
Position 54: 0.9880828222601338
Position 60: 0.010609533471546776
Position 48: 0.0009893352723853274
Position 237: 7.995030650269575e-05
Position 99: 5.699903182183115e-05
Position 43: 4.9842381320484874e-05
Position 247: 4.296841579589812e-05
Position 64: 4.224156671043504e-05
Position 223: 2.7146918324469816e-05
Position 165: 2.5943362476674387e-05
Position 129: 2.4348919021377846e-05
Position 298: 2.2290766929843347e-05
Position 208: 8.583448729093087e-06
Position 412: 5.525576228258181e-06
Position 121: 5.069482977610077e-06
Position 444: 4.283872421968135e-06
Position 442: 2.8724620509266615e-06
Position 472: 2.436928686293417e-06
Position 103: 1.9629124828106982e-06
Position 242: 1.778572005835279e-06
Position 321: 1.6575050558210142e-06
Position 58: 1.07332808577972e-06
Position 358: 4.1541923324821736e-07
Position 484: 2.6770443113907135e-07
Position 153: 2.5499083336842877e-07
Position 417: 1.4356746087901461e-07
Position 482: 3.69771022622483e-08
Position 399: 2.3488624652159954e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 272: 0.4087114325233455
Position 298: 0.3362223868183843
Position 408: 0.24860288255715432
Position 165: 0.0027571737027901775
Position 202: 0.0008926779904288868
Position 412: 0.00063663227536095
Position 635: 0.0006054379200799865
Position 316: 0.000511782793763786
Position 337: 0.00032166060861464645
Position 528: 0.0003177697800439967
Position 610: 0.00021162178819500153
Position 321: 6.0496553554456564e-05
Position 242: 5.212358972850599e-05
Position 376: 4.81125160021614e-05
Position 390: 4.3310413745854875e-05
Position 585: 4.026920273747217e-05
Position 507: 1.9920341149935886e-05
Position 566: 1.1141528179177592e-05
Position 124: 7.376869731370093e-06
Position 277: 5.514226985642012e-06
Position 641: 2.092760603793328e-06
Position 637: 1.4360193149732492e-06
Position 128: 1.4015443396972583e-06
Position 534: 1.3806731420303699e-06
Position 117: 1.3113681739054722e-06
Position 522: 9.558670631861983e-07
Position 559: 7.280897812260021e-07
Position 540: 3.3766801592046835e-07
Position 115: 2.74684593820998e-07
Position 135: 8.913701003254307e-08
Position 530: 4.2049051348890066e-08
Position 550: 2.913510376521388e-08
Position 543: 5.91321001491147e-09
