Gene = SRD5A1
index = 1329
Annotated 5SS: [  527 18666 22837 29624]
Annotated 3SS: [18498 22734 29472 34858]
SMsplice 5SS: [  527 18666 22837 29624]
SMsplice 3SS: [18498 22734 29472 34858]
top_k =  500
Partition function (log Z): -17.270047344660522

Sorted 5' Splice Sites (High to Low Probability):
Position 18666: 0.9992763089513343
Position 22837: 0.9981873177688152
Position 527: 0.9536361778550967
Position 29624: 0.9524335568499627
Position 3011: 0.6359615678174857
Position 10695: 0.4850958021393
Position 32297: 0.29955615817677483
Position 15807: 0.0946508409308492
Position 344: 0.08919133624577445
Position 2708: 0.0744351605003038
Position 146: 0.05220147740107453
Position 131: 0.046760233099973667
Position 3121: 0.01419397685559031
Position 926: 0.009002447734404272
Position 824: 0.0024611220839342715
Position 293: 0.0014477119476725166
Position 6181: 0.0013479213330737897
Position 5140: 0.0012315966635412362
Position 1932: 0.0011242973932665797
Position 1814: 0.0011217618165521742
Position 11967: 0.0008747432319203144
Position 118: 0.0007243733607913842
Position 14: 0.0006152302539776654
Position 328: 0.00014853679561106913
Position 405: 0.00013909174386683658
Position 381: 0.00012956374538956894
Position 300: 9.542442096062838e-05
Position 30: 8.459256549381018e-05
Position 402: 8.195718480402034e-05
Position 312: 4.7675460102099446e-05
Position 4459: 2.541516842258501e-05
Position 443: 2.028935313130426e-05
Position 252: 1.5828398906173374e-05
Position 109: 1.4805428891385692e-05
Position 601: 8.906110474323848e-06
Position 342: 2.965594830097894e-06
Position 455: 2.610960561760446e-06
Position 679: 1.9703610425855337e-06
Position 9127: 1.068852442723819e-06
Position 1395: 7.958327858954717e-07
Position 466: 7.356129151990024e-07
Position 961: 5.525455276479618e-07
Position 1474: 5.287923595886195e-07
Position 1017: 4.672618704067097e-07
Position 6662: 3.238733786355628e-07
Position 8014: 2.4013228783490296e-07
Position 920: 2.1802504287621756e-07
Position 768: 2.084802160085376e-07
Position 1116: 8.456582866208804e-08
Position 1477: 8.301766572822619e-08
Position 184: 8.119989604473831e-08
Position 3063: 7.850806202782747e-08
Position 5054: 6.184590790982874e-08
Position 710: 4.0261520010332835e-08
Position 532: 3.489488710976028e-08
Position 503: 9.617753990234698e-10
Position 693: 2.5203378547325217e-12
Position 510: 4.339047890492861e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 18498: 0.9996884617521434
Position 22734: 0.9992763089513343
Position 29472: 0.9939427244518452
Position 34858: 0.6426461503374734
Position 10612: 0.3840429622958014
Position 32122: 0.26478221745723324
Position 2841: 0.24627719663345302
Position 33212: 0.14768273667927737
Position 2860: 0.14605923575997076
Position 32221: 0.11845011294955755
Position 475: 0.1164149328559266
Position 10644: 0.10108271860108661
Position 15647: 0.09478759029780727
Position 2939: 0.09379421488280137
Position 29688: 0.07842849760319678
Position 2978: 0.06818690174328311
Position 2580: 0.05203937196147992
Position 2942: 0.048905041749744936
Position 2811: 0.03634002145047593
Position 443: 0.02474967612672233
Position 2621: 0.006302643661446613
