Gene = PSMG3
index = 1092
Annotated 5SS: [870]
Annotated 3SS: [2142]
SMsplice 5SS: [870]
SMsplice 3SS: [2142]
top_k =  500
Partition function (log Z): -12.298942867907815

Sorted 5' Splice Sites (High to Low Probability):
Position 870: 0.6813328618742969
Position 720: 0.09068531143465816
Position 723: 0.0755951224600559
Position 727: 0.050356404598442595
Position 1487: 0.04948910920284985
Position 2287: 0.044425280647212115
Position 1833: 0.036339943577629694
Position 2269: 0.028715170408696002
Position 1790: 0.020517885069631273
Position 696: 0.017369825430033493
Position 1781: 0.012045508177274396
Position 699: 0.011776346555178605
Position 1305: 0.009715469727231944
Position 2029: 0.009289171407557325
Position 1115: 0.008174942028088576
Position 152: 0.005956078813989184
Position 270: 0.004864167681837609
Position 146: 0.00450916638393849
Position 2278: 0.003716688393090901
Position 2036: 0.00306572242013208
Position 389: 0.0029892098998272826
Position 338: 0.0029448219439424184
Position 759: 0.0025268068838501375
Position 2039: 0.002241567798031718
Position 140: 0.0020226839545476366
Position 701: 0.0019456636161238657
Position 580: 0.0016221339605246785
Position 906: 0.0015877877220750814
Position 185: 0.0015634197931576864
Position 1270: 0.0014482364078578825
Position 822: 0.0011660918938592572
Position 259: 0.0011332821693964825
Position 753: 0.000772464306243897
Position 1414: 0.0007558828992835707
Position 849: 0.0005845133621460071
Position 1452: 0.0005082755678975574
Position 237: 0.0005051997050271301
Position 66: 0.00048649901370337003
Position 817: 0.0003522424461520231
Position 672: 0.0003285736108188223
Position 1984: 0.0003137853640937803
Position 2292: 0.00027167193707104253
Position 875: 0.00023297565258505054
Position 1377: 0.000221978391084944
Position 256: 0.0001647686330087115
Position 30: 0.00014783072788144733
Position 57: 0.0001443168912946678
Position 138: 0.000122210447366555
Position 471: 8.786037640246305e-05
Position 1601: 7.828282171830903e-05
Position 367: 4.398838734614298e-05
Position 424: 3.7549721964074965e-05
Position 708: 3.298310945496897e-05
Position 401: 2.569057333084936e-05
Position 1187: 2.378666312627551e-05
Position 789: 2.2074017408185847e-05
Position 1948: 1.8648058068463075e-05
Position 2101: 1.0743098934908662e-05
Position 585: 8.920501305456855e-06
Position 55: 7.169526762629935e-06
Position 272: 7.0005454579030025e-06
Position 60: 5.873895494486325e-06
Position 756: 4.329119855057775e-06
Position 533: 1.3686600707024166e-06
Position 552: 1.1811608999663637e-06
Position 455: 3.0068219280127943e-07
Position 411: 5.738696054845666e-08
Position 539: 1.3933255905287749e-08
Position 215: 6.382598898468078e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2142: 0.6887211675091331
Position 1886: 0.13956903195052708
Position 1693: 0.049887676518649816
Position 1716: 0.04923862581709769
Position 2466: 0.04300626585367495
Position 1396: 0.03881435004649953
Position 2530: 0.034497681132041914
Position 2166: 0.032962206753150786
Position 2606: 0.011492047056866473
Position 1861: 0.011200590340460278
Position 1732: 0.011106359188297941
Position 1601: 0.0075206997624485605
Position 2498: 0.005984730974459952
Position 2643: 0.0059381910239440505
Position 719: 0.005235216701987552
Position 2441: 0.0048121085186327885
Position 1640: 0.0045593918461443
Position 2194: 0.004412540778920991
Position 800: 0.00426325683522755
Position 644: 0.0038886617033924197
Position 1584: 0.0032834793108098698
Position 632: 0.003194875519211253
Position 2388: 0.003155989707131888
Position 1709: 0.0028766731209154406
Position 805: 0.002756979109413608
Position 2445: 0.0022222368327367986
Position 1214: 0.0019155158589940953
Position 2191: 0.001840840345622388
Position 2327: 0.0015679448012522936
Position 1674: 0.001566859570179316
Position 2488: 0.0015605120241619411
Position 1729: 0.0015473052529582515
Position 2111: 0.001225967706225042
Position 1763: 0.0010808552614488438
Position 2066: 0.0008105346331500399
Position 1079: 0.0007637178828560143
Position 235: 0.000692312266514617
Position 2356: 0.000596058492658637
Position 863: 0.0005330097915137674
Position 767: 0.0004942691341113182
Position 1605: 0.00048230698207027384
Position 2176: 0.0004613069281715143
Position 924: 0.0004430808227702285
Position 808: 0.0004397390212890593
Position 2324: 0.0004292540273786065
Position 2286: 0.0004283230192778982
Position 915: 0.00042682764721557336
Position 392: 0.0004266760863959115
Position 1825: 0.0003848327593440095
Position 2232: 0.0003821833922267841
Position 1846: 0.00037222464960004335
Position 1182: 0.0002522501045494908
Position 2407: 0.00022832124577047054
Position 739: 0.00020976210136294986
Position 1222: 0.0001955341762928845
Position 683: 0.00019003119667399237
Position 1955: 0.00017756933929398644
Position 1541: 0.0001474016953467471
Position 686: 0.0001339537021663841
Position 742: 0.00012736061293422147
Position 1562: 0.00010311835965637639
Position 849: 8.870283600756735e-05
Position 1338: 6.6742005082329e-05
Position 660: 5.549193274027937e-05
Position 1364: 3.964506007212592e-06
Position 689: 1.9084775237249606e-06
Position 1311: 1.8698892995940061e-06
Position 1263: 1.7060372725985088e-06
Position 776: 1.3100286563602998e-06
Position 826: 9.690398949891128e-07
Position 817: 7.411525508224608e-07
Position 1413: 1.5665527186414857e-07
Position 471: 1.5145132458317767e-07
Position 1344: 1.387342173962422e-07
Position 419: 1.2727065498367574e-07
Position 1040: 5.029364347168731e-08
Position 1407: 3.886309659836833e-08
Position 1481: 3.5936833579353174e-08
