Gene = SOX30
index = 1296
Annotated 5SS: [ 1309  3764  5784 14191]
Annotated 3SS: [ 3523  5603 13697 25698]
SMsplice 5SS: [  195  3133  5784 13585 14191 18646 25783]
SMsplice 3SS: [ 2953  5603 13399 13931 18471 25698 25957]
top_k =  500
Partition function (log Z): -7.829672374912355

Sorted 5' Splice Sites (High to Low Probability):
Position 5784: 0.9730334363358452
Position 13585: 0.9133697234627013
Position 14191: 0.8722045177744174
Position 18646: 0.7528511184815593
Position 3133: 0.693310241334872
Position 25783: 0.48138133723700616
Position 195: 0.48122094295558726
Position 17083: 0.3416540002922039
Position 13793: 0.2995698318736311
Position 96: 0.2332352597437506
Position 175: 0.2111203463219765
Position 3764: 0.13191951069112134
Position 16625: 0.1151607787313188
Position 8719: 0.08786639198598897
Position 13243: 0.07367424345031093
Position 6660: 0.07091475040009908
Position 3360: 0.0643379248778938
Position 4036: 0.05062071701990393
Position 13590: 0.03605638647129648
Position 5744: 0.024979692401862968
Position 2985: 0.023622194394499363
Position 11948: 0.022425448159599258
Position 230: 0.021958155705539426
Position 723: 0.021820653134565
Position 1444: 0.019947714433082492
Position 3826: 0.01988169548576479
Position 125: 0.016569421471050883
Position 4333: 0.013957512917315076
Position 785: 0.013378921384785452
Position 558: 0.012110880724424705
Position 3672: 0.012067057110496904
Position 2465: 0.011532033888957093
Position 1840: 0.010863427232204037
Position 14354: 0.009836034515978987
Position 4389: 0.009549752998383515
Position 1309: 0.008005892015010013
Position 970: 0.005445355680717728
Position 18555: 0.0050621752911641634
Position 540: 0.0047454600376991875
Position 3385: 0.0045210774464682895
Position 72: 0.003817231402557768
Position 15860: 0.0031453416317894735
Position 181: 0.001630946667045739
Position 28: 0.001596000848285833
Position 242: 0.001429621176389274
Position 3164: 0.0013599546908760057
Position 3449: 0.0012411538390639917
Position 4613: 0.0009273200346318871
Position 1508: 0.000840762263539787
Position 5127: 0.000790215060717334
Position 6069: 0.0007490349899302122
Position 157: 0.0007191065669741698
Position 289: 0.0006988441645161673
Position 11938: 0.0006619321046056789
Position 4833: 0.00043582203306597275
Position 3592: 0.0004204367416244251
Position 7993: 0.00024355674720179037
Position 5788: 0.00024203418966787656
Position 3212: 9.569173909696926e-05
Position 1206: 4.4048789681641376e-05
Position 5915: 3.8169092544189875e-05
Position 3335: 3.283224178887513e-05
Position 3437: 1.9274869011950628e-05
Position 3349: 1.2472649127183434e-05
Position 5780: 1.2142593025065135e-05
Position 187: 1.0651356793892462e-05
Position 5673: 7.266780425929958e-06
Position 235: 6.778923004309207e-06
Position 7701: 6.764331210825803e-06
Position 6133: 5.937537776318139e-06
