Gene = YARS
index = 1583
Annotated 5SS: [  966  7243  7563 11672 20391 26992 31214 31792 35750 37106 38069 38772]
Annotated 3SS: [ 7095  7386 11541 20309 26898 31077 31705 35613 37007 37874 38629 42061]
SMsplice 5SS: [  429  7243  7563 11672 16734 20391 26992 31214 31792 35750 37106 38772]
SMsplice 3SS: [ 7095  7386 11541 16575 20309 26898 31077 31705 35613 37007 38629 38910]
top_k =  500
Partition function (log Z): 5.196107404670316

Sorted 5' Splice Sites (High to Low Probability):
Position 7243: 0.9924037376626866
Position 7563: 0.9909632759192868
Position 38772: 0.9790159716580551
Position 31792: 0.9750324109319084
Position 20391: 0.9387369105277484
Position 11672: 0.9348279100828338
Position 35750: 0.913450444896815
Position 37106: 0.5951270720106597
Position 26992: 0.5647854771373321
Position 429: 0.4782491917817686
Position 16734: 0.47219553498660494
Position 31214: 0.4444015511794994
Position 1340: 0.4359609898712226
Position 31142: 0.4049458269349463
Position 243: 0.24640131968518356
Position 16738: 0.21792583105197735
Position 37150: 0.1662452073927726
Position 20046: 0.15734410309190644
Position 38230: 0.14182876279077347
Position 20033: 0.13717512987186126
Position 966: 0.12607521865522722
Position 11878: 0.12387368412523647
Position 38069: 0.11803261361125812
Position 850: 0.10847088374233803
Position 16890: 0.09047412046545397
Position 37941: 0.08656066391961874
Position 1116: 0.08465472008733953
Position 1804: 0.08368550191986177
Position 7968: 0.082556475393239
Position 11280: 0.08209553937770508
Position 9223: 0.0734759357097313
Position 16839: 0.06984826193678281
Position 16353: 0.06550341464027568
Position 31353: 0.0631266952354119
Position 5814: 0.061130043923069234
Position 20434: 0.06024997351792357
Position 37992: 0.059541189539766046
Position 11450: 0.049273682881463124
Position 36833: 0.04578229666125075
Position 24771: 0.04367898298268192
Position 31372: 0.03966159869207213
Position 33687: 0.03284583590007382
Position 775: 0.030474806225281016
Position 2430: 0.02818473926635061
Position 11618: 0.025364502542356025
Position 13609: 0.023149826440171443
Position 10537: 0.02101357107436352
Position 16699: 0.020251250800887702
Position 38258: 0.01914644491595707
Position 37953: 0.017139956808796274
Position 14422: 0.016646301897579648
