Gene = SEC61B
index = 1239
Annotated 5SS: [  66  343 5700]
Annotated 3SS: [ 244 5597 8035]
SMsplice 5SS: [  66  343 5700]
SMsplice 3SS: [ 244 5597 8035]
top_k =  500
Partition function (log Z): -4.56268938432412

Sorted 5' Splice Sites (High to Low Probability):
Position 5700: 0.9458499736700109
Position 343: 0.8920178708897172
Position 66: 0.7289614384878454
Position 1870: 0.5827780045352857
Position 1688: 0.3107347441094321
Position 2883: 0.15365163076742486
Position 6178: 0.060726291266019375
Position 4101: 0.051478814207762034
Position 2892: 0.04627243521726817
Position 5415: 0.024143448777799253
Position 2148: 0.019405381024892192
Position 2442: 0.017760731204467476
Position 631: 0.015698347739394224
Position 6501: 0.015617146553510737
Position 7791: 0.01263014949747517
Position 170: 0.009393103931096412
Position 3708: 0.006824047259287337
Position 2224: 0.004617583378578432
Position 4412: 0.0044461557218013325
Position 3744: 0.004200280510214055
Position 7863: 0.004169545325556731
Position 2402: 0.0037141913357385675
Position 4053: 0.003549684915081002
Position 4397: 0.0035222981429734444
Position 3706: 0.0034174657581868
Position 2822: 0.0033636988085556365
Position 3235: 0.003191849533027429
Position 6912: 0.0029818118557783874
Position 3154: 0.002782865832267984
Position 2109: 0.0027546146032445783
Position 3542: 0.0021878897561800584
Position 2601: 0.001980367774528963
Position 3030: 0.001930944809677008
Position 142: 0.001590734775659235
Position 172: 0.0013757986687673658
Position 2733: 0.0012353144330757406
Position 1549: 0.0010859731437386166
Position 4436: 0.0008307753185481021
Position 7195: 0.0007600577473542865
Position 2187: 0.0007363017703480969
Position 2474: 0.0006342034457999588
Position 1371: 0.0005942953691762918
Position 358: 0.0004134083555905571
Position 6388: 0.00041243151959008303
Position 14: 0.0003401548400485673
Position 6171: 0.00029925766992941656
Position 6582: 0.0002803120434618285
Position 6959: 0.0002765887912395074
Position 6931: 0.0002534022525650172
Position 427: 0.00021169390997593788
Position 34: 0.00011222787615852257
Position 176: 8.495183859852892e-05
Position 332: 4.6689995705349436e-05
Position 249: 3.956642666516858e-05
Position 1951: 3.0246050134009704e-05
Position 797: 2.0281468680955148e-05
Position 272: 1.5968670497473932e-05
Position 2256: 1.546539268673023e-05
