Gene = ADGRG7
index = 31
Annotated 5SS: [  383 20123 21221 23789 26238 27814 33817 34045 36520 37136 40219 45593
 46407 50255 59517]
Annotated 3SS: [20008 21115 23675 26087 27712 33676 33936 36355 36979 40105 45245 46309
 50098 59359 85154]
SMsplice 5SS: [  383 20123 21221 22123 23789 26238 27814 33817 34045 35066 36124 36520
 37136 40219 49495 50255 59517]
SMsplice 3SS: [20008 21115 21985 23675 26087 27712 33676 33936 34949 35977 36355 36979
 40105 49386 50098 59359 85154]
top_k =  500
Partition function (log Z): -9.550645731764435

Sorted 5' Splice Sites (High to Low Probability):
Position 27814: 0.9984318515137086
Position 20123: 0.9957487952696987
Position 40219: 0.9921641026374131
Position 50255: 0.9908872061461615
Position 34045: 0.968055756460775
Position 36520: 0.9549069146572756
Position 21221: 0.9269308688221878
Position 26238: 0.9216140726701607
Position 383: 0.8861340222336936
Position 22123: 0.8801938435232332
Position 33817: 0.8243708634494252
Position 36124: 0.781853752072839
Position 49495: 0.7743365702114247
Position 37136: 0.7730079759216925
Position 59517: 0.662918353095906
Position 35066: 0.6320126509876071
Position 23789: 0.6275023748623559
Position 42361: 0.5863603898798679
Position 3267: 0.492487582323081
Position 37770: 0.17828881019104878
Position 23457: 0.16166638354216006
Position 35386: 0.15603202607176242
Position 46407: 0.14523065676699878
Position 39748: 0.12010069237417934
Position 35981: 0.09984351410792795
Position 41080: 0.09703629503943449
Position 27308: 0.09333579046234051
Position 39924: 0.09013390217564606
Position 26743: 0.0868709278396038
Position 41693: 0.08663177112142921
Position 27091: 0.08631824602307706
Position 23541: 0.06366096344222053
Position 423: 0.06191543028413346
Position 38127: 0.052153213490975056
Position 28236: 0.040692717996387066
Position 38547: 0.03488887320060101
Position 37607: 0.03098645707528396
Position 32661: 0.027134400776316448
Position 39797: 0.025426029456725903
Position 45593: 0.0238368865040069
Position 27175: 0.023702693386837774
Position 32706: 0.02314729777821318
Position 42417: 0.021653869624493012
Position 34792: 0.018006726503473333
Position 468: 0.014943998563147626
Position 38315: 0.014335993150232085
Position 34166: 0.013735123211985034
Position 36749: 0.012511122047667725
Position 44573: 0.011791677789015048
Position 413: 0.009721542473100832
Position 34267: 0.009224345205137787
Position 35070: 0.008090069259079543
Position 50491: 0.007203282430534728
Position 528: 0.006803579399816629
Position 500: 0.0064972825001979
Position 37427: 0.005546241667396702
Position 40985: 0.004799686307907233
Position 41048: 0.004255447485512016
Position 1262: 0.004007988025416629
Position 34331: 0.003855777174320715
Position 1207: 0.003199868286166814
Position 576: 0.0027294100709205613
Position 38112: 0.0025052067859351935
Position 40327: 0.002428328117519915
Position 41058: 0.002203192608654819
Position 38080: 0.002145982980789051
Position 32398: 0.002110178456051451
Position 37553: 0.002011462426927397
Position 37388: 0.0016505659884777967
Position 55363: 0.0015303225259734807
Position 1026: 0.0012794751300961955
Position 50596: 0.0009460891206391511
Position 61: 0.0009252531197348791
Position 36160: 0.0009186294840081593
Position 35480: 0.0008997893511523782
Position 36739: 0.0008239137136902254
Position 35528: 0.0007036842559617223
Position 50169: 0.0006966790219440657
Position 34914: 0.0006738940544920342
Position 568: 0.0006671496986696514
Position 532: 0.0006555261698973409
Position 37356: 0.0005756686159168759
Position 37194: 0.00047544441748737973
Position 27737: 0.0004210704803912784
Position 35604: 0.00039076298619349894
Position 716: 0.00030475274882045815
Position 458: 0.00021472129618645142
Position 27990: 0.00014854716897098346
Position 35546: 0.00013128201912936786
Position 38059: 0.00012131691027297915
Position 38302: 0.00011495397108825044
Position 37801: 7.562082680773859e-05
Position 38202: 2.2366509164077852e-05
Position 34192: 2.973938459680748e-06
Position 31539: 2.4308105607176433e-07
Position 34023: 1.767403623320398e-07
