Gene = IMMP2L
index = 700
Annotated 5SS: [   441  40979  75054 598792 675699]
Annotated 3SS: [ 40841  74949 598725 675595 898569]
SMsplice 5SS: [   441  18490  40979  69941  74626  75054 115610 145033 163819 168011
 221494 259990 287364 295121 305463 325464 395393 482147 504367 513476
 598792 651126 675699 702273 720005 726937 770961 779902 861656 890147
 890364]
SMsplice 3SS: [ 18403  40841  69776  74499  74949 115529 144948 163674 167906 221403
 259880 287137 295039 305310 325360 395304 482075 504229 513354 598725
 651034 675595 702105 719717 726781 770860 779678 861503 890064 890284
 898621]
top_k =  500
Partition function (log Z): -435.03118095403596

Sorted 5' Splice Sites (High to Low Probability):
Position 441: 0.9479958562495043
Position 18490: 0.16608610650806763
Position 244: 0.13851866389134457
Position 296: 0.13042194021676679
Position 32: 0.043490579597975275
Position 2862: 0.032923724736957226
Position 9588: 0.027857623684005635
Position 11552: 0.02093281614441416
Position 4695: 0.019425611732956465
Position 1602: 0.015771978763208315
Position 7162: 0.012920066363251662
Position 3119: 0.00984570208577227
Position 445: 0.008764828704008945
Position 299: 0.008060520466278392
Position 3995: 0.007910687402094904
Position 6590: 0.006510206749574335
Position 4636: 0.005276714391400463
Position 1562: 0.005217048425436461
Position 59: 0.0025213592132519503
Position 287: 0.0018952897548051072
Position 223: 0.0012202153395098857
Position 36: 0.0009438036372865814
Position 30: 0.0009153867344875358
Position 257: 0.0008575101387414113
Position 4350: 0.0004463459361681884
Position 1432: 0.00023951142075963786
Position 3816: 0.00022853962533912587
Position 837: 0.00020311118038262937
Position 455: 0.00017633840782411972
Position 817: 0.0001759258175745811
Position 2794: 0.00016821403310614743
Position 93: 0.00016362865814646352
Position 1220: 0.0001593757397333551
Position 111: 0.0001434415715790662
Position 285: 0.0001254551553859627
Position 1029: 0.00010373026226187933
Position 871: 0.00010351834267920338
Position 5497: 7.300564345501744e-05
Position 910: 3.690155471933474e-05
Position 3820: 3.5479952914808235e-05
Position 204: 2.9084250341516412e-05
Position 4077: 1.9933919160781044e-05
Position 1554: 1.7088208341767764e-05
Position 81: 1.5543506739238742e-05
Position 1824: 1.0805102687004913e-05
Position 2556: 8.575398989307444e-06
Position 9: 6.5015521449987405e-06
Position 1425: 5.257034495564929e-06
Position 16: 4.561739333553448e-06
Position 309: 2.138594450702722e-06
Position 342: 1.6525385374507634e-06
Position 1191: 1.6025781153054346e-06
Position 44: 1.0430969832598513e-06
Position 340: 9.167928708681663e-07
Position 42: 7.246940828813633e-07
Position 346: 3.3066793753392464e-07
Position 1186: 5.467617981368851e-08
Position 641: 2.5030492430399938e-08
Position 659: 9.24591643880001e-09
Position 733: 9.064252787358614e-09
Position 350: 6.216976599521492e-09
Position 746: 4.379812860837762e-09
Position 531: 3.89847009600556e-09
Position 1103: 1.116163220236061e-09
Position 353: 2.2718821987597505e-11
Position 369: 7.44092200303359e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 11338: 0.3548591559468407
Position 367: 0.2967505885110646
Position 19383: 0.26827051043070765
Position 18403: 0.23591102172669487
Position 2697: 0.07277141453080843
Position 6958: 0.0518117341958303
Position 9490: 0.03340979513834
Position 13104: 0.030666242906330608
Position 11096: 0.023414476290411865
Position 11756: 0.01784424626942355
Position 1502: 0.016017996063755174
Position 11249: 0.01554235372001398
Position 6345: 0.015284351193536033
Position 4460: 0.014928055900331477
Position 3943: 0.013480526323386092
Position 4294: 0.012300405017324897
Position 3892: 0.012146320279256264
Position 6444: 0.010827367505555432
Position 2724: 0.010287683910652093
Position 11352: 0.010176015565991767
Position 4132: 0.00998991859208849
Position 3013: 0.0072729683990848705
Position 1338: 0.006187360259974649
Position 8820: 0.006152202174279538
Position 2940: 0.005143753047128715
Position 10360: 0.004993756065693183
Position 893: 0.004596833884706334
Position 10451: 0.0040617894994181775
Position 10504: 0.003961819789645915
Position 4522: 0.003946592108495661
Position 5370: 0.00376398445040391
Position 8988: 0.0037253895414752127
Position 2664: 0.0030441084959087292
Position 4633: 0.002444226112798451
Position 9239: 0.0020949951511022155
Position 4362: 0.001903284372974049
Position 5275: 0.0018987921656462882
Position 2766: 0.0016057978796929144
Position 8452: 0.0015918764868765036
Position 8913: 0.0015252891424313458
Position 6841: 0.0014922411023817212
Position 1457: 0.0014810685629972058
Position 7242: 0.001312302525807696
Position 5710: 0.0013068498731231334
Position 1740: 0.0012394015735234948
Position 8324: 0.0011612189282182413
Position 7059: 0.0008777814539134124
Position 423: 0.000718908901643595
Position 2443: 0.0006852619085032847
Position 5876: 0.0006756825116434697
Position 1540: 0.0005748920841599918
Position 1365: 0.0005345168070447556
Position 2503: 0.0005306779450167502
Position 772: 0.000496975792835612
Position 1425: 0.00044051683933568343
Position 3276: 0.0004012964267625051
Position 743: 0.00039990441678574207
Position 549: 0.0003941776776540909
Position 1638: 0.0003808685249271724
Position 4217: 0.000366941281623527
Position 689: 0.00035783133879131057
Position 622: 0.000351392631509646
Position 7298: 0.0003494839474866729
Position 4108: 0.0003242521962511436
Position 3718: 0.0003096781071274878
Position 3187: 0.0003095373012354888
Position 2123: 0.00029863880178122295
Position 1557: 0.0002844140743797212
Position 673: 0.00027981570509265916
Position 3571: 0.0002671798894673048
Position 2906: 0.00025436892414405977
Position 869: 0.00025270544109039716
Position 956: 0.00025222731990819943
Position 1275: 0.00023758132993106313
Position 1692: 0.0002311691545030604
Position 3898: 0.00022833228723413235
Position 3523: 0.0002109123259336402
Position 1811: 0.00019796986334275892
Position 3200: 0.00017988901201901672
Position 1979: 0.0001716998218513902
Position 3305: 0.00016896605259030624
Position 3287: 0.00016090122849372115
Position 3726: 0.00015270630178517252
Position 3358: 0.0001484117298258338
Position 3459: 0.00013701921172694354
Position 2381: 0.00012342888770467387
Position 3093: 0.00010863667441587014
Position 1065: 0.00010334303184471108
Position 2888: 9.393042175889031e-05
Position 1718: 6.298376507480476e-05
Position 1113: 6.183529065439306e-05
Position 1219: 5.713450441530639e-05
Position 1861: 5.187868781018049e-05
Position 2862: 4.063919516800593e-05
Position 903: 3.4633716485698e-05
Position 336: 1.5466894474940745e-05
Position 110: 1.4850102018662146e-05
Position 597: 1.4714412182051165e-05
Position 427: 9.934299499896146e-06
Position 204: 3.099926821235087e-06
Position 285: 5.800408912084481e-07
Position 131: 5.032893886843446e-07
Position 1286: 3.6275595042111606e-07
Position 1431: 2.571112008216277e-07
Position 429: 2.2082693005540668e-07
Position 776: 2.0479887206931667e-07
Position 1043: 1.7541588461069052e-07
Position 174: 1.202158337214201e-07
Position 215: 4.317383546410228e-08
Position 295: 3.9494259167088766e-08
Position 248: 3.8233263990773496e-08
Position 389: 1.2740209492477055e-08
Position 151: 8.356159047888469e-10
Position 223: 5.052819230073998e-10
Position 439: 8.177425028308642e-11
Position 252: 2.1185779483118888e-11
Position 313: 1.9781142409797026e-11
Position 435: 3.7111212417127985e-12
Position 116: 3.4632543609911962e-12
