Gene = WARS2
index = 1555
Annotated 5SS: [   117  64322  95090  98408 106577]
Annotated 3SS: [ 64063  95008  98321 106457 107311]
SMsplice 5SS: [   117    404   4200  12285  16073  48041  64151  64322  72790  90727
  95090  98408 106577]
SMsplice 3SS: [   212   4005  12140  15987  47957  64063  64223  72689  90615  95008
  98321 106457 107912]
top_k =  500
Partition function (log Z): -48.01764586425775

Sorted 5' Splice Sites (High to Low Probability):
Position 4200: 0.9979404742275758
Position 117: 0.9921868750698772
Position 404: 0.9849238057414373
Position 12285: 0.6706241209169121
Position 13469: 0.4854136208287861
Position 3894: 0.4299418992823192
Position 13863: 0.29971524832004487
Position 3810: 0.17892912050078333
Position 8201: 0.11371597042490751
Position 9767: 0.09226859106807558
Position 16073: 0.08974711347369374
Position 7109: 0.05323541135765846
Position 2382: 0.03698065493362437
Position 3040: 0.03458000354834386
Position 3136: 0.030107449035195327
Position 5042: 0.02839384341031085
Position 969: 0.022845824644614637
Position 1457: 0.022572862572585253
Position 743: 0.021423511667483953
Position 14041: 0.017817849348542865
Position 3715: 0.009060902082211346
Position 311: 0.005921147303467541
Position 3906: 0.004987179817381651
Position 55: 0.004287888564286097
Position 1906: 0.003535972943832324
Position 3033: 0.002331447398514896
Position 2936: 0.002316180550050052
Position 7602: 0.0022010212622310347
Position 3855: 0.0018935099814513837
Position 5460: 0.0017312749192898258
Position 3832: 0.00128277405906607
Position 7849: 0.0009348656633845279
Position 2614: 0.0006913697608511959
Position 1072: 0.0005676897439872303
Position 162: 0.00050004553769551
Position 5165: 0.0003333296735966491
Position 4396: 0.00027287361685306074
Position 4060: 0.00012260003783818015
Position 6475: 9.798454287621409e-05
Position 421: 6.056265406781795e-05
Position 6124: 3.7394898761017224e-05
Position 5144: 2.972796614844407e-05
Position 440: 2.7301868792127776e-05
Position 297: 2.489114160392415e-05
Position 2068: 1.8458800158270183e-05
Position 1267: 1.3711231725736501e-05
Position 767: 1.3577512894548473e-05
Position 756: 1.0575627515140019e-05
Position 820: 7.903593561460157e-06
Position 6858: 6.565552999050816e-06
Position 419: 6.254169180413169e-06
Position 4461: 5.35471451421375e-06
Position 1010: 4.934469637071111e-06
Position 574: 4.7820235908230165e-06
Position 241: 4.623131234108245e-06
Position 956: 4.229270107237612e-06
Position 4524: 3.755796086706966e-06
Position 276: 3.612595383278549e-06
Position 2142: 2.973617018892824e-06
Position 876: 2.6547603971526914e-06
Position 1197: 2.4328556684503722e-06
Position 6607: 1.9156114143832833e-06
Position 1349: 1.863653958624456e-06
Position 218: 1.7634935362286925e-06
Position 1897: 7.84167893756452e-07
Position 1925: 6.033344618209925e-07
Position 1014: 5.217899896147255e-07
Position 305: 4.7254741615541745e-07
Position 1912: 4.4121876324164457e-07
Position 1964: 4.256537245414748e-07
Position 1849: 3.634605864423592e-07
Position 1715: 3.5759236667282857e-07
Position 319: 1.9944374574619126e-07
Position 279: 1.5956346256669262e-07
Position 561: 1.5728669533804394e-07
Position 586: 1.5463911076326876e-07
Position 527: 1.5245227554257917e-07
Position 4157: 1.494748854791676e-07
Position 363: 1.4402901670054678e-07
Position 5930: 1.3143984236487588e-07
Position 426: 1.231628654515432e-07
Position 467: 1.0121394036413203e-07
Position 535: 6.058034943227767e-08
Position 693: 5.523795164423288e-08
Position 259: 4.7962628962562786e-08
Position 540: 2.124846076820174e-08
Position 388: 1.1324547838489465e-08
Position 4129: 9.794108687660215e-09
Position 464: 9.166960924649777e-09
Position 4196: 7.2902575009400945e-09
Position 249: 6.649473277301094e-11
Position 284: 7.950287826306513e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4005: 0.9016892785750166
Position 212: 0.8797883298676321
Position 12140: 0.6853401333385445
Position 19535: 0.5939648193973275
Position 3741: 0.5452410209231191
Position 13375: 0.32596276590444023
Position 20667: 0.21861504424769804
Position 13817: 0.1690359968378914
Position 13334: 0.16587038473753704
Position 15648: 0.10974567168861839
Position 13604: 0.09204297115785763
Position 240: 0.07447333320983819
Position 9625: 0.07406643505320953
Position 13784: 0.06939121967460696
Position 8110: 0.05974673558867254
Position 3580: 0.05907948175111433
Position 2935: 0.053783521229840967
Position 4103: 0.050957057080181146
Position 9671: 0.04501403484000219
Position 8063: 0.0446508002150574
Position 6976: 0.0370468575759118
Position 3951: 0.0345350812753762
Position 4996: 0.02948260479283908
Position 13975: 0.023035597573275283
Position 2295: 0.021207920975484313
Position 272: 0.020450607651064448
Position 642: 0.019719403750965755
Position 2173: 0.014318980866222459
Position 3714: 0.012166754430806934
Position 5670: 0.011973630352441512
Position 7402: 0.01177183429320559
Position 10963: 0.011617461616755483
Position 363: 0.011049765737396093
Position 4299: 0.010167650343872504
Position 6959: 0.010015598197910895
Position 1373: 0.00881238160737648
Position 15001: 0.008652535529468552
Position 876: 0.0072880715142910925
Position 6834: 0.007213789352892351
Position 853: 0.006808887446863223
Position 3039: 0.0066457905352948765
Position 2816: 0.006600951500044955
Position 8060: 0.004945086782166986
Position 3697: 0.004767914386093382
Position 660: 0.004674995355043671
Position 1309: 0.004593592430177641
Position 6244: 0.0045609981279477385
Position 3766: 0.004406797104868565
Position 3709: 0.003497587771047716
Position 4119: 0.0031666841587723454
Position 6071: 0.0028394020279335183
Position 1780: 0.0028041144976195063
Position 7975: 0.0027178241212226194
Position 4072: 0.0025343337217578247
Position 1110: 0.0024052600291030114
Position 11650: 0.0022240264073091548
Position 8016: 0.0021960674322601247
Position 1399: 0.002134869598438011
Position 657: 0.0020745069896204323
Position 10249: 0.002007458503976644
Position 3986: 0.0019205034147275956
Position 881: 0.0017093287215951553
Position 1444: 0.001607152264371147
Position 2260: 0.0014494928098646252
Position 11363: 0.0014218930583779392
Position 812: 0.0013590529778330996
Position 10959: 0.0012794060795316038
Position 5378: 0.0011941394220972307
Position 845: 0.0011712931374818676
Position 10087: 0.0011507783269598944
Position 8907: 0.0011045181221738963
Position 310: 0.0010821541041512873
Position 10595: 0.00093169774363286
Position 8782: 0.0009000284150693061
Position 6698: 0.0008780642548766481
Position 10983: 0.0008678085872782208
Position 1230: 0.0008493969001398285
Position 4347: 0.000844367602681181
Position 9913: 0.000838624837968953
Position 12801: 0.0007295431726918967
Position 6372: 0.0006723782706881507
Position 11820: 0.0006602512006951827
Position 2796: 0.0006063302851781492
Position 9587: 0.0006002691498957046
Position 6225: 0.0005319482938451689
Position 5277: 0.0005006859679862025
Position 1353: 0.0004940155923603561
Position 2749: 0.00047782038897666257
Position 9421: 0.00046503454836961536
Position 9723: 0.0004518236002603801
Position 2227: 0.000451513041521004
Position 328: 0.00045070711943567734
Position 218: 0.0004420207342831683
Position 3404: 0.00043697078449654006
Position 1057: 0.0004244712571056352
Position 9694: 0.00042446884035505985
Position 1447: 0.00041000023746819343
Position 2949: 0.0003994138795276383
Position 4392: 0.00036349784460332343
Position 2409: 0.00036016731632780027
Position 1823: 0.00034949616013945956
Position 6375: 0.0003248787024961687
Position 1410: 0.00031160675378235725
Position 3074: 0.000309758887467281
Position 1796: 0.0002645056069026509
Position 1167: 0.0002643075473268906
Position 10795: 0.0002591119966005207
Position 2654: 0.00025275413444046646
Position 5888: 0.00023303188176910012
Position 5419: 0.00023221590167751157
Position 2853: 0.00022585858708145285
Position 5304: 0.00020332048502391732
Position 9566: 0.0001792723253234668
Position 274: 0.0001722536526264424
Position 1291: 0.00015991682602699376
Position 1246: 0.00015749733619165667
Position 5307: 0.00015450621067562758
Position 1561: 0.00015450213719505923
Position 5507: 0.00015138806028744823
Position 8813: 0.00014647318139496965
Position 2523: 0.00014477785406801684
Position 7898: 0.00013685330690949
Position 7658: 0.00011701883576948149
