Gene = NPDC1
index = 954
Annotated 5SS: [ 326 3277 5142 5390 5533 5690 5847 6233]
Annotated 3SS: [3129 5015 5218 5465 5604 5766 6135 6338]
SMsplice 5SS: [ 326 3277 5142 5390 5533 5690 5847 6233]
SMsplice 3SS: [3129 5015 5278 5465 5604 5766 6135 6338]
top_k =  500
Partition function (log Z): 14.117377277893324

Sorted 5' Splice Sites (High to Low Probability):
Position 5847: 0.9979014679609635
Position 6233: 0.9977492563173546
Position 326: 0.9909341713643464
Position 5142: 0.9645463241003237
Position 3277: 0.9558935725118318
Position 5690: 0.9412773120496228
Position 5533: 0.7721643231072394
Position 5390: 0.7336051443519144
Position 6055: 0.16335754604756428
Position 4384: 0.11147899747019539
Position 4389: 0.07460573268219543
Position 2063: 0.05200984869070282
Position 1449: 0.019798644796221294
Position 3333: 0.018896567012388496
Position 4474: 0.017935264736422447
Position 745: 0.014705131626401574
Position 1822: 0.012621842536924896
Position 1178: 0.012025338743217255
Position 1183: 0.01076492369085157
Position 4408: 0.009184815425333528
Position 4480: 0.0061120015957349776
Position 4544: 0.005245551699245105
Position 1837: 0.004728775163745563
Position 3182: 0.004683456856778157
Position 668: 0.004427019919168462
Position 4540: 0.004276386258103347
Position 1343: 0.004070846851972747
Position 2032: 0.0036001836092308145
Position 4907: 0.003442742795926277
Position 1224: 0.0032894461155285955
Position 2559: 0.003199818768294519
Position 4695: 0.002681463275216642
Position 5394: 0.002527316284161329
Position 1460: 0.0025100331345176354
Position 6354: 0.002489510499937031
Position 2915: 0.0023288072109008628
Position 1847: 0.0022621293795400325
Position 5407: 0.0022297780821458816
Position 5335: 0.0018167490836568541
Position 5493: 0.0016666440641772218
Position 4685: 0.001463498977805263
Position 2160: 0.0013823360881097604
Position 1780: 0.0012485427811627407
Position 1300: 0.001190345335491499
Position 1923: 0.0011282283321180455
Position 2149: 0.0009785700843455225
Position 831: 0.0009652941935263108
Position 2925: 0.000924678980706477
Position 447: 0.00084709085404952
Position 2403: 0.0008345853164709635
Position 3415: 0.0007894237402972915
Position 1865: 0.000684344460276547
Position 4080: 0.0005825440850292499
Position 1277: 0.0004918326150694749
Position 2506: 0.0004657850261924383
Position 705: 0.00038819041337016016
Position 5527: 0.00036286686613169994
Position 2554: 0.0003439174847181249
Position 4417: 0.00033811340589032473
Position 5692: 0.00026100824542208334
Position 4446: 0.00024089894946520237
Position 1275: 0.000218386291365289
Position 555: 0.00020212435551471405
Position 1785: 0.0001974972579728103
Position 984: 0.00019228329062201315
Position 4314: 0.00017715540199578653
Position 5400: 0.00015863224017630123
Position 2646: 0.00013253887158339598
Position 2027: 0.00012469450154480084
Position 1933: 0.00012014248561431616
Position 1152: 9.197464189046698e-05
Position 2398: 9.063863241550913e-05
Position 1672: 8.630365716845875e-05
Position 5694: 8.296797458971365e-05
Position 759: 7.791981344851845e-05
Position 2476: 6.91839574655545e-05
Position 3485: 4.478575608296286e-05
Position 2120: 3.8965943039108626e-05
Position 6208: 3.1563576799109556e-05
Position 6386: 2.994557300255821e-05
Position 1614: 2.8291672351997534e-05
Position 5613: 2.7234105245659265e-05
Position 821: 2.6960818861673e-05
Position 3714: 2.664630377998328e-05
Position 42: 2.635311122247026e-05
Position 1229: 2.3933116924189632e-05
Position 3193: 2.3908991112612827e-05
Position 3250: 1.6543541758629217e-05
Position 3132: 1.581690098916579e-05
Position 6247: 1.1656282554457992e-05
Position 3568: 9.021542840237871e-06
Position 6028: 8.902180870282866e-06
Position 3205: 8.296793262680874e-06
Position 3447: 8.121889946888553e-06
Position 5510: 6.766151239424463e-06
Position 6528: 5.8621785341751484e-06
Position 6064: 4.4905786711710465e-06
Position 5582: 1.1154104540633265e-06
Position 182: 9.613931130308868e-07
Position 688: 7.591397169306925e-07
Position 455: 6.948047616132431e-07
Position 874: 6.594873193898364e-07
Position 666: 5.730745373696429e-07
