Gene = AJAP1
index = 45
Annotated 5SS: [   723  57968 115209 117794 119827]
Annotated 3SS: [ 57167 115120 117547 119694 122668]
SMsplice 5SS: [   723  10917  11293  14173  17358  22981  39278  47917  64663 115209
 117794 118258 119827]
SMsplice 3SS: [ 10763  11090  13983  17247  22777  39170  47814  64592 115120 117547
 118102 119694 122613]
top_k =  500
Partition function (log Z): -54.376219609426045

Sorted 5' Splice Sites (High to Low Probability):
Position 17358: 0.9457287746644648
Position 22981: 0.9197847769293052
Position 11293: 0.699526675121639
Position 723: 0.6174892043392215
Position 10917: 0.6005917031616025
Position 14173: 0.5136325999662349
Position 17622: 0.45399087873213007
Position 16999: 0.4506672762813977
Position 14184: 0.3227254596083901
Position 746: 0.3010103106201606
Position 18469: 0.26887501419621285
Position 21143: 0.21917104403075405
Position 10940: 0.2083630825903149
Position 23964: 0.1843387202302311
Position 23188: 0.1756498959093196
Position 15500: 0.15988097762334016
Position 11176: 0.14845354189183282
Position 15779: 0.14560532028780832
Position 18199: 0.14167867273561666
Position 7655: 0.1351753251957879
Position 4735: 0.12077598267369671
Position 5362: 0.07151492168428976
Position 18418: 0.07135950407503633
Position 664: 0.06699958870556179
Position 16456: 0.06395848558288278
Position 2606: 0.05636973096257247
Position 18481: 0.0552667609342182
Position 11165: 0.0490041206543618
Position 4279: 0.048943874177043475
Position 21183: 0.04710506303502903
Position 15815: 0.043807105190331416
Position 20694: 0.03805125503196744
Position 12467: 0.03592019350781516
Position 15784: 0.035907623546400855
Position 17951: 0.03400276807193388
Position 15541: 0.025924417875823558
Position 18290: 0.024763897433505037
Position 13197: 0.019704989335358435
Position 10957: 0.018514733007955534
Position 284: 0.013018362094091327
Position 18068: 0.01107400275048547
Position 12844: 0.010229753966125826
Position 17383: 0.009205239181063182
Position 16424: 0.008790329559958607
Position 17963: 0.008731744234021043
Position 14736: 0.008427476671170858
Position 19805: 0.007701614296435693
Position 16777: 0.00676612373451895
Position 2898: 0.006640823018867999
Position 20201: 0.006175939782728079
Position 12965: 0.005190014952546322
Position 6682: 0.005026939622238819
Position 10141: 0.0048871575296104
Position 20666: 0.004853302147625759
Position 10501: 0.0037151431116366016
Position 9702: 0.0036790533043226234
Position 12551: 0.0033498648771690467
Position 15155: 0.0030585205413553515
Position 14188: 0.0024726060183003383
Position 14039: 0.002323427988440616
Position 11704: 0.0020521555848710296
Position 25929: 0.0015743141268388888
Position 14120: 0.0015404788070722726
Position 2850: 0.0014530842562102738
Position 14894: 0.0007648378399820248
Position 760: 0.0005397941775172961
Position 185: 0.00038625832035513234
Position 3366: 0.0003762557018560199
Position 15149: 0.00036983209309780296
