Gene = DUSP12
index = 476
Annotated 5SS: [ 376 2012 2215 2695 3492]
Annotated 3SS: [1897 2095 2597 3304 7015]
SMsplice 5SS: [ 319 2012 2215 2695 3492]
SMsplice 3SS: [1884 2095 2597 3304 7015]
top_k =  500
Partition function (log Z): 6.179670065865284

Sorted 5' Splice Sites (High to Low Probability):
Position 2695: 0.9880669659799386
Position 2215: 0.9755246955371717
Position 3492: 0.9588979273141904
Position 2012: 0.9459888737459631
Position 319: 0.6454126145915998
Position 376: 0.2992213513632116
Position 1608: 0.2581324809924112
Position 7083: 0.14704094006248336
Position 4318: 0.11256343373969228
Position 4196: 0.10235323339702537
Position 2502: 0.05845695553554594
Position 953: 0.04396536614891553
Position 4010: 0.03565038683056384
Position 6365: 0.03113229030775979
Position 2864: 0.028730348730096163
Position 5747: 0.026031107405369538
Position 336: 0.024475860877227383
Position 388: 0.019672550667973878
Position 4192: 0.01826314540694694
Position 141: 0.017245558860516572
Position 2207: 0.01646311355168282
Position 1799: 0.012373967453137937
Position 1604: 0.011500393173546614
Position 2016: 0.010811248471596528
Position 7060: 0.009371822024259771
Position 4185: 0.008084661690015165
Position 5770: 0.006399009389361761
Position 555: 0.006235684753175908
Position 2030: 0.004914538824794738
Position 3205: 0.004639750117121949
Position 1512: 0.004505509394303669
Position 4364: 0.004287781666303623
Position 706: 0.004226084016424873
Position 3717: 0.0037929179580550596
Position 3039: 0.0033556059510551034
Position 3935: 0.0030469457867314128
Position 6213: 0.0028494069521244085
Position 2196: 0.0023938493276522152
Position 4939: 0.0016175477743313772
Position 5687: 0.0016043154736562035
Position 1694: 0.0014931428580322117
Position 4713: 0.0014769740462870827
Position 4727: 0.0013475599505537695
Position 3162: 0.001338464963906095
Position 720: 0.001175939366330112
Position 3909: 0.0010245555391078384
Position 2219: 0.00099797468764686
Position 2380: 0.0008440491298644519
Position 2669: 0.0007751730994933237
Position 7087: 0.0006890124210996885
Position 735: 0.0004836967932407444
Position 3424: 0.0004559974393553614
Position 761: 0.0004161465767505034
Position 3698: 0.0003971402165088979
Position 622: 0.0003794799093759483
Position 392: 0.0003482589373882777
Position 119: 0.0003344574788277858
Position 5296: 0.00028288250212076324
Position 357: 0.00024622038743885765
Position 985: 0.00022632013107089528
Position 2870: 0.0002235511519420985
Position 2891: 0.00022273392103323264
Position 2886: 0.00019517144299166723
Position 2689: 0.00018033622198975328
Position 92: 0.0001571978733329807
Position 1097: 0.0001562358380272956
