Gene = MROH9
index = 859
Annotated 5SS: [   62 10056 12048 23015 24072 26451 29730 36358 48009 51185 54478 56804
 60006 61119]
Annotated 3SS: [ 9993 12000 22934 23935 26363 29624 36221 47895 51034 54328 56637 59862
 60980 62627]
SMsplice 5SS: [   62 26451 29730 36358 51185 54478 60006]
SMsplice 3SS: [26363 29624 36221 51034 54328 59906 62627]
top_k =  500
Partition function (log Z): -36.167619428843615

Sorted 5' Splice Sites (High to Low Probability):
Position 62: 0.9137363201587664
Position 6272: 0.09217857976371832
Position 9336: 0.08597397679152959
Position 5064: 0.07524008032680882
Position 195: 0.07220217881664752
Position 3025: 0.06844046028091294
Position 12048: 0.05941003991495589
Position 3208: 0.02673173097245045
Position 7215: 0.025202199934178205
Position 11477: 0.014579445313121199
Position 9433: 0.013843197915573095
Position 10961: 0.010554387832979703
Position 2933: 0.007063806279455688
Position 596: 0.006291906030508112
Position 253: 0.0055536548175853006
Position 2798: 0.002774058313648533
Position 450: 0.002571899618370294
Position 9362: 0.0022112347328369563
Position 4781: 0.0020371020927739537
Position 5153: 0.0016186044964308938
Position 3082: 0.0014548221749623115
Position 1071: 0.00098021625607283
Position 4864: 0.0009059443487976868
Position 2974: 0.0007602746321992405
Position 2657: 0.0006735675734551201
Position 2649: 0.0005873065021787376
Position 664: 0.0004669948835296967
Position 5666: 0.00039324750198764676
Position 4642: 0.0002782080277277068
Position 3287: 0.0002511712576858513
Position 3013: 0.00024136464280141086
Position 4961: 0.00021841522639964235
Position 66: 9.973060589751537e-05
Position 4538: 8.235348294213484e-05
Position 261: 8.029935312956676e-05
Position 408: 8.004642494689018e-05
Position 2277: 5.3211112746692254e-05
Position 3360: 4.4248141910763245e-05
Position 853: 4.345209430896933e-05
Position 2955: 3.985615254483305e-05
Position 5776: 3.5517727200250015e-05
Position 4546: 4.811259693594119e-06
Position 4231: 2.4113746897543556e-06
Position 614: 1.032735364197304e-06
Position 325: 4.982421247984799e-07
Position 285: 4.918366118947361e-07
Position 396: 1.8608515870882677e-07
Position 337: 1.3605063557791502e-07
Position 743: 1.2134356953209302e-07
Position 538: 7.795673118069876e-08
Position 848: 6.928673487167567e-08
Position 51: 5.4337431839409896e-08
Position 796: 4.1393852993772167e-08
Position 37: 2.9372854518713998e-08
Position 402: 2.8214384105552955e-08
Position 772: 2.0200779154088335e-08
Position 200: 1.801839302174692e-08
Position 11: 3.951659556375407e-09
Position 29: 2.4214883451114966e-09
Position 146: 8.209714933036427e-10
Position 213: 1.4423245052616386e-10
Position 237: 1.3029683858600866e-10
Position 103: 1.206928271650355e-10
Position 88: 1.0727524415819586e-10
Position 141: 1.1543401098408364e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 12222: 0.17083994722234763
Position 5974: 0.15289271055218365
Position 11417: 0.14169038083194668
Position 9279: 0.12997843448509652
Position 15871: 0.11748284202737583
Position 11122: 0.08832484085040493
Position 12000: 0.06268025060315145
Position 12810: 0.05104807056332003
Position 12508: 0.04778876075818756
Position 2836: 0.041860196845768756
Position 15475: 0.03997635683274611
Position 2932: 0.03508187194196849
Position 15766: 0.03440033902130165
Position 17286: 0.03358945601799772
Position 4981: 0.03280319471776907
Position 4638: 0.031848646532489665
Position 6161: 0.030410508656387628
Position 15403: 0.02578490461153139
Position 7058: 0.025685492070084068
Position 4950: 0.024771141985322074
Position 5386: 0.018346382953803756
Position 2889: 0.013730306160234811
Position 4780: 0.013237711246853755
Position 10832: 0.012440367397825223
Position 4922: 0.010378255877518417
Position 12582: 0.006961763288726238
Position 6437: 0.006960047794686606
Position 6599: 0.006859914292359431
Position 6576: 0.006794157548268362
Position 5324: 0.004806586216880187
Position 2016: 0.0039776847587010425
Position 905: 0.00343268653652866
Position 3206: 0.003220761973836801
Position 3082: 0.002987769411126911
Position 6061: 0.0029191117830184615
Position 2617: 0.0029095840069437193
Position 4753: 0.0028051641882784867
Position 3008: 0.0027436290302480333
Position 1439: 0.0025351170950543896
Position 2520: 0.0025290958293819475
Position 10200: 0.0025155906335294787
Position 3584: 0.0024074697286599095
Position 6698: 0.0021365609335392923
Position 3101: 0.0020105254116826077
Position 5689: 0.0018822970843034308
Position 2923: 0.0018527623685647059
Position 5288: 0.0018311461248840643
Position 151: 0.0017203407916453306
Position 964: 0.001631966345335969
Position 8679: 0.0014010570306601702
Position 4955: 0.001358047752853476
Position 9570: 0.0012662004002289558
Position 4822: 0.0012256524132059758
Position 9993: 0.0011182095705863139
Position 194: 0.0010219501975660254
Position 6622: 0.0009961114923527957
Position 2857: 0.0009321284625441683
Position 663: 0.000912941728856857
Position 723: 0.000906873741182509
Position 6199: 0.0008860360906721343
Position 3873: 0.0008621740054066417
Position 2726: 0.000824657845726396
Position 8550: 0.000635287751062665
Position 8759: 0.0006089713665830988
Position 2946: 0.0005569580530028198
Position 4383: 0.0005547739083000025
Position 5911: 0.0005202308970094043
Position 3170: 0.0005195368238883897
Position 5885: 0.0005107273574835503
Position 2676: 0.00048074025874474867
Position 8123: 0.0004715202140559954
Position 4825: 0.00046252037516834654
Position 5175: 0.00044432724378489245
Position 1725: 0.00044176233436455574
Position 2973: 0.00043595551569685867
Position 3135: 0.00043216554618965766
Position 5192: 0.0004114420173306624
Position 2574: 0.0004075154997763408
Position 5575: 0.0004017323396767844
Position 719: 0.0004005416414608125
Position 685: 0.0003481134471095803
Position 1260: 0.00034473090086999006
Position 1202: 0.0003336476838310572
Position 1476: 0.00029541289686873547
Position 2999: 0.0002947638716518674
Position 222: 0.00025368174410661846
Position 5251: 0.00025188284874744704
Position 3161: 0.0002354634702648173
Position 941: 0.00019771352556842837
Position 2473: 0.0001953649786071191
Position 4422: 0.00019389235226913886
Position 3622: 0.00018779171136586233
Position 1487: 0.00016710413695464983
Position 2205: 0.0001602228421413218
Position 3989: 0.00015143716298661437
Position 5500: 0.0001460941342345821
Position 3686: 0.00014350870815635206
Position 1008: 0.00014046138702859898
Position 3513: 0.00011349383215593633
Position 4309: 0.00011126963149489005
Position 2180: 0.00011112166999888745
Position 4674: 0.00010979398902291989
Position 157: 0.00010695127570670126
