Gene = PPOX
index = 1058
Annotated 5SS: [ 202  525  825 1077 1718 2167 2774 3311 3615 4110 4360 4540]
Annotated 3SS: [ 429  689  960 1584 2021 2582 3249 3495 3998 4209 4496 4623]
SMsplice 5SS: [ 202  525  825 1077 2167 2774 4360]
SMsplice 3SS: [ 429  689  944 2002 2582 4209 4496]
top_k =  500
Partition function (log Z): 5.360647540759289

Sorted 5' Splice Sites (High to Low Probability):
Position 525: 0.9991032682771114
Position 4360: 0.9070214407665141
Position 825: 0.9017594254340822
Position 2167: 0.8204683095283377
Position 1077: 0.7705428972596208
Position 202: 0.510245147616293
Position 2774: 0.3970566051137833
Position 4110: 0.32508803957903404
Position 263: 0.3228319980897823
Position 1542: 0.25360597727343814
Position 2711: 0.24947498616925531
Position 338: 0.1410545396684013
Position 3615: 0.11867329919660025
Position 4052: 0.0823954955027516
Position 3311: 0.0804207306293523
Position 4540: 0.057450970394489105
Position 2661: 0.053518028227257555
Position 1718: 0.03996028084507748
Position 2703: 0.01986060669764246
Position 2532: 0.019554573109481187
Position 1298: 0.017556763199619515
Position 3128: 0.01160840249650009
Position 2735: 0.010038169528334397
Position 90: 0.008947532599500025
Position 854: 0.00696580045545223
Position 164: 0.005961965413874599
Position 25: 0.0043941260293829405
Position 2093: 0.0025738108205534123
Position 3175: 0.0025727671509541447
Position 3774: 0.0016777035243841962
Position 259: 0.0016200267352261264
Position 3351: 0.0015380216142551796
Position 899: 0.001525314787858816
Position 1029: 0.0013677965495151666
Position 3379: 0.0009866624664412443
Position 1433: 0.0009688031184996026
Position 4431: 0.0009632201271679974
Position 50: 0.0009611993339621031
Position 754: 0.0009325677435244818
Position 2490: 0.00088493059638616
Position 3250: 0.0008334226698153595
Position 709: 0.0006670494747667879
Position 2793: 0.0006277114042875229
Position 3452: 0.0005922929922752626
Position 2380: 0.000591595771150605
Position 207: 0.0005754692087624323
Position 1250: 0.0004906675401040689
Position 1046: 0.0004529645603813596
