Gene = MSH4
index = 886
Annotated 5SS: [   348   7032  10260  13926  18255  19665  25700  51395  70707  80119
  81437  82247  83272  84489  86940  92488  93943 101200 102825]
Annotated 3SS: [  6848  10098  13814  18138  19490  25526  51326  70631  80053  81266
  82109  83167  84363  86738  92368  93813 101024 102735 115813]
SMsplice 5SS: [   628   7032  10260  11128  13926  14274  19665  33091  51395  70707
  76153  84489  92488  93943 102825]
SMsplice 3SS: [  6848  10098  11044  13814  14014  19490  33011  51326  70631  76052
  84363  92368  93813 102735 109769]
top_k =  500
Partition function (log Z): -48.141338116712994

Sorted 5' Splice Sites (High to Low Probability):
Position 13926: 0.992314717460084
Position 7032: 0.9601380966188428
Position 10260: 0.9049215181510525
Position 19665: 0.7320657351671968
Position 14274: 0.6765345666844111
Position 11128: 0.581941083864241
Position 18255: 0.493744665038167
Position 697: 0.37472768097408116
Position 23942: 0.3689079725146255
Position 488: 0.31182845222002914
Position 628: 0.29714870553000755
Position 2572: 0.2954119765616832
Position 2590: 0.2517662194536524
Position 2093: 0.23366009369487464
Position 11856: 0.22448736154521162
Position 3491: 0.13121819601277185
Position 13651: 0.11136369964648177
Position 12000: 0.10168306926644378
Position 13519: 0.09929570619426069
Position 8894: 0.0767933068977833
Position 418: 0.06705038828170888
Position 20087: 0.05842581913487754
Position 10931: 0.04938964632534344
Position 16758: 0.03944297694087544
Position 94: 0.026760145923084604
Position 6227: 0.02513091529761518
Position 2508: 0.02052544199868767
Position 1954: 0.019455263825707073
Position 3832: 0.018083416104144233
Position 242: 0.016945776515839867
Position 6996: 0.016644879780983845
Position 23584: 0.016113408665129968
Position 579: 0.013658674219646927
Position 4019: 0.012745790253053477
Position 15337: 0.011597603254272676
Position 84: 0.01122531076371355
Position 2641: 0.010261680238654185
Position 1170: 0.010255208742473342
Position 18312: 0.00943259279864753
Position 624: 0.007490068776155206
Position 1047: 0.006863376350749906
Position 13584: 0.0067110856479164665
Position 10778: 0.005707910447992806
Position 2594: 0.005342473880249601
Position 461: 0.004611060672737893
Position 11124: 0.004442495391698754
Position 4006: 0.003084530154777782
Position 10547: 0.0030729743581016174
Position 10177: 0.0028316063203775183
Position 1004: 0.0028157557079228606
Position 9867: 0.002620094161259102
Position 9914: 0.0020788101864089525
Position 20218: 0.0020313496810178294
Position 4137: 0.001986171681727474
Position 3624: 0.0019792710244003497
Position 649: 0.001951044089840666
Position 4452: 0.0018422751517195943
Position 968: 0.0016632355595968102
Position 869: 0.0008547880172904841
Position 442: 0.0008546538419190348
Position 236: 0.0006246278697294611
Position 1330: 0.00056314331386831
Position 498: 0.0004919365780760277
Position 646: 0.0003478098385588849
Position 14762: 0.00033687390518448234
Position 1956: 0.0002989898156764663
Position 906: 0.00028115088735007865
Position 271: 0.0002810398360237156
Position 2246: 0.00025536301628679785
Position 923: 0.00019976255524523188
Position 355: 0.00013229972731346897
Position 7772: 0.00011967051568663635
Position 13408: 0.00010258107230353237
Position 453: 8.02554189727096e-05
Position 186: 6.786868251570882e-05
Position 425: 6.507711231120794e-05
Position 437: 5.478823605269154e-05
Position 371: 5.438274848947967e-05
Position 363: 5.329501122997527e-05
Position 445: 4.430399503035975e-05
Position 245: 2.730190421032665e-05
Position 149: 2.4884694242774238e-05
Position 422: 2.4400016570440045e-05
Position 57: 1.8010330514261005e-05
Position 37: 1.3061571049240747e-05
Position 396: 1.0427312931074113e-05
Position 962: 5.9286104726825164e-06
Position 527: 4.09425544947627e-06
Position 620: 2.4894478370775146e-06
Position 428: 2.4184606250946974e-06
