Gene = HMGCR
index = 655
Annotated 5SS: [  289  6442  7636  8004  9330 10981 13820 14046 14621 14987 15274 18369
 18886 19194 20120 22499 22982 23228 23811]
Annotated 3SS: [ 6253  7523  7915  9244 10874 13712 13928 14459 14738 15094 18173 18726
 19035 20013 22327 22840 23068 23655 23958]
SMsplice 5SS: [  972  1737  5308  6442  7636  8004  9330 10981 13820 14046 14621 14987
 18369 18886 19194 20120 22499 22982 23228 23811]
SMsplice 3SS: [ 1645  5229  6253  7523  7915  9244 10874 13712 13928 14459 14738 18173
 18726 19069 20013 22327 22840 23068 23655 23958]
top_k =  500
Partition function (log Z): 30.29441798202901

Sorted 5' Splice Sites (High to Low Probability):
Position 23811: 0.9946398960143069
Position 22982: 0.9809828564311491
Position 20120: 0.9626056869580728
Position 7636: 0.9463328041306367
Position 14987: 0.9442591950588546
Position 13820: 0.9423774550250005
Position 9330: 0.9235533659817611
Position 14621: 0.8922751740068863
Position 1737: 0.8913071344573503
Position 22499: 0.8745654099992862
Position 18369: 0.8742296973945859
Position 23228: 0.8181643612715838
Position 8004: 0.7876357724226092
Position 14046: 0.7770376879689103
Position 18886: 0.7579547836745283
Position 10981: 0.7094220915269903
Position 6442: 0.6536042702291004
Position 19194: 0.6352010242075388
Position 5308: 0.5302311486109954
Position 15274: 0.4916952797693464
Position 972: 0.3999119947176525
Position 882: 0.3032669927660336
Position 4360: 0.2803886495588101
Position 19198: 0.25259415927221934
Position 21974: 0.23763817229434506
Position 289: 0.23271939293102265
Position 11015: 0.2162237062441856
Position 16224: 0.1832452254568643
Position 1975: 0.17824453702740656
Position 23183: 0.16889180797134248
Position 16764: 0.16324122978348973
Position 16424: 0.16292794260477989
Position 2230: 0.14307534811915046
Position 6392: 0.12220508576853965
Position 15904: 0.12017650178683058
Position 360: 0.1152483372517143
Position 118: 0.09680837475372346
Position 164: 0.08249701412716863
Position 21443: 0.07928877363984456
Position 3393: 0.07701634112345294
Position 12497: 0.07610560645271357
Position 15872: 0.07605529520897512
Position 9128: 0.07042425900405458
Position 5274: 0.06691021566907228
Position 8078: 0.06559047712810319
Position 14351: 0.051855416248743874
Position 16586: 0.03815418082705556
Position 14676: 0.03809714762705089
Position 315: 0.037570015120993984
Position 15439: 0.035380807394352
Position 14074: 0.033644914887125656
Position 8942: 0.03259044745113308
Position 19155: 0.03220524419308592
Position 877: 0.031123991163197997
Position 4952: 0.031067860891320343
Position 22487: 0.03007811326868151
Position 6035: 0.02943512331466741
Position 10985: 0.0291378865190854
Position 4274: 0.028544572653955116
Position 367: 0.022819325226713608
Position 1556: 0.020706433070990824
Position 5378: 0.020249698150387147
Position 250: 0.020070546569395362
Position 9000: 0.01993976330805364
Position 16780: 0.01911672284787759
Position 2828: 0.01719337854074777
Position 2261: 0.01717814761375469
Position 3369: 0.015976079047979142
Position 22162: 0.014995811846319134
Position 3831: 0.012125480208308129
Position 13856: 0.012099411123444197
Position 10466: 0.010548641437140557
Position 558: 0.010411830294007617
Position 873: 0.010313174644750988
Position 23506: 0.010125962089366107
Position 22395: 0.010089030362234151
Position 6472: 0.009660513608195925
Position 20520: 0.00959753037642193
Position 24051: 0.009452819540891605
Position 20083: 0.009403626953094655
Position 13574: 0.009336419114637586
Position 5871: 0.008560241062195778
Position 9010: 0.00829318386456821
Position 10250: 0.008101282234233875
Position 3992: 0.007886069367456575
Position 1533: 0.007375430983300131
Position 708: 0.006840664006229919
Position 6815: 0.006324088100408442
Position 8554: 0.0058009293424619275
Position 19410: 0.0056932044212021264
Position 10671: 0.005667031020956913
Position 8894: 0.005611382167445233
Position 19210: 0.005551319939599291
Position 1348: 0.0052868407835587675
Position 14019: 0.005002734535416365
Position 11271: 0.004989705329127939
Position 9152: 0.004497330777486596
Position 10448: 0.004420951646337724
Position 2181: 0.004375154234294959
Position 23451: 0.004168499026403457
Position 4647: 0.003957345927622076
Position 9591: 0.003623008302781435
Position 718: 0.0034965897209837875
Position 16593: 0.003383324028770752
Position 5287: 0.0030718183847450024
Position 23529: 0.002699567911369673
Position 1246: 0.002690783656346117
