Gene = OGG1
index = 983
Annotated 5SS: [ 480 1249 2006 4942 6678 6873]
Annotated 3SS: [1000 1825 4759 6526 6822 7099]
SMsplice 5SS: [ 480 2006 4942 6678]
SMsplice 3SS: [1825 4759 6557 7099]
top_k =  500
Partition function (log Z): 0.2967659205829922

Sorted 5' Splice Sites (High to Low Probability):
Position 4942: 0.9686425545093985
Position 480: 0.9269569251087324
Position 2006: 0.9237727575397573
Position 6678: 0.6617066716122804
Position 854: 0.38721651477627156
Position 6873: 0.2926927538735725
Position 1249: 0.20972274713540864
Position 2196: 0.10235200668104079
Position 4553: 0.081888664736821
Position 812: 0.08093213758146219
Position 1641: 0.07501203313715807
Position 188: 0.0637636470725988
Position 305: 0.05731502152176558
Position 2014: 0.05242674239449689
Position 215: 0.04881697667287812
Position 4271: 0.02488222537751594
Position 4645: 0.022708439965089876
Position 828: 0.018679816403220393
Position 741: 0.0178475365117621
Position 1679: 0.014797154777839348
Position 2010: 0.013306910479364718
Position 4816: 0.012444677954993882
Position 6687: 0.010494451224221936
Position 4957: 0.007195812023632107
Position 859: 0.006650475315588144
Position 613: 0.006204525863705249
Position 53: 0.003360364861356868
Position 589: 0.00299749575106575
Position 1414: 0.002679877498832623
Position 4680: 0.002629000404720124
Position 1157: 0.002396482118183848
Position 6951: 0.0023465017936491503
Position 1702: 0.002342362892302613
Position 551: 0.0021269922680553595
Position 2181: 0.0019228098246528373
Position 4355: 0.001675365294799691
Position 6720: 0.0016563146611862397
Position 4465: 0.0014216435275748202
Position 3271: 0.0013433422588679767
Position 2254: 0.0012024417731655555
Position 2894: 0.0011299309311727614
Position 656: 0.0010353887349882798
Position 201: 0.0007507244692044503
Position 1050: 0.0007293543531846551
Position 233: 0.0007256924252404076
Position 4637: 0.0007004168317353292
Position 2218: 0.0006903584767049145
Position 1742: 0.0006899381671871271
Position 927: 0.0005769204484303436
Position 1230: 0.0005366114290159063
Position 814: 0.0005354099457278934
Position 2259: 0.0004584571255732584
Position 3003: 0.00041543018727885226
Position 1272: 0.00033265346855117846
Position 2269: 0.0002563279620041582
Position 251: 0.00023044346573785628
Position 1915: 0.00021454908959661292
Position 4570: 0.00021316464747730632
Position 20: 0.00017790720245604508
Position 670: 0.00016593494071457868
Position 328: 0.00016455148006617605
Position 257: 0.00012816736345295723
Position 1001: 0.00010974665309142888
Position 1190: 9.817126785782566e-05
Position 2726: 8.905344105569461e-05
Position 298: 8.629314686772319e-05
Position 9: 8.580275974366458e-05
Position 642: 6.380638037260874e-05
Position 274: 6.368629135137202e-05
Position 1149: 6.0489035064506525e-05
Position 951: 4.972622491765833e-05
Position 12: 3.585540506851069e-05
Position 796: 3.088066209270745e-05
Position 231: 2.1909564252821665e-05
Position 254: 1.792627394172311e-05
Position 263: 9.299242929111613e-06
Position 408: 8.44221448013787e-06
Position 638: 8.151854768893558e-06
Position 218: 8.13604498523717e-06
Position 484: 3.7616536931866805e-06
Position 454: 3.4685930181931955e-06
Position 647: 3.2820653343637724e-06
Position 90: 2.8664092066609944e-06
Position 284: 2.6206455735677945e-06
Position 624: 7.613582577759062e-07
Position 383: 1.9588707026789847e-07
Position 17: 1.37284440576545e-07
Position 907: 1.1277897173695008e-08
Position 505: 8.596128086377429e-10
Position 337: 7.467527858616997e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4759: 0.9880664535764345
Position 1825: 0.9834981120992837
Position 720: 0.41476824233305104
Position 6557: 0.37964348834544165
Position 7099: 0.3333552118357511
Position 7116: 0.2666818500483522
Position 6526: 0.15416409565969894
Position 6503: 0.1420301545668926
Position 6950: 0.12813895387175278
Position 6822: 0.12395966057617878
Position 368: 0.12242276426201121
Position 4435: 0.1080710897614433
Position 6742: 0.08887650295703173
Position 1501: 0.07651091713325439
Position 6757: 0.07476737125179428
Position 1067: 0.06707285786575497
Position 2086: 0.06640885228305196
Position 1000: 0.06024823468182058
Position 6783: 0.051995981333014696
Position 740: 0.05195103201350308
Position 716: 0.05108042918700866
Position 2120: 0.04001428965026828
Position 6993: 0.03792602936928035
Position 6899: 0.030595615812077974
Position 1101: 0.026217331863314382
Position 4167: 0.024454459860001915
Position 6618: 0.021938908566969104
