Gene = NCBP1
index = 916
Annotated 5SS: [  290  7257  8037  9735 11599 12107 13936 14598 16975 17748 20283 21319
 22139 22460 25118 27443 28519 29422 30818 33252 35349 36081]
Annotated 3SS: [ 7167  7935  9577 11490 11984 13865 14381 16876 17683 20171 21253 22075
 22384 25013 27319 28415 29327 30713 33136 35219 35966 37459]
SMsplice 5SS: [  290  1402  7257  8066 11599 12107 13936 14598 16975 20283 22139 22460
 25118 27443 30818 33252 35349 36081]
SMsplice 3SS: [ 1312  7167  7935 11490 11984 13865 14473 16876 20171 22075 22384 25013
 27355 30713 33136 35219 35966 37459]
top_k =  500
Partition function (log Z): 37.95568017193155

Sorted 5' Splice Sites (High to Low Probability):
Position 27443: 0.9990571661374456
Position 290: 0.9947486195309883
Position 35349: 0.9881111787942533
Position 14598: 0.9732132773165434
Position 30818: 0.9707934600877336
Position 22460: 0.9695542764537518
Position 36081: 0.9599547729304093
Position 33252: 0.9545936770774393
Position 11599: 0.9456421829791544
Position 22139: 0.9171308924782026
Position 7257: 0.9150984925371545
Position 20283: 0.8707255294466058
Position 13936: 0.8452439190849609
Position 16975: 0.830311922173685
Position 25118: 0.7853968990528717
Position 12107: 0.6781874902586374
Position 8066: 0.6727136838650671
Position 9735: 0.6495369633366767
Position 24945: 0.615854239233193
Position 5842: 0.5354889821570865
Position 1402: 0.5335885951448643
Position 29422: 0.4648590251136003
Position 37598: 0.4635008118906814
Position 24255: 0.3695520743770393
Position 24820: 0.34723212647392915
Position 21319: 0.32761052924096956
Position 8037: 0.30698369000117437
Position 13759: 0.29841674545419417
Position 7543: 0.2973078455354945
Position 29769: 0.27583162923827526
Position 13755: 0.244780308310004
Position 35066: 0.2424095466108932
Position 6585: 0.17770996004665165
Position 25153: 0.1713149490761877
Position 1694: 0.17051284446646015
Position 28355: 0.13858087082253912
Position 37870: 0.13240110448139497
Position 28519: 0.1202817760057199
Position 1377: 0.11713837077412362
Position 12143: 0.10422638658455606
Position 7817: 0.10042358173887922
Position 14084: 0.08940178317932494
Position 7741: 0.08493432210271709
Position 17033: 0.08185519817564285
Position 7582: 0.07396459096826104
Position 21880: 0.06766445421783436
Position 36741: 0.06385421485359064
Position 7379: 0.06002759404201388
Position 26948: 0.059824392908809976
Position 747: 0.057313075998148236
Position 32989: 0.055219871704535406
Position 22149: 0.053101958363167424
Position 23273: 0.05093246232954975
Position 37232: 0.048429978097140315
Position 6827: 0.04700941207430808
