Gene = KY
index = 755
Annotated 5SS: [  198  3588  7707 21402 23267 25970 30274 31875 40828 42374]
Annotated 3SS: [ 3524  7643 21326 23203 25886 30164 31756 40638 42182 46547]
SMsplice 5SS: [  144  3588  7707 21417 23134 23267 25970 30274 31875 40828 42374]
SMsplice 3SS: [ 3524  7643 21326 23025 23203 25886 30164 31756 40638 42182 46547]
top_k =  500
Partition function (log Z): 1.6388528917138863

Sorted 5' Splice Sites (High to Low Probability):
Position 31875: 0.9998033465309684
Position 23134: 0.971775884133201
Position 7707: 0.8374163407390239
Position 3588: 0.833064470697814
Position 40828: 0.8161637143726281
Position 23267: 0.7448763836737239
Position 25970: 0.7158263318409239
Position 21417: 0.7075189817643046
Position 144: 0.583055283291278
Position 42374: 0.5329654991133121
Position 30274: 0.5322670347951686
Position 38627: 0.5044227714302842
Position 198: 0.413105420609836
Position 22936: 0.39740606624252756
Position 37501: 0.3346800478674289
Position 30195: 0.3327419164554132
Position 21402: 0.2911750600545095
Position 29972: 0.285862041254256
Position 11198: 0.27327489714747666
Position 8559: 0.2458482430197006
Position 12895: 0.23550763427958446
Position 3009: 0.23184866622222777
Position 21863: 0.2112745434100457
Position 37299: 0.16722539147080487
Position 30468: 0.1487568923316075
Position 22347: 0.11495242200435792
Position 8844: 0.09359501933138795
Position 1351: 0.08416263367128846
Position 37521: 0.0796762614122143
Position 22404: 0.06376803304543106
Position 2643: 0.06017725713154439
Position 2771: 0.05748448890174511
Position 10712: 0.05310979884097373
Position 760: 0.05201952936576719
Position 4659: 0.04511596138597801
Position 23592: 0.04298810147407809
Position 30377: 0.03581879384221617
Position 4915: 0.029468764471993064
Position 40225: 0.028339742135576284
Position 30091: 0.026868362434740965
Position 4944: 0.02618214202710763
Position 30662: 0.023468378020505158
Position 22899: 0.023088803501698285
Position 31073: 0.02246011893530241
Position 4114: 0.020042287792673856
Position 24051: 0.019384126990330968
Position 30774: 0.01720921682355466
Position 30165: 0.016240964695415652
Position 433: 0.01614807022359483
Position 8377: 0.014034087008491816
Position 3879: 0.013691550148381016
Position 30237: 0.011619064834728767
Position 6641: 0.01010058339505968
Position 32968: 0.010076243892463423
Position 2888: 0.008472811714222228
Position 2985: 0.007169441642788676
Position 7746: 0.006559600712872083
Position 37177: 0.00639680157992583
Position 1592: 0.006362907258540855
Position 32645: 0.0061463372925152976
Position 32403: 0.005532962434557987
Position 30608: 0.005530819689109115
Position 30634: 0.004768695678053383
Position 30681: 0.00450211213376729
Position 24813: 0.003789718949263485
Position 26009: 0.003353012980603216
Position 30420: 0.0030120367506095936
Position 1472: 0.002954059876252298
Position 37489: 0.0028318433383189684
Position 24681: 0.002740094716757699
Position 35508: 0.0024752233282750624
Position 21619: 0.0024727323671559524
Position 38807: 0.0013957901972510623
Position 30872: 0.0013422031695243775
Position 9868: 0.0012786188513561761
Position 38944: 0.0008987915742779669
