Gene = MOBP
index = 853
Annotated 5SS: [   61 12444 34596 35197]
Annotated 3SS: [12359 34385 34782 45702]
SMsplice 5SS: [   61 12444 32388 34596]
SMsplice 3SS: [12359 32329 34500 45702]
top_k =  500
Partition function (log Z): -21.979786344874444

Sorted 5' Splice Sites (High to Low Probability):
Position 61: 0.9960554343840947
Position 12444: 0.980647680574484
Position 9366: 0.2854712764687418
Position 10074: 0.2726556138851724
Position 13536: 0.2710611164648352
Position 4170: 0.1597472765833972
Position 837: 0.1358558853717092
Position 2723: 0.10604357389487713
Position 6505: 0.10111767005253819
Position 2822: 0.085643838665038
Position 9419: 0.08446389208877847
Position 12881: 0.06160619483210168
Position 17198: 0.04398943010947953
Position 375: 0.03749097791031932
Position 10068: 0.021860803695750507
Position 841: 0.020368934676493818
Position 12891: 0.019905576358004568
Position 790: 0.012642024678976932
Position 2215: 0.00825702995864759
Position 8463: 0.006495321108823681
Position 8418: 0.00577282375429851
Position 13077: 0.0047881965067409415
Position 692: 0.003963893158705295
Position 247: 0.0037911191442654207
Position 12566: 0.003707574369798056
Position 902: 0.0033554660010132716
Position 5730: 0.0029653857846778293
Position 8435: 0.002831161575519093
Position 970: 0.0028230924155534277
Position 7614: 0.002412590038427431
Position 7673: 0.002213892270848664
Position 4408: 0.0020638888377239144
Position 4259: 0.001911339752703595
Position 5564: 0.0018847451288640002
Position 5778: 0.001758110563533024
Position 6324: 0.0014588119955886206
Position 13762: 0.0014494279214508634
Position 6602: 0.0011924654867116833
Position 3811: 0.0010611166184604506
Position 12426: 0.0007470480848431205
Position 2286: 0.0005785174069602598
Position 172: 0.0003167019125429848
Position 3729: 0.0002675516765343381
Position 2718: 0.0002095702521487005
Position 17: 0.0001567837672687413
Position 282: 7.391387385792073e-05
Position 1977: 4.88187260994879e-05
Position 378: 2.3712345141062437e-05
Position 124: 6.5399066090228525e-06
Position 134: 5.265863897433276e-06
Position 78: 3.3737685085701255e-06
Position 679: 1.8192616957763628e-06
Position 235: 1.4310533829541865e-06
Position 711: 1.0029821884692138e-06
Position 642: 9.746162373815368e-07
Position 602: 7.561405751099696e-07
Position 563: 6.466143465528714e-07
Position 293: 5.307132598835652e-07
Position 270: 3.5533090578935434e-07
Position 122: 2.5877946497326214e-07
Position 1004: 6.689462684820908e-08
Position 354: 4.4891234576780074e-08
Position 181: 3.6772743701076215e-08
Position 751: 2.627564128227046e-08
Position 508: 5.6546024450890716e-09
Position 506: 5.421916206496452e-09
Position 34: 1.836469499025486e-09
Position 495: 2.679687343598425e-16
Position 455: 2.0110647912818112e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 12359: 0.9508004757740915
Position 22639: 0.3927874418510917
Position 9244: 0.3742485971713152
Position 9912: 0.2705935120618582
Position 13438: 0.22822692278382264
Position 17128: 0.16541912057970426
Position 12659: 0.1569384000561066
Position 4051: 0.1536313834949371
Position 2650: 0.12494678054141602
Position 6269: 0.08179047630388332
Position 17954: 0.07948565780621594
Position 495: 0.07877515831371626
Position 17978: 0.061591300038377504
Position 2749: 0.05204607490343257
Position 13474: 0.04839399916415885
Position 18727: 0.04599337921903061
Position 13837: 0.039832290495376566
Position 159: 0.0380176039820615
Position 12213: 0.03682936170422726
Position 472: 0.029400591120926637
Position 14258: 0.025490018262162302
Position 9944: 0.024438994386815484
Position 6413: 0.022016452517631284
Position 612: 0.01927878508006999
Position 763: 0.01905654038955908
Position 13378: 0.018722762698451814
Position 14014: 0.017320104816330475
Position 13076: 0.01686735219961474
Position 13640: 0.016210358511613523
Position 8338: 0.015391740781940968
Position 2548: 0.012860952876766396
Position 15118: 0.011559789134111223
Position 12954: 0.010914559054801171
Position 17348: 0.01088447958642689
Position 3915: 0.008898030405526827
Position 711: 0.007967394504035056
Position 817: 0.0073835747341911145
Position 12616: 0.007316900437218017
Position 15969: 0.0072500666663031675
Position 566: 0.006474286398441643
Position 12779: 0.00568095193345247
Position 14458: 0.0050488244676245315
Position 5563: 0.004838987266526135
Position 16948: 0.0044918192828187166
Position 683: 0.004176872429523256
Position 12931: 0.004139721645793902
Position 14482: 0.0036508406175665914
Position 863: 0.003325816083067976
Position 1881: 0.0026756720575417266
Position 7521: 0.002460681795644278
Position 7581: 0.0024201383441314482
Position 13618: 0.002208586558031573
Position 14461: 0.00199803403915837
Position 5475: 0.0018847451288640002
Position 2091: 0.0018475517397542017
Position 1804: 0.0017776979819038325
Position 15370: 0.001729576323118993
Position 15060: 0.0015619742275656124
Position 2479: 0.0013773762243284914
Position 2109: 0.0012531589424524942
Position 329: 0.0010721928660391616
Position 254: 0.0009251546684426015
Position 4338: 0.000922118757120723
Position 10856: 0.0007967966478132383
Position 1989: 0.0007892252272834249
Position 181: 0.0006782482776140715
Position 3427: 0.0005231946611101433
Position 4258: 0.0005098806892809078
Position 11011: 0.0004011179049163344
Position 3544: 0.00035212375119047124
Position 176: 0.0003094148485162165
Position 2374: 0.00030164061291574137
Position 534: 0.0002819737501798444
Position 2008: 0.00027096314874916597
Position 3702: 0.00025496675307603076
Position 631: 0.00025482452863252156
Position 2175: 0.00023940868053011613
Position 4578: 0.0002068897122173668
Position 2675: 0.00016528207851553126
Position 657: 0.00015222968932615292
Position 3726: 0.00012093837065651121
Position 3632: 0.0001181764545274012
Position 10578: 0.00011492317473912243
Position 2396: 8.165332826017731e-05
Position 2425: 7.926791756298757e-05
Position 588: 7.687644613415708e-05
Position 8967: 7.36642098455667e-05
Position 2434: 6.714952771294966e-05
Position 3635: 6.513424823594248e-05
Position 2036: 6.492145657739843e-05
Position 339: 5.954267033157416e-05
Position 9417: 5.137181281496967e-05
Position 7775: 4.984811592578392e-05
Position 1833: 4.016419108933314e-05
Position 2273: 3.8792857495114476e-05
Position 2116: 3.0945092455928854e-05
Position 2754: 2.9134896452730366e-05
Position 1767: 1.2890483572241437e-05
Position 2198: 7.624157700206575e-06
Position 3785: 6.972837807022594e-06
Position 871: 6.111316685953077e-06
Position 2017: 4.826321660050473e-06
Position 825: 3.43925451236859e-06
Position 642: 3.350210465871474e-06
Position 2023: 3.1368616331769147e-06
Position 2242: 3.0140960036342804e-06
Position 771: 1.61200522196926e-06
Position 304: 1.2553769086263872e-06
Position 310: 1.1216261531035776e-06
Position 3932: 8.814668811343324e-07
Position 3965: 8.389257328254487e-07
Position 367: 7.382051346397329e-07
Position 186: 2.889285267799425e-07
Position 219: 2.737803175251073e-07
Position 224: 2.4922924089450095e-07
Position 211: 2.0639473684544435e-07
Position 789: 9.81657810816224e-08
Position 720: 8.928992130810783e-08
Position 204: 7.513999742473571e-08
Position 363: 6.978281609486893e-08
Position 347: 6.799837476727278e-08
Position 663: 5.680546510046785e-08
Position 226: 4.6990600196662454e-08
Position 717: 4.3204478412881195e-08
Position 306: 3.356328175386447e-08
Position 299: 2.3292269635534423e-08
Position 687: 2.103141012526215e-08
Position 1806: 2.097604156657875e-08
Position 192: 1.899909638688562e-08
Position 734: 1.6497239236906723e-08
Position 2793: 1.2996404378070677e-08
Position 122: 1.1083207751264888e-08
Position 308: 6.320046722594538e-09
Position 194: 6.2408035106215356e-09
Position 622: 3.94670885654929e-09
Position 773: 3.1518269644051412e-09
Position 659: 2.9731285138684617e-09
Position 891: 2.857158525068447e-09
Position 455: 1.1627056280394934e-09
Position 318: 4.2275681247607246e-11
