Gene = PBRM1
index = 1001
Annotated 5SS: [   140   1214  11216  17581  21515  27972  31370  35010  36466  37760
  45112  50820  52441  62452  64363  70401  76193  90644  92361  93289
 100660 103173 115664 116431 117947 121465 124990 128967 129293]
Annotated 3SS: [  1115  11067  17436  21397  27902  31270  34923  36369  37667  44897
  50677  52342  62174  64256  69757  75980  90457  92202  93024 100513
 103014 115479 116219 117744 121299 124833 128895 129075 131477]
SMsplice 5SS: [   140   1214  11216  17581  21515  27972  31370  37760  45112  50820
  52441  53657  62452  64363  70401  75616  76193  82453  90644  92361
  93289 100660 103173 115664 117947 120867 121465 124990 128967 129293]
SMsplice 3SS: [  1086  11067  17436  21370  27902  31270  37667  44897  50677  52342
  53504  62174  64256  70310  75484  75980  82389  90493  92202  93024
 100513 103014 115479 117744 120772 121299 124833 128895 129075 131477]
top_k =  500
Partition function (log Z): -19.99162219814665

Sorted 5' Splice Sites (High to Low Probability):
Position 11216: 0.9999999999999901
Position 1214: 0.9903622631061251
Position 45112: 0.9901455882923618
Position 53657: 0.9823599147622442
Position 52441: 0.9733841547130903
Position 31370: 0.9733798759543342
Position 140: 0.9533119764090868
Position 37760: 0.9469123407160398
Position 27972: 0.9376864097068688
Position 64363: 0.9237552458897862
Position 21515: 0.9135316240636528
Position 50820: 0.9008146812054402
Position 17581: 0.8220063707176245
Position 62452: 0.8052667486065552
Position 36466: 0.7478693460274703
Position 25213: 0.45217664221258697
Position 68346: 0.39115359105826886
Position 25424: 0.38241563066706835
Position 35010: 0.30905345818733015
Position 33832: 0.28281778960114073
Position 22627: 0.2562467570982162
Position 4887: 0.23213467737786186
Position 8615: 0.1989482406866995
Position 8421: 0.17430874612379862
Position 52803: 0.1547429654984644
Position 7546: 0.12626106445630308
Position 37223: 0.12598267149468462
Position 46321: 0.12512329360899546
Position 62686: 0.11667233527489419
Position 76193: 0.10948861719736047
Position 29118: 0.10841962722888722
Position 7960: 0.10796655977797245
Position 10725: 0.10366717830044939
Position 52837: 0.10247807012740857
Position 21538: 0.08244686354160288
Position 26976: 0.08092442343324126
Position 53438: 0.07003631519287501
Position 34844: 0.0671819216531554
Position 48505: 0.057411371640716045
Position 39780: 0.042254080335933836
Position 45535: 0.03632962173293995
Position 206: 0.03623893458582295
Position 26909: 0.03464910020253638
Position 701: 0.03302641412908597
Position 45402: 0.03282318561951853
Position 29069: 0.032025360101912856
Position 10932: 0.031065641844632674
Position 28424: 0.02973292539082123
Position 56240: 0.029148020237943745
Position 68034: 0.02678030353121775
Position 34574: 0.026699536586008536
Position 17896: 0.02585167642772562
Position 4883: 0.02514267269146343
Position 53408: 0.024982499212680233
Position 51668: 0.024743876641162562
Position 52422: 0.024681008745037935
Position 38917: 0.021446093443979516
Position 28483: 0.020801404265324907
Position 31427: 0.020116339794982455
Position 50993: 0.01950001313070202
Position 923: 0.016103214561454273
Position 50811: 0.014724898469087805
Position 5018: 0.01467175195364817
Position 46287: 0.014456906684583232
Position 5004: 0.013530887028323578
Position 28070: 0.012569238634502782
Position 56320: 0.012372644263664453
Position 49795: 0.010548261765328231
Position 29008: 0.010305392202548943
Position 27990: 0.009364413073995109
Position 4203: 0.008858005070716286
Position 34073: 0.008118025263980633
Position 988: 0.008016956702108268
Position 484: 0.007644340763994018
Position 25679: 0.007582338151903205
Position 25548: 0.0075323576165325055
Position 26799: 0.006706733327679199
Position 22986: 0.006531799679885543
Position 11022: 0.005504943801380653
Position 9069: 0.00489495217207655
Position 55245: 0.0046798871151388505
Position 4898: 0.004386361698805674
Position 41876: 0.004294218167577548
