Gene = MUL1
index = 899
Annotated 5SS: [ 257 4940 6093]
Annotated 3SS: [4851 5971 6741]
SMsplice 5SS: [ 257 4940 6939]
SMsplice 3SS: [4851 6741 7045]
top_k =  500
Partition function (log Z): -6.85041104371667

Sorted 5' Splice Sites (High to Low Probability):
Position 257: 0.8363750785590087
Position 4940: 0.6519143490869126
Position 6939: 0.5419188915116818
Position 6093: 0.4905340271698305
Position 638: 0.28299103192311525
Position 6983: 0.27972264006231734
Position 1437: 0.2676700111522853
Position 7136: 0.10219821420828186
Position 4788: 0.07415821279698459
Position 660: 0.0644401665391491
Position 7581: 0.06377674681884415
Position 6485: 0.05626220386317485
Position 545: 0.05488946136825547
Position 34: 0.050724028661726504
Position 305: 0.02547697625957239
Position 655: 0.01743292311728897
Position 3570: 0.014647070661832205
Position 1197: 0.00952055456612164
Position 29: 0.00913441270762924
Position 6334: 0.005480347639943941
Position 6323: 0.0049268861808501
Position 6827: 0.004609460539210325
Position 6067: 0.002758443672710174
Position 614: 0.0025048567611935042
Position 6031: 0.0019812374479177023
Position 593: 0.0011718449669582496
Position 1189: 0.0011572021994564587
Position 7448: 0.0010172527282830382
Position 48: 0.0006061507056977507
Position 220: 0.0005211156240538475
Position 717: 0.00042626293513348037
Position 70: 0.00026468508305000683
Position 6877: 0.00023118549779010722
Position 239: 0.00016092849334024728
Position 1023: 0.00014700749415856685
Position 395: 8.603050563029221e-05
Position 289: 7.438239092858656e-05
Position 1029: 5.6471313548886835e-05
Position 902: 3.9483336488498165e-05
Position 59: 3.899974091046429e-05
Position 381: 2.9013731238318918e-05
Position 343: 1.776125142091749e-05
Position 793: 1.628738281100946e-05
Position 261: 1.5434350911719714e-05
Position 169: 1.460227924733445e-05
Position 22: 1.1536134265463704e-05
Position 1152: 7.93544233134737e-06
Position 211: 7.624534531650994e-06
Position 197: 6.160813886851249e-06
Position 462: 2.9664380226318317e-06
Position 53: 1.6356413265380208e-06
Position 218: 8.162706652728722e-07
Position 77: 6.430161629569704e-07
Position 84: 4.022146628047295e-07
Position 163: 3.963011728713557e-07
Position 194: 2.6540281193999716e-07
Position 111: 2.6066579430391183e-07
Position 298: 2.322032498113485e-08
Position 383: 1.110651377138804e-08
Position 353: 8.904163367920965e-09
Position 628: 6.4623435496737795e-09
Position 564: 2.8954466711260354e-09
Position 626: 2.7957317509025413e-09
Position 134: 5.889642672957439e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6741: 0.8684891264540643
Position 4851: 0.634059094802403
Position 7045: 0.4191263036960178
Position 5971: 0.394025149980176
Position 1314: 0.25632217761177234
Position 462: 0.2281537949673374
Position 7523: 0.15002631586590634
Position 7729: 0.1261931189150087
Position 5992: 0.09735010339825292
Position 4648: 0.08517338044190916
Position 8628: 0.07348284443382705
Position 6904: 0.05881129872092198
Position 7195: 0.053990859426552955
Position 8106: 0.05258669427346807
Position 7198: 0.05103730983580364
Position 479: 0.0377184855074188
Position 541: 0.03401474628422256
Position 8064: 0.02712774616032621
Position 111: 0.026316818564429578
Position 6287: 0.025785533699510595
Position 6218: 0.019289570848277496
Position 6237: 0.018803258252677892
Position 7431: 0.017631858876150215
Position 7637: 0.017335422816514675
