Gene = MMACHC
index = 852
Annotated 5SS: [ 361 7498 8312]
Annotated 3SS: [7302 8158 8742]
SMsplice 5SS: [ 361 7498 8312]
SMsplice 3SS: [ 7302  8158 10588]
top_k =  500
Partition function (log Z): -5.759132797253731

Sorted 5' Splice Sites (High to Low Probability):
Position 361: 0.9933367850459301
Position 8312: 0.9532181421839957
Position 7498: 0.9086358557753189
Position 11877: 0.20349325225564188
Position 10629: 0.05611685030082266
Position 6321: 0.038144851170641446
Position 8753: 0.03706562866587957
Position 3775: 0.02885472973537361
Position 6158: 0.028092994471535654
Position 3287: 0.024272690754551275
Position 1665: 0.022507307172555436
Position 3115: 0.021178021188766397
Position 3721: 0.019784155792445704
Position 599: 0.01811262384544613
Position 5213: 0.015802192905498384
Position 7375: 0.01230086055175887
Position 6397: 0.010708644497943266
Position 1156: 0.009933595456414174
Position 3945: 0.008964970738603943
Position 11154: 0.008216323349891438
Position 162: 0.0077228881006442575
Position 7602: 0.007416205855576067
Position 2516: 0.006985807768629123
Position 6368: 0.006831476465122466
Position 8350: 0.0064383442367234485
Position 6714: 0.0062489024204267895
Position 1018: 0.006031386364950102
Position 42: 0.005774940024650567
Position 5379: 0.004703911404832388
Position 2783: 0.00447626690518026
Position 1386: 0.0041354819693436625
Position 7464: 0.004103790556174354
Position 346: 0.0036842651666140055
Position 4718: 0.0036173800724094624
Position 7761: 0.002801289638153937
Position 11403: 0.002242127166872399
Position 5791: 0.0022139787353048497
Position 3119: 0.002182323132776626
Position 10739: 0.0020041206941242592
Position 1262: 0.0019568115278970075
Position 4222: 0.0019263081518541888
Position 63: 0.0017337666082714919
Position 2779: 0.0017007430811946573
Position 3788: 0.0015367886374665787
Position 219: 0.0014682210401047735
Position 3858: 0.001208254086857579
Position 1698: 0.0011121962180465452
Position 6301: 0.0010663504955701034
Position 3133: 0.0010310857677996008
Position 8030: 0.0008379972404874677
Position 1677: 0.0007316220713219409
Position 7956: 0.0007151748598544049
Position 6152: 0.000710347099786558
Position 3679: 0.0006985138433452403
Position 4149: 0.0006165641085837617
Position 6372: 0.0005901146232171263
Position 519: 0.0005783964887480083
Position 3478: 0.000572096114811959
Position 631: 0.000530293486710177
Position 8879: 0.0004926024818823823
Position 5256: 0.0004868664352698852
Position 8824: 0.00044663535288801614
Position 7673: 0.0004062693080591982
Position 8326: 0.00025060823919897696
Position 7489: 0.00019481004649384682
Position 8552: 0.00014980933540031772
Position 13: 0.0001032468664820205
Position 8249: 7.108615107404403e-05
Position 1511: 4.2026852830846654e-05
Position 105: 1.6274209844327655e-05
Position 83: 1.5333375723096245e-05
Position 99: 1.0580566851501578e-05
Position 273: 9.531814364144788e-06
Position 1039: 8.214794412301563e-06
Position 1093: 7.196712043127612e-06
Position 959: 6.977489060509074e-06
Position 753: 4.917220648719012e-06
Position 1224: 4.326565569607162e-06
Position 8201: 3.768334387661139e-06
Position 8476: 3.4322167685385764e-06
Position 1540: 3.0834350233817472e-06
Position 1713: 2.1729384985068854e-06
Position 1390: 1.9811429929070627e-06
Position 2057: 1.815082299082867e-06
Position 422: 1.7141682595818411e-06
Position 268: 8.459339001195906e-07
Position 909: 7.761159409230978e-07
Position 97: 7.30536486125993e-07
Position 365: 4.61903137527622e-07
Position 61: 4.422336062429363e-07
Position 1912: 3.4114874879551637e-07
Position 835: 7.028084378509393e-08
Position 678: 5.113073034690684e-08
Position 200: 2.648990811157044e-08
Position 329: 9.215035657066282e-09
Position 381: 8.159486977675757e-09
Position 475: 4.716793115827277e-09
Position 453: 1.6893813443267973e-09
Position 498: 1.5011867257681152e-09
Position 467: 1.31639815936002e-09
Position 292: 8.955113814271434e-10
Position 492: 4.903207767829362e-10
