Gene = TRNT1
index = 1490
Annotated 5SS: [   75  2273 10538 13733 17795 19708 20788]
Annotated 3SS: [ 2097 10343 13593 17667 19513 20533 20989]
SMsplice 5SS: [   75  2273 10538 13733 17795]
SMsplice 3SS: [ 2097 10343 13593 17667 20533]
top_k =  500
Partition function (log Z): -0.45809561273174504

Sorted 5' Splice Sites (High to Low Probability):
Position 2273: 0.9984919695494267
Position 75: 0.9913831391346546
Position 17795: 0.8563007112253378
Position 10538: 0.748154366104792
Position 12795: 0.44789964642986385
Position 20788: 0.3424561639892848
Position 13733: 0.3161001445780015
Position 13663: 0.31127734711745103
Position 21095: 0.3044011080619575
Position 1900: 0.26961085914496974
Position 7041: 0.26198649056112894
Position 7915: 0.25818796429037244
Position 13759: 0.2544611361500341
Position 10558: 0.22739387251192816
Position 1103: 0.2007045313466771
Position 19648: 0.1731333707366352
Position 19708: 0.16522311733363487
Position 21272: 0.13362859604908345
Position 19854: 0.11608953304806394
Position 1927: 0.11223736811393027
Position 632: 0.1012161958943129
Position 8277: 0.09604443537981358
Position 18213: 0.08201813373727655
Position 15995: 0.07921275439634393
Position 762: 0.056944667168368115
Position 1122: 0.045796729891779346
Position 21707: 0.042690370536562834
Position 12771: 0.03507339284625641
Position 12938: 0.03445831685680654
Position 2575: 0.027102012763197427
Position 4452: 0.024242882916313786
Position 11948: 0.02407719402941857
Position 19656: 0.02170523058941431
Position 374: 0.02098322855583692
Position 18197: 0.01739314913090324
Position 13334: 0.012540952761897994
Position 6074: 0.010192653891466516
Position 3520: 0.009448769806676659
Position 12136: 0.009315338458681276
Position 20822: 0.008677342514856703
Position 6886: 0.008197132464075739
Position 7994: 0.007869591623013665
Position 822: 0.007328454853351013
Position 16143: 0.007151780433531785
Position 18240: 0.007069843684698572
Position 919: 0.006408628399677541
Position 4478: 0.006196986136314656
Position 1030: 0.00608389819702645
Position 1236: 0.004198447395639526
Position 1110: 0.003914714635491452
Position 18374: 0.0034324303753986707
Position 116: 0.00329693358172138
Position 10748: 0.003251166379231326
Position 5551: 0.00320228102110656
Position 8009: 0.003014078317462774
Position 20667: 0.0029491468912567313
Position 607: 0.002900014031721799
Position 243: 0.002093218085741049
Position 588: 0.0020575376886446286
Position 434: 0.001891988553094851
Position 19866: 0.0014986804179568894
Position 20164: 0.0014874689868297234
Position 17876: 0.0011899332613683514
Position 1947: 0.0008818004669828597
Position 13896: 0.0008653987344345867
Position 770: 0.000797485928225468
Position 19484: 0.0007412791336888705
Position 1880: 0.00069926829811951
Position 1282: 0.0004972547990314877
Position 1500: 0.00033491775427457623
Position 2168: 0.0002882291178780235
Position 1207: 0.0002610984259291866
Position 4277: 0.00023777042920393942
Position 2395: 0.00021714598096736032
Position 614: 0.0001789491827155784
Position 4107: 9.052972182156382e-05
Position 952: 4.942013914013103e-05
Position 533: 3.769175483778618e-05
Position 775: 3.435426069417655e-05
Position 449: 3.0328039075003126e-05
Position 33: 1.5637599426178747e-05
Position 217: 5.530697349648336e-06
Position 2199: 5.432728672181825e-06
Position 107: 4.475537307090527e-06
Position 2331: 3.4825577355061293e-06
Position 2324: 3.3734356854542014e-06
Position 246: 2.0665980933671392e-06
Position 259: 1.3651659485452912e-06
Position 2177: 1.2394519337716904e-06
Position 2651: 9.818570192690724e-07
Position 400: 9.57039645980802e-07
Position 2482: 7.27888645236535e-07
Position 48: 7.130378398832019e-07
Position 422: 7.011637769395533e-07
Position 367: 6.64082798675539e-07
Position 453: 5.723656906790864e-07
Position 351: 4.877117810778012e-07
Position 2838: 4.739549997980673e-07
Position 169: 3.8443609975102494e-07
Position 2613: 2.8510005769481766e-07
Position 111: 2.1394000891580524e-07
Position 248: 2.1378491556330273e-07
Position 2913: 1.9901076233198338e-07
Position 2880: 1.7979755538745868e-07
Position 2889: 1.7978217836702406e-07
Position 4: 1.6759554443748855e-07
Position 2494: 1.2466634377634557e-07
Position 2542: 7.797875612521496e-08
Position 634: 6.876664626229264e-08
Position 17: 5.009724379439388e-08
Position 545: 4.7956029161323376e-08
Position 143: 2.6448804532865057e-08
Position 1150: 2.3141918771521416e-08
Position 2025: 1.904035244296653e-08
Position 519: 1.77132282329138e-08
Position 195: 1.7537510719273698e-09
Position 468: 1.2836757349626695e-09
Position 120: 2.1083669262816051e-10
Position 9: 1.1024896054038824e-10
Position 39: 8.653679833315351e-11
Position 506: 5.110918884281548e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 10343: 0.9729184253770856
Position 17667: 0.8601824867784219
Position 13593: 0.8501705237904141
Position 2097: 0.7953255484466254
Position 20533: 0.649452016250231
Position 20989: 0.5018249034905842
Position 19513: 0.44018273362787963
Position 12672: 0.4049157951433569
Position 7734: 0.2501349311487961
Position 1029: 0.2110489535283469
Position 6932: 0.20056537791832327
Position 1819: 0.1862111130833848
Position 532: 0.1811478919413666
Position 1787: 0.17104742295966838
Position 2124: 0.11810282216390704
Position 21163: 0.11510343738366892
Position 8192: 0.09444122342884774
Position 15829: 0.09104548878915543
Position 21746: 0.08457241426092961
Position 20926: 0.08350478205596804
Position 12717: 0.07809610874127189
Position 19744: 0.07749180533239954
Position 18096: 0.0732397355490411
Position 2153: 0.07257130971411346
Position 18117: 0.05814522801230231
Position 22084: 0.057036458653636386
Position 21617: 0.046941229122487965
Position 21652: 0.03892717501120761
Position 6775: 0.03841021498660014
Position 21971: 0.03723204395832313
Position 12836: 0.03476817574414532
Position 21780: 0.032213676579405645
Position 6963: 0.030064036844821736
Position 4373: 0.02876892770076399
Position 2424: 0.02597610651050957
Position 11864: 0.025332238559474064
Position 13449: 0.022726777742471026
Position 7812: 0.018391601944352843
Position 21768: 0.01764649715793805
Position 19707: 0.017038317178294595
Position 1798: 0.01689670624532767
Position 22007: 0.016596858568590844
Position 21539: 0.016027204723617686
Position 13185: 0.012540952761897994
Position 761: 0.012323319290670588
Position 13539: 0.008900853344293552
Position 2171: 0.008726659386925273
Position 865: 0.00863800148423985
Position 991: 0.007236307363253745
Position 18134: 0.007169790967216114
Position 1842: 0.006620548413727802
Position 21842: 0.006143814184887126
Position 5994: 0.005432260736359383
Position 151: 0.005128254179195369
Position 11947: 0.005053279305605713
Position 177: 0.004993544827467691
Position 181: 0.004895283293319549
Position 275: 0.00488288162736854
Position 5946: 0.004760393155107134
Position 20604: 0.004684241486860238
Position 17917: 0.004441553552148134
Position 21306: 0.004326927794821835
Position 21313: 0.004262530454222092
Position 2199: 0.004002539536809711
Position 17875: 0.003880110610239456
Position 1172: 0.003758004698787387
Position 22058: 0.0036898067938670722
Position 13732: 0.0036377367904689563
Position 3344: 0.0034134104819062384
Position 300: 0.003410493407795246
Position 5466: 0.003202281021106557
Position 11806: 0.0031468434509365423
Position 21061: 0.002965093745626946
Position 3397: 0.0028874748661585005
Position 19420: 0.00275514607605172
Position 10156: 0.002629813239634402
Position 580: 0.0023862902897672255
Position 1736: 0.0020929953266911262
Position 19180: 0.0020517149000536025
Position 10606: 0.0019594712125703476
Position 17988: 0.0019057782690600589
Position 7993: 0.001875294710487835
Position 617: 0.001653505900781047
Position 20129: 0.0014874689868297234
Position 985: 0.0014850288607797608
Position 893: 0.001393720816810244
Position 10690: 0.0012727616336527762
Position 3423: 0.0012336264363122062
Position 4305: 0.0011814461339050794
Position 801: 0.001136661205533297
Position 2481: 0.0011295827453075393
Position 17872: 0.0010028576804846133
Position 3002: 0.0008309520245463396
Position 6901: 0.0007281765594776695
Position 950: 0.0006352902597301107
Position 3467: 0.0005546133389723988
Position 1000: 0.0005082175575316232
Position 882: 0.00043745103631370443
Position 6676: 0.0004158167159818313
Position 814: 0.00039969189433008084
Position 4238: 0.00036476263207550725
Position 3426: 0.00028458194491259143
Position 7686: 0.0002730183781778838
Position 4310: 0.00026319773727103476
Position 1846: 0.0002285696673997196
Position 153: 0.00021593509525436112
Position 3295: 0.00019747837772996063
Position 1126: 0.00017985644382643778
Position 727: 0.0001766884769893941
Position 1060: 0.00017154878818219236
Position 1432: 0.00016409203161374885
Position 1900: 0.00016246345147393124
Position 242: 0.00015191913892042622
Position 483: 0.00014992024846122355
Position 739: 0.00010511585709735442
Position 1521: 9.968062287924717e-05
Position 2196: 8.47657005439212e-05
Position 2105: 8.26272824320384e-05
Position 217: 8.146091661726334e-05
Position 2180: 8.134002529401351e-05
Position 3872: 7.97879026810973e-05
Position 4208: 6.694141020717123e-05
Position 1143: 6.505833720483014e-05
Position 1009: 6.317160363047232e-05
Position 835: 6.310342920969514e-05
Position 1410: 6.089654459635698e-05
Position 1300: 5.20234659382568e-05
Position 1609: 5.113092576333273e-05
Position 1344: 4.958004569491202e-05
Position 3139: 4.764110305626637e-05
Position 408: 4.4738564261318874e-05
Position 1070: 4.459652121037486e-05
Position 358: 3.4870425484911914e-05
Position 1078: 3.2472566033345876e-05
Position 10958: 2.7446872292251134e-05
Position 4253: 2.5106790845347637e-05
Position 10887: 2.2731228085259104e-05
Position 10674: 1.8933533008201313e-05
Position 422: 1.6040581412999433e-05
Position 1107: 1.4732099570564967e-05
Position 3916: 1.3453157775181125e-05
Position 214: 1.230959349078041e-05
Position 1042: 9.529015912504958e-06
Position 392: 7.539082929248872e-06
Position 640: 7.447963868891399e-06
Position 620: 6.9729925333280735e-06
Position 4136: 4.959335161454535e-06
