Gene = PEA15
index = 1010
Annotated 5SS: [ 186 6380 7929]
Annotated 3SS: [6205 7772 8084]
SMsplice 5SS: [ 186 2898 7929]
SMsplice 3SS: [2800 7772 8084]
top_k =  500
Partition function (log Z): -2.7051924265597056

Sorted 5' Splice Sites (High to Low Probability):
Position 7929: 0.9739562271502135
Position 186: 0.970226895380941
Position 2898: 0.8321506564643887
Position 1901: 0.620531960622375
Position 8174: 0.5663214110425436
Position 6380: 0.502553214177684
Position 3329: 0.2979405793431461
Position 8545: 0.10694154666477215
Position 6314: 0.10534009272606118
Position 8540: 0.061365351510209096
Position 624: 0.06038845042499428
Position 8556: 0.06028432645172648
Position 9192: 0.05505430601038075
Position 1732: 0.05449310449794587
Position 3032: 0.042369619571186616
Position 3254: 0.029170159894863906
Position 2220: 0.021952724557697836
Position 5864: 0.02157750006009679
Position 347: 0.01749767365070055
Position 8289: 0.014976227760389461
Position 4757: 0.010964413927425667
Position 117: 0.010347148408872095
Position 5243: 0.009783796357331998
Position 4085: 0.009684205925491548
Position 5284: 0.009431768431647222
Position 580: 0.004323519022230699
Position 1116: 0.0041504099289652735
Position 1249: 0.003531134712813109
Position 7902: 0.003514370098057713
Position 4486: 0.003167691925598656
Position 5892: 0.002558010627567714
Position 1188: 0.002151925047714847
Position 343: 0.0018083817428807458
Position 8295: 0.0015441306149008077
Position 2336: 0.0015414342283397485
Position 1300: 0.0013834234204935828
Position 1993: 0.0012833569483295978
Position 1304: 0.0010430550802266272
Position 1905: 0.0009465384709265406
Position 2801: 0.0007495582623639756
Position 2725: 0.0007097919500674726
Position 8285: 0.0006534766363341293
Position 1333: 0.0006482859981139452
Position 1476: 0.0006300323607446451
Position 8283: 0.0004604872066220621
Position 331: 0.0004350150692557987
Position 1872: 0.0003584013589120501
Position 3019: 0.00032810292111265835
Position 564: 0.00030078129534361867
Position 695: 0.0002917074373942894
Position 2594: 0.00024185303643012773
Position 1277: 0.0001785711611883302
Position 684: 0.00012409906819333877
Position 1370: 0.00011623788449355738
Position 679: 8.846163243733034e-05
Position 6724: 8.32268375775162e-05
Position 587: 8.288060626668198e-05
Position 1443: 3.025534134763204e-05
Position 1386: 2.2517602225836085e-05
Position 418: 1.5927445547436725e-05
Position 669: 9.43056873727871e-06
Position 883: 8.98600806095625e-06
Position 3345: 6.325808998558999e-06
Position 236: 4.9603017833537175e-06
Position 22: 4.506294162258153e-06
Position 152: 1.6895481616367983e-06
Position 367: 1.039776666633635e-06
Position 210: 1.0257224244984679e-06
Position 671: 9.313167121793054e-07
Position 1151: 9.17898848120302e-07
Position 426: 7.822613509319996e-07
Position 369: 5.774581486044531e-07
Position 441: 5.764858389908182e-07
Position 288: 2.1977534713453883e-07
Position 316: 1.1892331326090684e-07
Position 305: 7.400766333341662e-08
Position 17: 4.285581578554768e-08
Position 286: 3.3795067282160794e-08
Position 540: 1.7820405582099656e-08
Position 351: 1.5391974020866212e-09
Position 314: 1.400717858040177e-09
Position 383: 2.8684696589362345e-10
Position 335: 1.4640235285777952e-11
Position 400: 1.9540808213243957e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 8084: 0.8913983756168323
Position 7772: 0.7231163545460774
Position 2800: 0.6985072206469118
Position 6205: 0.6022786677179589
Position 9984: 0.3145045814015181
Position 1792: 0.25279105567544785
Position 7848: 0.23381188577311898
Position 1690: 0.21241250587045987
Position 1821: 0.17889389121423027
Position 8401: 0.14381862455121788
Position 3183: 0.13116964403086728
Position 2707: 0.1263091513653545
Position 8487: 0.10203342253488501
Position 9004: 0.07329984576876372
Position 8753: 0.0729412939472336
Position 9346: 0.07157567720388042
Position 3126: 0.06389834109494127
Position 3203: 0.06319692357165627
Position 515: 0.04597343503547591
Position 8982: 0.04556978823355805
Position 9328: 0.038706228613917225
Position 8432: 0.027575596511634548
Position 1795: 0.025542659068196385
Position 5695: 0.02413551068766451
Position 9031: 0.021756490745858875
Position 3237: 0.01977936381527809
Position 5152: 0.01919802314464703
Position 3081: 0.01851314803549381
Position 3165: 0.017075514633713415
Position 2686: 0.014086980327617153
Position 8214: 0.013385352916012524
Position 7698: 0.013275325948271958
Position 2133: 0.012995817268252772
Position 2939: 0.012940317638239631
Position 320: 0.012297933742727724
Position 9662: 0.010281623609339305
Position 2967: 0.009831702453913647
Position 8923: 0.008756726639026416
Position 9137: 0.006958707297192309
Position 2104: 0.0067145750054136
Position 1151: 0.006511513253820847
Position 7650: 0.006460044994469987
Position 6262: 0.006047937643802058
Position 4381: 0.006029380108300979
Position 2583: 0.0046599063423268
Position 2629: 0.0045163586210313
Position 4021: 0.004485381651640591
Position 4526: 0.004143874224541701
Position 8888: 0.004015042140693894
Position 2862: 0.003946742188147984
Position 9634: 0.003913804840149765
Position 3190: 0.0036484134701004175
Position 1022: 0.003604098866452456
Position 8439: 0.0034077344120552323
Position 4481: 0.0032711959435332287
Position 1576: 0.0031780316995122927
Position 9594: 0.0031164628005944826
Position 3230: 0.003108354379487508
Position 3142: 0.00282353846476756
Position 3720: 0.0028223890479786152
Position 602: 0.002462919491220801
Position 2897: 0.0024415943266152566
Position 8715: 0.002276364284179844
Position 1728: 0.0021954784957669317
Position 998: 0.0020896173420026547
Position 8098: 0.0019678333280386596
Position 278: 0.0019606753573725468
Position 449: 0.0018108188237839302
Position 1496: 0.0016601239350721518
Position 3900: 0.0015915664164999233
Position 4232: 0.0013811923889978704
Position 10016: 0.001336894030895774
Position 9805: 0.001253773797775113
Position 8329: 0.001166457820893378
Position 2219: 0.0011487252129856297
Position 472: 0.001061706357285625
Position 2768: 0.001060357852376421
Position 2179: 0.0010498200521977862
Position 2820: 0.00103685371930061
Position 4050: 0.0009826112321688998
Position 7613: 0.0008069859863323107
Position 1650: 0.0007770010856421918
Position 8902: 0.0007518339943661488
Position 1088: 0.00048767492631301545
Position 1835: 0.0004616622518842317
Position 553: 0.0004334673107999736
Position 2291: 0.0003728363241492226
Position 1155: 0.00035360258159060446
Position 1565: 0.00030787259092072207
Position 8140: 0.0002976895546117854
Position 418: 0.00027190512736433123
Position 2465: 0.00026500116123705713
Position 2333: 0.00026348588305633144
Position 1759: 0.0002514638241285261
Position 358: 0.00018060474464704333
Position 2635: 0.0001669233984150485
Position 2840: 0.00015727203009790694
Position 1051: 0.0001211151254931534
Position 2985: 0.00010413017435456267
Position 396: 9.038811768971734e-05
Position 2603: 8.487991028386596e-05
Position 6489: 8.32268375775163e-05
Position 377: 8.283186653357152e-05
Position 2531: 8.024106761465032e-05
Position 2709: 7.540025860604596e-05
Position 485: 7.331313689730302e-05
Position 305: 5.603161754494886e-05
Position 2079: 4.8034626421808584e-05
Position 2948: 4.486496533696327e-05
Position 1583: 4.095703416603606e-05
Position 1652: 3.894248543804032e-05
Position 1660: 2.6831743478989624e-05
Position 4308: 2.6326472432929316e-05
Position 1314: 2.3470315319223593e-05
Position 8498: 2.1612847653096588e-05
Position 5111: 1.7541644332198914e-05
