Gene = SUSD3
index = 1359
Annotated 5SS: [  124 17266 19287 20896]
Annotated 3SS: [17076 19138 20763 25829]
SMsplice 5SS: [  124  3755 17266 19287 20896]
SMsplice 3SS: [ 3654 17076 19138 20763 25829]
top_k =  500
Partition function (log Z): -7.084670607328881

Sorted 5' Splice Sites (High to Low Probability):
Position 17266: 0.9996104312877446
Position 124: 0.9939189085308584
Position 19287: 0.872277587038177
Position 20896: 0.5460511138764228
Position 10442: 0.4850922200311418
Position 7059: 0.4613195779772394
Position 3755: 0.44727924803412367
Position 5903: 0.3474365224246493
Position 3687: 0.25377930090963347
Position 20912: 0.19460238928651832
Position 4962: 0.19146566260663023
Position 11989: 0.15072271879590113
Position 9445: 0.11388776545668457
Position 20852: 0.04421583682448059
Position 3531: 0.04080550067169158
Position 2456: 0.03708488367852214
Position 3759: 0.03506545032751047
Position 3518: 0.03199136778188053
Position 22452: 0.030854852242998502
Position 15582: 0.028666905537738797
Position 25945: 0.02826579163381559
Position 3869: 0.024672658957258845
Position 23340: 0.02350199643220777
Position 24301: 0.019831381803454493
Position 22790: 0.01669203034063315
Position 1370: 0.016521290633068526
Position 22817: 0.013034276138908448
Position 22735: 0.012093385341053814
Position 20906: 0.011839473952820593
Position 24942: 0.01168311258861764
Position 2452: 0.008042193261300064
Position 2393: 0.006842337211504103
Position 4709: 0.00470059411646103
Position 1587: 0.003757153868403444
Position 4237: 0.003596367488180353
Position 1893: 0.003131224883856051
Position 3338: 0.002919225223178379
Position 2703: 0.0021131462020997464
Position 5484: 0.0018667278959919236
Position 3136: 0.0017181285462031643
Position 1122: 0.0015729019997337253
Position 4835: 0.001555744809858185
Position 3153: 0.0014668592978518804
Position 4971: 0.001341665568593448
Position 3399: 0.0011502408417304682
Position 3991: 0.0010502225677210683
Position 2342: 0.0009582484299877112
Position 149: 0.0009355434944693547
Position 1787: 0.0007371049173872596
Position 1691: 0.0006312670957825081
Position 2509: 0.0004779674148571208
Position 1139: 0.00046010185935035393
Position 495: 0.000438586743422095
Position 3849: 0.00041922768498849636
Position 22092: 0.00033457360863513677
Position 17190: 0.00026181456860458434
Position 3458: 0.00026055208336469595
Position 2913: 0.00024332793784548454
Position 548: 0.00021694309794179537
Position 997: 0.0001801543268481833
Position 2072: 0.00017357909337980076
Position 2716: 0.0001691352597497855
Position 4143: 0.00016556191477138212
Position 217: 0.00016098112155505797
Position 2731: 0.000148831377545139
Position 2623: 0.00014849773861600827
Position 2532: 0.00014435265779348403
Position 1011: 0.00013681134356549404
Position 3249: 0.00013441782814960926
Position 1935: 0.0001121900208431375
Position 221: 0.00010100286488752583
Position 793: 0.00010074814535676447
Position 4339: 9.620868759703954e-05
Position 1749: 7.027832747366205e-05
Position 4779: 6.962897785748977e-05
Position 2747: 6.61979851299471e-05
Position 384: 6.281693068149653e-05
Position 637: 6.237782033044897e-05
Position 1777: 6.077176058064369e-05
Position 1329: 5.9052038896836953e-05
Position 917: 5.335201422413786e-05
Position 20764: 3.1687965202762384e-05
Position 1802: 1.6753658267359526e-05
Position 5294: 5.204832463567987e-06
Position 645: 2.7416149969072853e-07
Position 198: 1.8535309954669864e-08
Position 630: 9.907931042682159e-09
Position 93: 7.503627738612057e-09
Position 141: 6.9193193929700044e-09
Position 570: 5.845439093834401e-09
Position 752: 3.953214400120715e-09
Position 319: 3.1518239779797213e-09
Position 467: 1.11751264802311e-09
Position 672: 1.1156882960188206e-09
Position 393: 4.92335547870165e-10
Position 367: 4.30173251425276e-10
Position 61: 2.53079365893692e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 17076: 0.9999842059246019
Position 25829: 0.918958602287998
Position 19138: 0.8103773408190158
Position 20763: 0.7885595471981673
Position 3654: 0.7602229340546167
Position 10327: 0.4850951279257961
Position 6933: 0.4598785374316849
Position 5779: 0.31907100563695634
Position 4866: 0.19274430042598145
Position 11871: 0.10018384307858377
Position 3374: 0.06571030292090115
Position 19045: 0.06192215382068683
Position 22630: 0.05167719016168527
Position 11927: 0.05053887571731745
Position 9311: 0.048085450303945516
Position 22194: 0.04185081552451274
Position 9255: 0.037955270183186916
Position 24040: 0.03262043404568716
Position 2392: 0.03189726555247671
Position 15446: 0.028666905537738797
Position 9394: 0.027847044969552162
Position 23219: 0.02465778547595008
Position 24892: 0.02208609986624419
Position 2218: 0.021275756057127553
Position 5814: 0.021084646668464473
Position 26418: 0.01775892158079115
Position 21091: 0.014491655548897822
Position 23393: 0.009783464078423718
Position 1267: 0.008493611296230478
Position 26035: 0.008402233476767986
Position 20716: 0.006448506154254134
Position 5853: 0.005322291087328058
Position 20672: 0.005311119655690058
Position 3197: 0.003452873207971996
Position 1079: 0.0031290659076354836
Position 1708: 0.0031256602962812883
Position 3426: 0.0026875963675037054
Position 4653: 0.002501673129859621
Position 3281: 0.002448594098439797
Position 26139: 0.002104636576256446
Position 2992: 0.0018928096290190273
Position 2592: 0.0017734197491591638
Position 5366: 0.001756966332152975
Position 22016: 0.00172045743736527
Position 21869: 0.0017129380195668859
Position 3354: 0.0016601495047928348
Position 5811: 0.0016568680453522382
Position 4046: 0.0016549224830298248
Position 1534: 0.0016456935628855495
Position 3243: 0.0014655617003838078
Position 6680: 0.0014421432904344561
Position 20113: 0.0012976221139801467
Position 4142: 0.0012499131338993543
Position 4408: 0.001178499459007496
Position 3017: 0.001168667837089928
Position 1319: 0.0011001052823310486
Position 4590: 0.0009279378382727133
Position 22809: 0.0008736740838503559
Position 3240: 0.0008423014360620166
Position 1263: 0.0007647277460420022
Position 19391: 0.0007323957939401967
Position 4633: 0.0006272977602134474
Position 2568: 0.000600197238911531
Position 1631: 0.0005799836343245804
Position 3866: 0.0005545714226029736
Position 2223: 0.000495444484947343
Position 4660: 0.00046542709204572226
Position 18675: 0.00046321116309516156
Position 3969: 0.0004186252287864379
Position 1613: 0.0004130448435370846
Position 4475: 0.00038339674242379983
Position 1277: 0.00036455858209421724
Position 3403: 0.00035292430531848627
Position 19570: 0.0003524601409843184
Position 1369: 0.00034944520023993405
Position 1353: 0.0003437338586761525
Position 284: 0.0003177913086349793
Position 1186: 0.0003167597907725466
Position 1200: 0.00031371889826147903
Position 4610: 0.00030556563077195674
Position 5602: 0.0003015941723298958
Position 784: 0.00030088123138871507
Position 21844: 0.00029855777120710845
Position 17412: 0.00029034713667052607
Position 21142: 0.00027658051590252297
Position 4068: 0.0002376306839789207
Position 2742: 0.00023351920196521594
Position 1758: 0.00019467486062150322
Position 1658: 0.0001910063594563025
Position 3071: 0.00017129955537824795
Position 1566: 0.00015204013436203172
Position 844: 0.00014955454252124235
Position 3135: 0.00014853000331027988
Position 2397: 0.00012997326733287323
Position 1423: 0.00011949894328062782
Position 734: 0.00011919018003398928
Position 876: 0.00011873486515858462
Position 595: 0.00011687761473067896
Position 5293: 0.00011145036357303138
Position 1457: 9.323420127072706e-05
Position 1669: 9.021918713503178e-05
Position 20137: 8.494630780427158e-05
Position 250: 7.794974852139613e-05
Position 281: 7.536421706070572e-05
Position 1099: 7.125590200886546e-05
Position 3035: 6.943129473352096e-05
