Gene = PSMA5
index = 1085
Annotated 5SS: [   50  4492 11115 13284 14275 14475 15341 16424]
Annotated 3SS: [ 4424 10987 13215 14166 14415 15237 16336 24260]
SMsplice 5SS: [   50 10488 11115 11541 14275 15341 16424]
SMsplice 3SS: [10309 10987 11446 14166 15237 16336 24260]
top_k =  500
Partition function (log Z): 0.9086165169696976

Sorted 5' Splice Sites (High to Low Probability):
Position 16424: 0.9835099905247477
Position 14275: 0.9690762215479021
Position 15341: 0.947272249656545
Position 11541: 0.7101478286318803
Position 11115: 0.6981794796900946
Position 10488: 0.6927172147483505
Position 14475: 0.6214440315035152
Position 50: 0.5744906130404591
Position 4492: 0.4537918523806409
Position 10928: 0.3240099719962455
Position 21129: 0.27254339997618154
Position 11929: 0.23866255117668972
Position 10369: 0.22174251150016744
Position 13284: 0.21364258282303275
Position 303: 0.20200846232704175
Position 11925: 0.17478601277588168
Position 24039: 0.15544875095080718
Position 21116: 0.14862199109654156
Position 24435: 0.1290205005534642
Position 13367: 0.12892149358433405
Position 1026: 0.11439992852044358
Position 271: 0.10336725340212222
Position 3436: 0.06428659930428451
Position 74: 0.06341830401332207
Position 16220: 0.04749798315153228
Position 4122: 0.042982469547679196
Position 6073: 0.04012838763567994
Position 41: 0.030821299474156728
Position 10715: 0.030489824783567827
Position 14267: 0.030279842620580998
Position 14923: 0.02552214105810407
Position 12964: 0.0247105157767054
Position 455: 0.02237617300836512
Position 664: 0.02169292086639898
Position 87: 0.021152650355164428
Position 15943: 0.017509133346259226
Position 10528: 0.016772997595396535
Position 8838: 0.01411270415471827
Position 13661: 0.013260652013808848
Position 14570: 0.01205780237982795
Position 16132: 0.011667569945676366
Position 25150: 0.010407061927145075
Position 10963: 0.01020713760613618
Position 1005: 0.009846772661183006
Position 15696: 0.009523676978644572
Position 13485: 0.008964241145045737
Position 6944: 0.008943970841536539
Position 10936: 0.008762492940651782
Position 15820: 0.007916792051941571
Position 10932: 0.007863084129683487
Position 15931: 0.007292890110391324
Position 5919: 0.006893322900971264
Position 9929: 0.005996157081295673
Position 11787: 0.005969961939299077
Position 24321: 0.005943678489965588
Position 16879: 0.0047876822808529075
Position 392: 0.004504444847702981
Position 4513: 0.004215473292519895
Position 314: 0.004202234345247182
Position 9044: 0.004000620878581615
Position 22831: 0.0037915479030867795
Position 8297: 0.003287081012945407
Position 15861: 0.003154909683799836
Position 12940: 0.003080224813151483
Position 15902: 0.0029948220257800177
Position 11675: 0.002852479269987318
Position 296: 0.0027320114913633904
Position 13216: 0.0023596809972496373
