Gene = FKTN
index = 558
Annotated 5SS: [   36 15617 17008 38528 43219 46363 49822 57278 59963 61932]
Annotated 3SS: [15524 16814 38467 43014 46084 49688 57147 59828 61803 76920]
SMsplice 5SS: [   41 12768 16203 17008 38528 40054 43219 46363 49822 59963 61963]
SMsplice 3SS: [12620 16067 16814 38467 39955 43014 46084 49688 59828 61803 76920]
top_k =  500
Partition function (log Z): -33.46781896891621

Sorted 5' Splice Sites (High to Low Probability):
Position 12768: 0.9243644685518434
Position 17008: 0.8734112933752604
Position 16203: 0.8440948973355233
Position 23076: 0.3342586355379339
Position 466: 0.28791584451351676
Position 41: 0.26465732230321565
Position 36: 0.2559468716131952
Position 19132: 0.23092882212881155
Position 16573: 0.18912483922806222
Position 980: 0.18300226034153244
Position 4132: 0.14019244359664154
Position 16886: 0.13884004200681574
Position 92: 0.12876635705549147
Position 14587: 0.12683452407185297
Position 16149: 0.1021770444233791
Position 13144: 0.059108930990268566
Position 20687: 0.05667503908327178
Position 19466: 0.042950054896145014
Position 12742: 0.037927360883063616
Position 12723: 0.03767956656386605
Position 22668: 0.03657293732279071
Position 3610: 0.03357424386188336
Position 13133: 0.032984783507712966
Position 16762: 0.03285864666282292
Position 5729: 0.03233493898506601
Position 3602: 0.027480144158692203
Position 6412: 0.02686347865814058
Position 6183: 0.02506993061817735
Position 19762: 0.02070154450119598
Position 9794: 0.019694561007144815
Position 23719: 0.017536202624906953
Position 282: 0.013833645802724
Position 56: 0.013349439978289685
Position 17485: 0.0115574290327473
Position 160: 0.011055378038642174
Position 23276: 0.007009668895353845
Position 22171: 0.006721260808909784
Position 21969: 0.001465540682797665
Position 578: 0.0011092526288312824
Position 3313: 0.0009379712910266167
Position 60: 0.0008804666776320338
Position 3561: 0.0006489376057370506
Position 312: 0.0006458676165913144
Position 3565: 0.0004356551665941512
Position 2074: 0.00026998938342004267
Position 200: 0.00025624301748295906
Position 1191: 0.0001713790408339949
Position 74: 0.00014444000293120087
Position 31: 7.661537661803936e-05
Position 346: 5.723329574009642e-05
Position 210: 5.462144011119305e-05
Position 232: 3.5858646339338693e-05
Position 110: 1.0026173054225345e-05
Position 416: 4.863947434631992e-06
Position 229: 2.944110909639883e-06
Position 372: 2.4199680700292562e-06
Position 352: 1.6001664884267834e-06
Position 26: 8.789840410295809e-07
Position 335: 2.705599433948242e-07
Position 948: 1.9479385711241393e-07
Position 1596: 5.976343228962707e-08
Position 251: 5.5790186849277014e-08
Position 608: 2.8050183894626344e-08
Position 338: 1.425204643112864e-08
Position 399: 1.0908888503316683e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 12620: 0.9687737595408425
Position 16067: 0.946609760247702
Position 16814: 0.8623933672098526
Position 22995: 0.4935320327817947
Position 18985: 0.2325975639516079
Position 23512: 0.16627914544152694
Position 22386: 0.12333579653838316
Position 14435: 0.12082776531203632
Position 16305: 0.10302330960356938
Position 3951: 0.09813392658282122
Position 23241: 0.084449251052275
Position 19502: 0.07789712787343547
Position 12993: 0.07551847604786435
Position 22108: 0.06798393510333217
Position 16974: 0.06663446110519841
Position 19324: 0.060540284518008074
Position 16849: 0.05951947080894066
Position 3429: 0.05758902386411245
Position 16687: 0.05604360562262481
Position 6126: 0.05194899981835847
Position 16401: 0.05027408098966143
Position 27388: 0.049516755741442736
