Gene = PIK3R4
index = 1030
Annotated 5SS: [  512  2344 10961 13282 16522 18367 23416 28441 30434 38539 39882 41269
 43107 56340 60619 62580 65339 65853 66217]
Annotated 3SS: [ 1564 10826 12698 16386 18144 23241 28294 30229 38336 39693 41057 42940
 56174 60406 62447 65237 65763 66107 67343]
SMsplice 5SS: [  212 10142 13282 16522 23136 23416 28441 43107 56340 60619 62580 64038
 65339 66217]
SMsplice 3SS: [10001 13108 16386 22997 23241 28294 42940 56174 60406 62447 63928 65237
 66107 66771]
top_k =  500
Partition function (log Z): -16.47462774182549

Sorted 5' Splice Sites (High to Low Probability):
Position 13282: 0.9887556580787424
Position 23416: 0.9491779447114272
Position 212: 0.9477108202752167
Position 28441: 0.9095822271100709
Position 10142: 0.8359389105627457
Position 16522: 0.7552472555881182
Position 43107: 0.6848224132990663
Position 2344: 0.6643688495991186
Position 3083: 0.6275281205961858
Position 23136: 0.6020556353018599
Position 512: 0.589911400960265
Position 15222: 0.5078924823393338
Position 5697: 0.4508426648122436
Position 38539: 0.4346870145237178
Position 10961: 0.4029222951130278
Position 6353: 0.35839900632440724
Position 10386: 0.3370006264350652
Position 18046: 0.32774748814301485
Position 18516: 0.28098672511272543
Position 23110: 0.26539646481033013
Position 41408: 0.25357815868235445
Position 17642: 0.2525078787917491
Position 18367: 0.22819186136048852
Position 10521: 0.22176851667236938
Position 13560: 0.21755085409911357
Position 3323: 0.14031910384782076
Position 4588: 0.12297657824297872
Position 9097: 0.08573343312255473
Position 4617: 0.08329615804274483
Position 30434: 0.08252342126437366
Position 15210: 0.07563261045119637
Position 6396: 0.07536348071873777
Position 24629: 0.06861980296194982
Position 15369: 0.06729650033154423
Position 14650: 0.06672057225695252
Position 471: 0.06258726090533243
Position 4045: 0.055132088596881235
Position 30272: 0.044252004628301575
Position 15482: 0.042025367780482874
Position 23019: 0.03604933290377153
Position 24926: 0.03362155419834309
Position 596: 0.0334241588902873
Position 23660: 0.02535444748416061
Position 28226: 0.0246265163371089
Position 1770: 0.02272211781395425
Position 23356: 0.02118948152166828
Position 23474: 0.02067438692939244
Position 4840: 0.016968386687744485
Position 535: 0.014327430016474477
Position 695: 0.012849052551712838
Position 15522: 0.012321055002556883
Position 126: 0.010313156699750192
Position 1163: 0.009928956039484961
Position 25459: 0.009681143444964955
Position 2070: 0.009357081127957315
Position 2579: 0.008245974993743861
Position 27567: 0.008158766712214627
Position 27631: 0.007028502132635327
Position 18071: 0.006512638052779162
Position 242: 0.005502552768415245
Position 1922: 0.004807803406687143
Position 24087: 0.003663586884773518
Position 3285: 0.0034761481400889466
Position 3: 0.0034180528058016827
Position 2040: 0.0020654050596951344
Position 450: 0.0017937953129898174
Position 2094: 0.0017670822036185904
Position 1347: 0.0009439857504636783
Position 28611: 0.0009206337565981209
Position 540: 0.0003215779148640997
Position 61: 0.000300522834929193
Position 84: 0.000294886498413336
Position 2224: 0.00026831263099513813
Position 2352: 0.00016104719822012376
Position 1758: 0.00015320567772195262
Position 1068: 0.0001479060415128709
Position 1599: 0.00010830835831921701
Position 156: 9.929866370496445e-05
Position 1337: 7.579868016944154e-05
Position 1209: 7.409375683705792e-05
Position 16491: 7.13142725598933e-05
Position 16613: 7.005159292029341e-05
Position 123: 5.1806917317013505e-05
