Gene = FCMR
index = 551
Annotated 5SS: [  181  8240  9070 10269 11789 12274 12537]
Annotated 3SS: [ 7903  8955 10045 11657 12129 12477 16850]
SMsplice 5SS: [  181  9070 11789 12537]
SMsplice 3SS: [ 8955 11657 12477 16850]
top_k =  500
Partition function (log Z): -2.0781219801688313

Sorted 5' Splice Sites (High to Low Probability):
Position 181: 0.9857290156387999
Position 11789: 0.9774110510322712
Position 12537: 0.765461167067512
Position 9070: 0.613999869749483
Position 12274: 0.43881417328971645
Position 3962: 0.27898929692149976
Position 8240: 0.266287347236816
Position 10269: 0.23824074733747558
Position 1180: 0.22954990913527595
Position 8137: 0.1882874137692349
Position 13488: 0.17042263848207184
Position 4491: 0.14098346116555782
Position 9099: 0.13093380766115667
Position 9090: 0.12927630625232606
Position 14218: 0.09633818680865654
Position 13986: 0.07076141974651982
Position 15698: 0.06123603310200149
Position 12024: 0.05772063445765419
Position 5969: 0.0550242262920686
Position 12972: 0.04944393252783068
Position 6727: 0.049332549393782434
Position 2833: 0.03762166362403754
Position 9103: 0.03648575788608269
Position 2127: 0.03120606054905968
Position 13784: 0.03023082908180137
Position 12358: 0.02622085880395725
Position 360: 0.025517277003239015
Position 8050: 0.02374378546203741
Position 9311: 0.023697929769883982
Position 7939: 0.023675111600699093
Position 15008: 0.02229017439922667
Position 14185: 0.021959814793045127
Position 14167: 0.020810921095272997
Position 9435: 0.018551096007589758
Position 14620: 0.017497369841238685
Position 1669: 0.0169564837886086
Position 10151: 0.015466886502794772
Position 9604: 0.015117152275319273
Position 3439: 0.014925456432809285
Position 15342: 0.013155789196215906
Position 13952: 0.013019155259523145
Position 11807: 0.012465534254666292
Position 17193: 0.011711211432209014
Position 16905: 0.009557039486724067
Position 4022: 0.009371593475423943
Position 14078: 0.008703161878558241
Position 11325: 0.006860030899604076
Position 8042: 0.006276792156667227
Position 9060: 0.006019697401234944
Position 7005: 0.005841151197777536
Position 7996: 0.005508726724904618
Position 9636: 0.004891527599791201
Position 13313: 0.00411748997005287
Position 3222: 0.003206471869025668
Position 77: 0.0026867794091439273
Position 7162: 0.002243920757495768
Position 7063: 0.002046510846500487
Position 658: 0.001733676150355778
Position 329: 0.0007102234378086877
Position 2120: 0.0005471580817679037
Position 2868: 0.0003374671710096567
Position 1022: 0.00031171107706848733
Position 705: 0.00019906226077425312
Position 253: 0.00017954099876253788
Position 1369: 0.00015955780196736814
Position 682: 0.00011546145113704964
Position 953: 0.00011513096868979476
Position 334: 9.766165928836221e-05
Position 405: 8.767987094200619e-05
Position 2804: 8.759816987370778e-05
Position 2338: 8.52823970232461e-05
Position 1079: 7.22309954595933e-05
Position 185: 5.3245594214187515e-05
Position 660: 5.1951326740267144e-05
Position 13250: 3.024716113200967e-05
Position 237: 2.4691932840322404e-05
Position 475: 6.6480488284868985e-06
Position 3005: 5.552164836674433e-06
Position 190: 1.7986872671834099e-06
Position 88: 2.407832776623317e-07
Position 69: 1.6195346723662193e-07
Position 62: 1.1598904087007353e-07
Position 28: 1.0041462200621241e-07
Position 523: 7.83604362851103e-08
Position 86: 5.7669903850762696e-08
Position 287: 4.15023910367627e-08
Position 439: 2.3864021909292563e-09
Position 507: 1.2869212643098672e-09
Position 52: 5.230115004423525e-10
Position 11: 1.925224061003761e-10
Position 21: 1.0441185041721782e-10
Position 290: 8.224073119009493e-12
Position 270: 3.1442615393567017e-12
Position 336: 1.2388532738826634e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11657: 0.9917837735754406
Position 16850: 0.9064031250445599
Position 8955: 0.7919604250919722
Position 12477: 0.7615733032619639
Position 7903: 0.43586898721726286
Position 3874: 0.27209995069530146
Position 12139: 0.2179174308941696
Position 10045: 0.20212460276114663
Position 11972: 0.1819903244401374
Position 1092: 0.16315247317417977
Position 4444: 0.10013046619117744
Position 8839: 0.09902194221706033
Position 14048: 0.09865091500976512
Position 13312: 0.09523506155316554
Position 8131: 0.07638426339516463
Position 13915: 0.07287449846470066
Position 13880: 0.07078474694739188
Position 12129: 0.05282480318887565
Position 10186: 0.05158303107912361
Position 6644: 0.04933254939378243
Position 12163: 0.04450348108264973
Position 13395: 0.04379312085164435
Position 13641: 0.04005235457295851
Position 2701: 0.03599977056718867
Position 4361: 0.034179199426379606
Position 9208: 0.03299515658420707
Position 12768: 0.027460331288635943
Position 5840: 0.025473583942924816
Position 1003: 0.02544532818171559
Position 1966: 0.02292878825316765
Position 12720: 0.022441593910179497
Position 14239: 0.02079443252219903
Position 9438: 0.02000867987511049
Position 9029: 0.01988251289200611
Position 15466: 0.01958276505541156
Position 14503: 0.018311106970658946
Position 15644: 0.01730940705800132
Position 15567: 0.016482522943582135
Position 3790: 0.016260939701622255
Position 12235: 0.01616219274593117
Position 1022: 0.015456342116799872
Position 13362: 0.015048294100835422
Position 1550: 0.014839913615575163
Position 15195: 0.014105248915126831
Position 14799: 0.013326841012260377
Position 3379: 0.01227828912742083
Position 1125: 0.01214748711737459
Position 13157: 0.011869414615576354
Position 17302: 0.011711211432209028
Position 5809: 0.011199092639747239
Position 14952: 0.010075622214406492
Position 287: 0.009878839511055677
Position 9310: 0.009253869193266684
Position 14119: 0.009032508176375909
Position 5784: 0.008549674702774599
Position 13435: 0.008509688447186808
Position 13852: 0.007864224987697871
Position 16889: 0.007590342981053509
Position 800: 0.007499260720711567
Position 15492: 0.007496529177130758
Position 5699: 0.00748652901216312
Position 11261: 0.006860030899604076
Position 6902: 0.006785464287289966
Position 17007: 0.00646531190369587
Position 8761: 0.005850558749244355
Position 3102: 0.005807997266802679
Position 17076: 0.005691391752186893
Position 12483: 0.005621106805076821
Position 15667: 0.005548064949770328
Position 4364: 0.005493313425853391
Position 11977: 0.005352982142871511
Position 305: 0.004812074665896811
Position 2030: 0.004485563828086335
Position 6859: 0.0033461185144838244
Position 16648: 0.0031727256051136254
Position 1038: 0.002941369099243587
Position 12536: 0.0027755430430551186
Position 1883: 0.0025573000037630426
Position 5888: 0.002315345994458816
Position 13815: 0.0022884196888048646
Position 13656: 0.002064577777519837
Position 943: 0.0016055544261809303
Position 8237: 0.0015259263379313979
Position 16115: 0.0014276299294173425
Position 1432: 0.0012733148561001125
Position 4224: 0.0011804821221473773
Position 1990: 0.001128745974947268
Position 12273: 0.0011102374658619992
Position 262: 0.0010999032186471466
Position 2648: 0.0008336269905369032
Position 11895: 0.0008009877033444162
Position 14269: 0.0007316414747556963
Position 2781: 0.0007300370006900249
Position 12023: 0.0007193369308251227
Position 1546: 0.0006784974841179445
Position 256: 0.0005811149719208222
Position 13193: 0.0004912374829256581
Position 12376: 0.0004895794363649266
Position 564: 0.0004491570502081728
Position 12807: 0.00037821513138673314
Position 310: 0.0003135051640470434
Position 590: 0.0002703057758302126
Position 1052: 0.0002637902998323486
Position 1132: 0.00025254902370529806
Position 1104: 0.00022218403402002974
Position 2803: 0.0001908573770229432
Position 13190: 0.00016609781075194814
Position 2046: 0.00015494391069829322
Position 1302: 0.00015371510531584273
Position 383: 0.00015068199815499825
Position 2058: 0.00015006350985467386
Position 13243: 0.0001401846625883885
Position 400: 0.00013093138786662603
Position 862: 0.00012218393000801956
Position 1501: 0.00011951225754787814
Position 2038: 0.0001190713469560843
Position 2408: 0.00011230348188818532
Position 865: 0.00011132647872466885
Position 13943: 0.0001044767861855064
Position 12744: 9.806123640758926e-05
Position 13111: 9.599919222548529e-05
Position 2569: 9.239430276097316e-05
Position 2064: 8.648248009083693e-05
Position 180: 7.663099378881405e-05
Position 424: 7.254933507331363e-05
Position 752: 6.961580075562345e-05
Position 1252: 6.211443184991232e-05
Position 2595: 5.3796937910225e-05
Position 12510: 5.08114429289092e-05
Position 1973: 4.97658220764977e-05
Position 811: 4.663604768272009e-05
Position 3133: 4.564190761144515e-05
Position 1853: 4.003265496311224e-05
Position 2707: 3.3644706856420535e-05
Position 12895: 3.2995371911950027e-05
Position 2082: 3.01037511063057e-05
Position 2249: 2.9469283735376762e-05
Position 566: 2.240405754125003e-05
Position 2171: 1.6806895154813438e-05
Position 2277: 1.6515907766949805e-05
Position 633: 1.3971199830734556e-05
Position 498: 1.3433537285126995e-05
Position 2336: 1.0555021965545324e-05
Position 657: 9.287322811241203e-06
Position 404: 6.0658400383762065e-06
Position 460: 5.445980062903925e-06
Position 729: 4.170680345138328e-06
Position 542: 3.266946297970962e-06
Position 2909: 3.1051017861820406e-06
Position 616: 2.589450784651528e-06
Position 2318: 2.5221005809929843e-06
Position 1318: 2.200161665895702e-06
Position 1761: 1.650660445814285e-06
Position 507: 1.632238940266591e-06
Position 1789: 1.5950982217277967e-06
Position 2429: 1.3127714424677493e-06
