Gene = DNAJC8
index = 457
Annotated 5SS: [  105  4104 18086 22455 23054 24684 27768 29279]
Annotated 3SS: [ 4001 18028 22387 22958 24611 27675 29202 31654]
SMsplice 5SS: [  105  4104 18086 23054 24684 27768 29279 31770]
SMsplice 3SS: [ 4001 18028 22958 24611 27675 29202 31654 31996]
top_k =  500
Partition function (log Z): -0.6231218771211255

Sorted 5' Splice Sites (High to Low Probability):
Position 18086: 0.9999999999799979
Position 4104: 0.997182979236897
Position 31770: 0.9849871897147192
Position 29279: 0.9651091637117177
Position 23054: 0.8721392713877871
Position 27768: 0.8064197494186127
Position 24684: 0.8041991131094344
Position 2895: 0.4915333393983874
Position 105: 0.4830602329619948
Position 15861: 0.36559942790447664
Position 7534: 0.2267842797279382
Position 100: 0.17585830747486922
Position 11323: 0.12587022418654156
Position 29626: 0.09489461116589588
Position 116: 0.08522213152836575
Position 245: 0.07964012309716638
Position 24297: 0.07452276839883154
Position 31577: 0.07049651012972878
Position 29994: 0.06042416903230206
Position 11587: 0.05127808427637333
Position 329: 0.03841980969656712
Position 628: 0.03629421775587159
Position 690: 0.02733533772639205
Position 583: 0.022827491079585746
Position 29292: 0.022427677142079987
Position 29904: 0.021574397651358684
Position 28764: 0.021205422605203625
Position 27924: 0.019911289113724258
Position 336: 0.01781257294330958
Position 249: 0.01708876528037745
Position 916: 0.011767959498882935
Position 29825: 0.011261321897223904
Position 29762: 0.010216216974159701
Position 29435: 0.008663577464679901
Position 606: 0.007642165557156092
Position 10319: 0.007095397205383794
Position 28740: 0.00708662240797899
Position 2866: 0.007068836069281256
Position 3038: 0.005716719945455086
Position 31497: 0.0051268206118299875
Position 31787: 0.004876137921347836
Position 708: 0.004534689171238668
Position 237: 0.004439158476614375
Position 2447: 0.004368718823686022
Position 378: 0.004125228438551624
Position 3514: 0.0039335326146137505
Position 6375: 0.0035186220067173345
Position 24739: 0.0031590507251640166
Position 29910: 0.0031232405871645793
Position 31754: 0.0027712985715995517
Position 1058: 0.0025059383890712016
Position 29162: 0.0019759634389274966
Position 350: 0.0017793448417991132
Position 338: 0.0016782703018553265
Position 32088: 0.0015430275053807656
Position 1038: 0.0013133058331876951
Position 7546: 0.0011987288971656328
Position 2659: 0.001179448220723303
Position 22455: 0.0011131418374824922
Position 2309: 0.0009744458778063787
