Gene = SPDYE5
index = 1309
Annotated 5SS: [ 583 1749 3283 4375 5696 8135 8362]
Annotated 3SS: [1529 3051 4315 5609 7740 8256 9211]
SMsplice 5SS: [ 583 7839 8135]
SMsplice 3SS: [7740 7993 8256]
top_k =  500
Partition function (log Z): -4.596482522708143

Sorted 5' Splice Sites (High to Low Probability):
Position 583: 0.9208103121960497
Position 7839: 0.8739040249427346
Position 8135: 0.7412983871174266
Position 8362: 0.4993265046342167
Position 5696: 0.39861525871256503
Position 4375: 0.38280491360095964
Position 240: 0.20225593979788928
Position 144: 0.13727488704909918
Position 3283: 0.11081771960471216
Position 327: 0.09734575813963803
Position 8382: 0.0777394720398551
Position 7625: 0.06638693739233015
Position 1749: 0.05397363917323635
Position 7914: 0.022217499468681345
Position 8627: 0.022165652001105974
Position 3156: 0.02016660548089485
Position 9039: 0.020162531363901767
Position 448: 0.01953734828073312
Position 3384: 0.014102903943131727
Position 536: 0.01318989780510955
Position 8139: 0.011290417397285457
Position 8759: 0.010680242934350727
Position 8793: 0.009106214554116464
Position 5501: 0.008942069094396132
Position 137: 0.0075937724123603095
Position 8572: 0.006261065486552875
Position 9013: 0.005101600895066748
Position 3471: 0.005025060837482022
Position 645: 0.004961251485495014
Position 607: 0.004799460776027656
Position 6391: 0.004624339414707871
Position 302: 0.004539226704007202
Position 1851: 0.004228482998017519
Position 1652: 0.003908731578951513
Position 8343: 0.003503604431387835
Position 7989: 0.00321878264332625
Position 552: 0.0031090125443418238
Position 6088: 0.0026797510445167694
Position 23: 0.002260348881067591
Position 9077: 0.001999213910590937
Position 7804: 0.001594137153808373
Position 8825: 0.0013293731561003245
Position 708: 0.0012173996248240845
Position 6972: 0.000874057432565024
Position 9064: 0.00043243045527697886
Position 953: 0.00039790606519469476
Position 214: 0.00032077166671901254
Position 316: 0.00031623938635655017
Position 2473: 0.0002543047523879345
Position 8163: 0.0002387356993336483
Position 8935: 0.00020907526143574772
Position 8070: 0.0001674393193747916
Position 1939: 9.966848648499033e-05
Position 7855: 9.92909885744586e-05
Position 299: 7.57739207856405e-05
Position 207: 7.345140238253838e-05
Position 106: 7.188631928094316e-05
Position 232: 4.750388525596939e-05
Position 922: 3.371650379990112e-05
Position 1482: 3.138839271098506e-05
Position 929: 2.7220276503797716e-05
Position 7920: 2.0859669779246044e-05
Position 443: 2.0708570472052425e-05
Position 1203: 2.0176988517036298e-05
Position 740: 1.3313201110631225e-05
Position 1080: 9.38273756419888e-06
Position 63: 9.29962538914441e-06
Position 111: 8.400813511859364e-06
Position 569: 8.328722254594311e-06
Position 555: 7.681279395380251e-06
Position 985: 4.980399451289747e-06
Position 864: 3.5053891198186675e-06
Position 343: 9.167764312470564e-07
Position 153: 2.6576066212532767e-07
Position 763: 2.1921293440972343e-07
Position 216: 1.3528869270834189e-08
Position 408: 1.9724531056216622e-10
Position 406: 1.4802330063534025e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 7740: 0.9611083225529387
Position 8256: 0.8581549360388239
Position 9211: 0.44915382136821574
Position 5609: 0.3542991862716237
Position 7993: 0.25074609616932947
Position 4315: 0.20501453646855233
Position 403: 0.16326185895700376
Position 8749: 0.15583495901644395
Position 367: 0.11957639796819924
Position 3082: 0.11457304977996977
Position 7918: 0.10846036512492235
Position 406: 0.09399339853306256
Position 8005: 0.09205675317356693
Position 4129: 0.07855592626221564
Position 4166: 0.062163415592012626
Position 8009: 0.05810484928958614
Position 1560: 0.05499473015074235
Position 7953: 0.049448282462813235
Position 8316: 0.048423947871022895
Position 8536: 0.04086114058536763
Position 7930: 0.032687117886548905
Position 5569: 0.03164069765798136
Position 7719: 0.027951666391158377
Position 7934: 0.02756582124452052
Position 7485: 0.027265454588757704
Position 7528: 0.026481335325772445
Position 8239: 0.025221201783517094
Position 8065: 0.02426068880468102
Position 8954: 0.023787989610053843
Position 7959: 0.019217094452763865
Position 8846: 0.017744871169467845
Position 239: 0.01590373703087108
Position 3051: 0.015672978699713843
Position 4033: 0.013531153987452844
Position 5292: 0.012839793488812364
Position 7553: 0.01264014747780001
Position 3333: 0.01192540836929471
Position 503: 0.01043335267484536
Position 4092: 0.010193752683637956
Position 9167: 0.010125261817791881
Position 8262: 0.01000277245900058
Position 461: 0.007957938041365173
Position 3952: 0.006368733174438511
Position 9132: 0.0056861259901382155
Position 5631: 0.005325287272153579
Position 1529: 0.005164527815202796
Position 8080: 0.0049290000170078025
Position 6291: 0.004624339414707869
Position 548: 0.004343648835201847
Position 3100: 0.004125025219703937
Position 8448: 0.003426175963836047
Position 4106: 0.0031549088808451578
Position 5520: 0.0030379761534449125
Position 4334: 0.002886204024490027
Position 7676: 0.002804742583729527
Position 3212: 0.002490008043795305
Position 442: 0.002374340814384392
Position 8983: 0.0017206339006287047
Position 5897: 0.0015124245156965244
Position 9013: 0.0013121881993502962
Position 5856: 0.0011673265288202445
Position 416: 0.0009762497455822627
Position 6939: 0.0009361176256243299
Position 430: 0.0008875192947159426
Position 4077: 0.000821827213618417
Position 5369: 0.0006111091642963763
Position 1578: 0.0005918967482995416
Position 1797: 0.0005783560501203201
Position 9185: 0.0004363668775762388
Position 3104: 0.00039774925121813785
