Gene = RPL15
index = 1197
Annotated 5SS: [ 629 1487 2032]
Annotated 3SS: [1304 1894 2650]
SMsplice 5SS: [ 224 1487 2032]
SMsplice 3SS: [1427 1894 2650]
top_k =  500
Partition function (log Z): -2.919138003377876

Sorted 5' Splice Sites (High to Low Probability):
Position 2032: 0.9708623067167675
Position 1487: 0.8748128936342446
Position 224: 0.7563946650632255
Position 1305: 0.4047340965629555
Position 900: 0.11438641830080798
Position 1723: 0.10716740214606607
Position 1621: 0.07307717531011651
Position 695: 0.05049366231902213
Position 280: 0.0409433850661527
Position 629: 0.0355160667061262
Position 560: 0.02376964492540589
Position 1737: 0.022033984088250264
Position 2702: 0.01458621273994842
Position 1151: 0.010614132899220296
Position 724: 0.006910401073863908
Position 2735: 0.0059790966908109325
Position 1004: 0.005772894980632495
Position 3365: 0.0053078725209470224
Position 1550: 0.005199765777578188
Position 3516: 0.004637721989783122
Position 2962: 0.0045434772744075355
Position 2119: 0.004199678572303212
Position 735: 0.0038773024955365853
Position 3574: 0.002446491593351502
Position 1657: 0.002420088870615749
Position 1157: 0.002417519612376596
Position 2019: 0.002039470511473025
Position 3510: 0.0016033254399731767
Position 1631: 0.0015189329338829724
Position 2967: 0.001272739843281343
Position 917: 0.001227323120634075
Position 2706: 0.001093906344950504
Position 2365: 0.0010811640869555666
Position 1668: 0.0009585844123319177
Position 4031: 0.000933021637547406
Position 3459: 0.0008912496336792461
Position 1139: 0.0008892636772965027
Position 1387: 0.0008855479619095652
Position 922: 0.0008705645570390688
Position 751: 0.0007858075909408243
Position 3526: 0.0007286216911414113
Position 4260: 0.0006617315513116982
Position 912: 0.0005609578829588505
Position 1536: 0.0005595862179087653
Position 2078: 0.000558614069308694
Position 1048: 0.0005266151278797024
Position 4019: 0.0005134994383539052
Position 1121: 0.0003737899564380672
Position 1329: 0.0003231226072916297
Position 1183: 0.0002850383497577377
Position 2145: 0.00024506580345356256
Position 551: 0.00023430571804626866
Position 2282: 0.00019087869254556366
Position 228: 0.00018669083325933291
Position 1685: 0.00017817977807294027
Position 1179: 0.00017128670310104645
Position 2001: 0.0001697208866047455
Position 3608: 0.00015520229832743666
Position 1503: 0.00014922480648298027
Position 1055: 0.00011786463320636558
Position 1727: 0.00011573987884419623
Position 1319: 9.035540170363196e-05
Position 1209: 8.018973172827e-05
Position 2525: 7.761027988574296e-05
Position 2228: 7.584753892435438e-05
Position 1401: 7.357577422399187e-05
Position 812: 6.48531890318557e-05
Position 100: 6.110271321078545e-05
Position 1709: 5.71444164386308e-05
Position 858: 5.689176892853196e-05
Position 799: 5.486042562040928e-05
Position 1061: 3.7101228838073554e-05
Position 150: 3.384794787170756e-05
Position 3123: 3.371410230664742e-05
Position 1112: 3.0258029219846995e-05
Position 1491: 1.860538966932192e-05
Position 2348: 6.3026623722252685e-06
Position 155: 4.471419241174135e-06
Position 2460: 3.822693426544443e-06
Position 2039: 3.078835086835346e-06
Position 591: 2.630644005798555e-06
Position 2572: 1.3019089104220053e-06
Position 2175: 1.1226863967902805e-06
Position 746: 1.101623844449519e-06
Position 2211: 8.540699678221568e-07
Position 2562: 8.02188689107208e-07
Position 585: 7.714243250380415e-07
Position 1891: 3.3890673780836857e-07
Position 1985: 2.0104118520442684e-07
Position 1955: 1.6136169739833807e-07
Position 339: 8.916797829006784e-08
Position 506: 5.683733496300845e-08
Position 17: 1.4389072061433487e-08
Position 241: 8.299795556475772e-09
Position 610: 8.927281316055148e-10
Position 147: 8.783210166427202e-11
Position 638: 1.8574325893212918e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1894: 0.9708915294406307
Position 1427: 0.8693302197799586
Position 2650: 0.2977910384013403
Position 4131: 0.21565575732624115
Position 1003: 0.172142436121075
Position 3809: 0.16661551603114017
Position 1590: 0.12376320180232579
Position 2608: 0.09544201092187486
Position 1304: 0.07252041818250499
Position 1055: 0.040788204649568234
Position 3239: 0.04015457352408255
Position 1270: 0.03941142822847126
Position 963: 0.03772046435579176
Position 4334: 0.03637396973951985
Position 686: 0.0342900014125704
Position 621: 0.0317403529488551
Position 3174: 0.03126517498347572
Position 2143: 0.027311082841811454
Position 987: 0.025733990391090804
Position 2118: 0.01778114382901105
Position 471: 0.01704306883388809
Position 3862: 0.01666223147914588
Position 744: 0.014439374601091057
Position 2762: 0.013073297152809523
Position 2473: 0.012190288853488414
Position 1385: 0.012129598596692177
Position 1910: 0.010156094814522218
Position 1291: 0.009935726705648604
Position 2393: 0.009609063135049117
Position 1236: 0.009207222530168962
Position 3020: 0.008662361912116424
Position 3994: 0.007251518758165742
Position 4164: 0.0067568165452909406
Position 1780: 0.00549577590403354
Position 3044: 0.004842623571218356
Position 1188: 0.00475538051193869
Position 628: 0.004608198053605881
Position 1148: 0.004427912729191854
Position 1179: 0.004317732710694965
Position 723: 0.003963242952754661
Position 3218: 0.0038766761446774687
Position 966: 0.003758202480749262
Position 1401: 0.0028508449946318833
Position 2843: 0.0026729063365817127
Position 2416: 0.0022491212076310276
Position 3458: 0.001936655281491301
Position 1456: 0.001930946686775353
Position 1032: 0.001775611799123871
Position 694: 0.0016966638120203472
Position 3916: 0.0015456297618674942
Position 3264: 0.0014820961605336244
Position 2734: 0.0013648234780398697
Position 485: 0.0013456260309835562
Position 3295: 0.0013328966573036153
Position 3338: 0.0012978595114450592
Position 4421: 0.0012769816997764568
Position 3051: 0.0009149232872438053
Position 1945: 0.0008977957190070349
Position 1650: 0.0008812069213936193
Position 2323: 0.0008196276166108155
Position 596: 0.0007483278710843809
Position 1338: 0.0007088366656641903
Position 2711: 0.0006983619794133853
Position 2245: 0.0006578913308736752
Position 1601: 0.0006570613590534069
Position 4257: 0.0006569724174275487
Position 2999: 0.0004982579012583991
Position 3538: 0.00047806332770977406
Position 3364: 0.00046334108756428236
Position 809: 0.0004515721911535294
Position 335: 0.00043177183218821776
Position 3757: 0.00037885748933690164
Position 3356: 0.00036936411247228144
Position 925: 0.0003598105823417201
Position 2173: 0.00035184677061651884
Position 2228: 0.0003363952629538689
Position 2788: 0.0003298363289938268
Position 339: 0.00032021393904597804
Position 746: 0.00030305341700073636
Position 3712: 0.0002975494377349231
Position 2189: 0.00028936510474431335
Position 2570: 0.00028355760607715996
Position 1166: 0.00028085743487403286
Position 2912: 0.00025661302914284237
Position 395: 0.0002540730014504931
Position 4352: 0.00024740975929901226
