Gene = UQCRH
index = 1533
Annotated 5SS: [ 190 5497 6686]
Annotated 3SS: [ 5469  6523 12920]
SMsplice 5SS: [ 190 6414 6686]
SMsplice 3SS: [ 6265  6523 12920]
top_k =  500
Partition function (log Z): -4.7320870415502005

Sorted 5' Splice Sites (High to Low Probability):
Position 190: 0.9934567291957396
Position 6686: 0.9720481986190154
Position 6414: 0.9100670467434209
Position 5497: 0.3211333137294276
Position 622: 0.15747663725318536
Position 5513: 0.12588056492407493
Position 419: 0.09242313103808679
Position 550: 0.05793595907255824
Position 1088: 0.04382066012846213
Position 651: 0.026104341540905553
Position 581: 0.019187096685671607
Position 1653: 0.015576399568666454
Position 10526: 0.015501270998958627
Position 10558: 0.015434647123216917
Position 10984: 0.014736190677094824
Position 12822: 0.013483448617407249
Position 5540: 0.01288355617742743
Position 9680: 0.010668481847405506
Position 5247: 0.010415426653554273
Position 9378: 0.008998323386546892
Position 3577: 0.008867394586313006
Position 7254: 0.008461517714445312
Position 12381: 0.0067767289273212555
Position 9138: 0.006745589159165477
Position 6611: 0.006048184337560015
Position 6203: 0.005669565152925682
Position 4041: 0.005340498260298333
Position 8783: 0.0052752447517075834
Position 3692: 0.004983781395460122
Position 7734: 0.004953254831627689
Position 1464: 0.004339576229929005
Position 13050: 0.004247157270134216
Position 6436: 0.003550049986469642
Position 11755: 0.002483287086619263
Position 12642: 0.0024149286209346754
Position 4563: 0.0020710684879829883
Position 7899: 0.0020261295516527363
Position 1609: 0.0019590181308285926
Position 5653: 0.0019302062126349087
Position 6810: 0.0018854901793762442
Position 10907: 0.001830418027951042
Position 9370: 0.0017365516833868755
Position 9133: 0.0016517103723785852
Position 5651: 0.0016273188823798064
Position 6690: 0.0015999468628712986
Position 4702: 0.0013998266390533314
Position 1909: 0.001157445528786938
Position 4046: 0.0010393560632796892
Position 91: 0.0009373636291742887
Position 882: 0.0008662126306123801
Position 479: 0.0008499342597642704
Position 410: 0.0008142052131733863
Position 9358: 0.0008054554991549983
Position 86: 0.0006784379250719242
Position 1723: 0.0006391283990665642
Position 3914: 0.0005815678826819315
Position 1322: 0.0004951417173375783
Position 658: 0.00037382459752272176
Position 3045: 0.0003376187307227439
Position 4456: 0.0003152660726340261
Position 4765: 0.00031302596659545524
Position 1279: 0.000262979330044187
Position 3650: 0.0002122165997198746
Position 2072: 0.00020771802460207064
Position 4013: 0.00020756797280546186
Position 404: 9.735243337054034e-05
Position 348: 7.621761905842586e-05
Position 295: 4.2822309897990784e-05
Position 64: 2.3928457314566836e-05
Position 455: 1.926653087744734e-05
Position 1283: 1.3376968398455e-05
Position 624: 1.2253448446111706e-05
Position 1295: 8.673702151718372e-06
Position 413: 6.81679544777723e-06
Position 7222: 4.948867638240872e-06
Position 51: 3.990185444680593e-06
Position 450: 3.019730505948295e-06
Position 666: 2.2980563682971216e-06
Position 435: 2.053188572696831e-06
Position 7379: 1.2235471117262479e-06
Position 11: 9.209448260930119e-07
Position 483: 3.492371780446788e-07
Position 490: 3.387559494069583e-07
Position 1034: 2.9644195501951884e-07
Position 472: 2.2258072978560858e-07
Position 111: 1.4461765170927618e-07
Position 1099: 8.04801128622619e-08
Position 126: 7.724479005938427e-08
Position 735: 7.264307311160264e-08
Position 898: 7.247595791224675e-08
Position 13: 4.9478123233709755e-08
Position 700: 3.113946613674632e-08
Position 281: 2.192953994821979e-08
Position 99: 1.2361429501882458e-08
Position 343: 3.691832560286721e-09
Position 109: 2.2053947600459628e-09
Position 440: 1.825782927407719e-09
Position 304: 5.707479294785095e-10
Position 373: 2.240066076845162e-10
Position 317: 4.22783988553855e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 6523: 0.9790848300910779
Position 6265: 0.8615599927214215
Position 12920: 0.8127121721924996
Position 5469: 0.464237677544
Position 337: 0.1424098694063099
Position 512: 0.10089975431540815
Position 479: 0.04835700950918579
Position 10388: 0.04460312692811118
Position 6338: 0.03944715055251981
Position 9290: 0.038101147962924506
Position 7530: 0.029345141040392455
Position 10791: 0.020808859668469296
Position 12690: 0.020123540929772754
Position 293: 0.018004439520107392
Position 775: 0.01786324687899718
Position 1442: 0.017574499638832772
Position 9612: 0.016737818443643828
Position 8983: 0.014196801027809269
Position 361: 0.013175409720551914
Position 3514: 0.01269559336311462
Position 6269: 0.011485179820123302
Position 12551: 0.010527914126607245
Position 6539: 0.009858508018163637
Position 7159: 0.009719465646950708
Position 8655: 0.009718152485538523
Position 549: 0.008385581866342862
Position 11574: 0.008120991214215913
Position 5090: 0.007238613681035481
Position 799: 0.007139298383016892
Position 413: 0.006999402730111624
Position 6876: 0.006660408448196971
Position 6114: 0.005669565152925682
Position 7047: 0.005284125382183006
Position 966: 0.0052666595181995466
Position 7021: 0.005067402370942727
Position 1017: 0.004964758813596795
Position 11565: 0.004905230180058562
Position 12178: 0.004883890140347813
Position 1368: 0.004593331439951018
Position 12459: 0.004520241428165188
Position 13129: 0.004247157270134221
Position 544: 0.004127445510220792
Position 6764: 0.004103158105282701
Position 7682: 0.003998050290726597
Position 450: 0.003991340498512883
Position 3941: 0.0038600137402201528
Position 13083: 0.0036725257525061046
Position 936: 0.003250042977168903
Position 12275: 0.003241426512740337
Position 3842: 0.0029825141553610607
Position 12477: 0.0029189435470408902
Position 617: 0.002764751778105121
Position 939: 0.0027175644493211493
Position 4296: 0.0024759413546152223
Position 7188: 0.002470797869990401
Position 10288: 0.002341666031162818
Position 8658: 0.0022030309182250792
Position 6384: 0.0020306175733341317
Position 8343: 0.0019813635895082004
Position 8180: 0.001970102855583403
Position 5152: 0.0018849291717868638
Position 12028: 0.001754187484510819
Position 580: 0.0016125203309511852
Position 7622: 0.0015404472692952544
Position 7982: 0.0014910856687205495
Position 8804: 0.0014164211290962987
Position 5192: 0.001291883800731929
Position 9749: 0.0012879710780749427
Position 1161: 0.001282780513611484
Position 8315: 0.001177431642545267
Position 8006: 0.0010668886249618223
Position 1831: 0.0010459309299820983
Position 9575: 0.0009331855663314917
Position 10928: 0.0008993475673457037
Position 6856: 0.0008539234639252058
Position 990: 0.0008254502719606773
Position 9550: 0.0007569113926248395
Position 10441: 0.0007465582649068764
Position 4631: 0.0007332908513363713
Position 8830: 0.0007288247986993324
Position 3437: 0.0006440274494313698
Position 529: 0.0006264547232867354
Position 9240: 0.0006135124722487664
Position 8183: 0.0005958410428228243
Position 274: 0.000528750424695506
Position 10808: 0.0005173536338947836
Position 10352: 0.0004701586002753581
Position 4558: 0.000448404542790614
Position 8509: 0.000448130425961382
Position 8710: 0.0004423905660417608
Position 1031: 0.0004410590132894047
Position 3598: 0.00043611386729947336
Position 10615: 0.0004215350829584111
Position 6632: 0.0003078563644639683
Position 621: 0.0002931631930470345
Position 4508: 0.0002460566554923861
Position 9247: 0.00024502880041200545
Position 2924: 0.00023186086239449115
Position 4417: 0.00020665969461888096
Position 418: 0.00020326139864877305
Position 3918: 0.00018820797718831358
Position 6854: 0.00018528328909491972
Position 304: 0.00018416716169318152
Position 3595: 0.0001730384944065492
Position 483: 0.0001698895732437899
Position 8684: 0.0001666729465649649
Position 7508: 0.0001560280307382919
Position 3967: 0.00014890522352198715
Position 7104: 0.00013346249046221838
Position 3459: 0.00012155379029475514
Position 2927: 0.00010575786832825274
Position 9162: 0.000105070747571309
Position 7699: 0.00010410324829994865
Position 281: 8.7537407195587e-05
Position 1977: 7.922911767778695e-05
Position 1789: 7.389434929179963e-05
Position 1848: 7.003996840084206e-05
Position 6902: 6.933121697596643e-05
Position 8485: 6.432183935962692e-05
Position 7073: 4.091600670553347e-05
Position 2219: 1.9735409114468492e-05
Position 365: 1.853687231801949e-05
Position 317: 1.108198774473197e-05
Position 9024: 8.704743329038816e-06
Position 2195: 7.723705103669254e-06
Position 9579: 7.392117246723839e-06
Position 3201: 6.624648861477371e-06
Position 121: 3.3529710346904806e-06
Position 1122: 2.341896582184475e-06
Position 498: 1.8530017233127895e-06
Position 735: 1.816465533875307e-06
Position 873: 1.7673316090223943e-06
Position 1187: 1.2234738039068887e-06
Position 856: 1.0612948463221375e-06
Position 7118: 9.202653584812692e-07
Position 178: 7.465655008049776e-07
Position 554: 7.449666245888089e-07
Position 881: 7.239543523922982e-07
Position 7826: 7.056348010393278e-07
Position 692: 6.947601192819049e-07
Position 7833: 6.157530720888522e-07
Position 232: 5.858048330751178e-07
Position 3299: 5.792731639753717e-07
Position 129: 3.196061058148413e-07
Position 487: 2.58967954700966e-07
Position 589: 2.25580334551017e-07
Position 1387: 9.897720122998865e-08
Position 159: 9.413853473469009e-08
Position 311: 8.852842116029588e-08
Position 647: 7.61300154419785e-08
Position 1539: 6.414492618239328e-08
Position 153: 5.649750239607704e-08
Position 237: 4.36445145065389e-08
Position 186: 3.610422014716511e-08
Position 6770: 3.073019481395456e-08
Position 147: 2.4220567167735688e-08
Position 698: 2.1108522719097783e-08
Position 373: 1.9231401679768707e-08
Position 90: 1.6588886527093738e-08
Position 133: 8.838349913698965e-09
Position 425: 6.03810498668938e-10
Position 189: 5.921170842925631e-10
Position 194: 2.9074107258482685e-10
Position 427: 1.6948538975043448e-10
