Gene = ACOT7
index = 25
Annotated 5SS: [   320  36065  46381  52337  58515  67322  90950 104712]
Annotated 3SS: [ 35946  46223  52244  58399  67234  90832 104526 121117]
SMsplice 5SS: [   320    709  11721  25244  34393  36065  39933  46381  52337  58515
  67322  76800  84831  90950  99935 104712 111830 112994]
SMsplice 3SS: [   522  11651  25124  34209  35946  39843  46223  52142  58399  67234
  76619  84662  90832  99813 104526 111693 112865 121117]
top_k =  500
Partition function (log Z): -62.127139943475825

Sorted 5' Splice Sites (High to Low Probability):
Position 11721: 0.857898402642808
Position 709: 0.8509239727784839
Position 320: 0.624234042461228
Position 178: 0.3175224678611485
Position 18212: 0.04507713461726343
Position 13726: 0.031256345740431235
Position 267: 0.025847956397447223
Position 3535: 0.021260441901939806
Position 422: 0.01754641623766011
Position 5635: 0.01344050488368734
Position 120: 0.006701554887291755
Position 557: 0.005839185463984879
Position 2426: 0.002590151976764809
Position 3143: 0.0025452216762867894
Position 430: 0.0021692498576370567
Position 1190: 0.0010576860001180759
Position 213: 0.0007514159078892493
Position 248: 0.0007458484482399605
Position 425: 0.0007040208675418747
Position 3262: 0.0005861359755934347
Position 25: 0.00044156068881688663
Position 3264: 0.0003536636677613597
Position 270: 0.00034357263297923966
Position 229: 0.0003321040968632004
Position 2475: 0.0002458852282678997
Position 987: 0.0001523145558987231
Position 351: 0.00013359563097665056
Position 768: 0.00010656065537174319
Position 449: 9.565064241342667e-05
Position 683: 8.976990874468347e-05
Position 231: 6.736288125938134e-05
Position 2394: 5.8560440199694663e-05
Position 435: 4.585053990043877e-05
Position 2120: 4.4093864014213196e-05
Position 691: 3.875538382515659e-05
Position 182: 3.828208041907805e-05
Position 713: 2.2870435800789393e-05
Position 410: 2.2512125116349295e-05
Position 127: 1.1614648137805462e-05
Position 578: 6.135581804940714e-06
Position 342: 5.394958443112676e-06
Position 1334: 4.7339916618977025e-06
Position 1152: 4.69662036069524e-06
Position 1877: 4.587098970980228e-06
Position 353: 3.2458233678628416e-06
Position 2550: 2.604377183541087e-06
Position 1612: 2.5197452001930844e-06
Position 437: 1.5420524229507939e-06
Position 626: 1.1921991537470216e-06
Position 3107: 8.221021153560878e-07
Position 3127: 7.842977731515442e-07
Position 261: 7.610262502748424e-07
Position 470: 3.3548867037102737e-07
Position 1502: 2.547000419921044e-07
Position 298: 2.546097346850343e-07
Position 112: 1.5578327588906048e-07
Position 834: 1.329903378436033e-07
Position 510: 1.0018192644498689e-07
Position 451: 9.596954668097165e-08
Position 829: 8.0361018575699e-08
Position 547: 5.869656787696657e-08
Position 482: 4.3774381832100925e-08
Position 761: 5.54302549453127e-09
Position 453: 1.9636320143152944e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 11651: 0.8174533938346835
Position 522: 0.7732825237487336
Position 18144: 0.3158890121239021
Position 19579: 0.2359254612276007
Position 21628: 0.15262490514514424
Position 675: 0.0757889858608032
Position 11688: 0.06668070039449057
Position 17959: 0.04327609779793502
Position 19233: 0.04208330581703011
Position 13559: 0.035501760886393584
Position 3416: 0.02956495351372448
Position 16934: 0.02708284969001194
Position 11922: 0.026482615143138447
Position 5627: 0.025492226551514244
Position 17402: 0.020959716873867985
Position 599: 0.013589498024063144
Position 3015: 0.01224516260059813
Position 11950: 0.009766245836916133
Position 11820: 0.008625307266053298
Position 12724: 0.008482982197136685
Position 4795: 0.007435854557868852
Position 14537: 0.007176081096184926
Position 4425: 0.005509207143583648
Position 15378: 0.004833090423032031
Position 14647: 0.004021758385238442
Position 13341: 0.004016978398738219
Position 2360: 0.0034291918182159493
Position 6465: 0.0027844000977297143
Position 13845: 0.0026615677232756283
Position 11244: 0.0025615697850634254
Position 12910: 0.0025132400538670986
Position 3412: 0.002333467686333697
Position 8212: 0.0019356703577855742
Position 495: 0.0019147500253160789
Position 3436: 0.001880957773494193
Position 8444: 0.0018382510340280947
Position 8994: 0.0017279741234901228
Position 11975: 0.0015966459013094416
Position 5229: 0.001585802707973709
Position 12997: 0.0015743655764039299
Position 6512: 0.0014291665667849264
Position 9584: 0.0014189989347095145
Position 9557: 0.0013637016609230408
Position 266: 0.0013329224381415608
Position 11339: 0.0012954698752632816
Position 4206: 0.0012907475613787738
Position 2327: 0.0011652517715584957
Position 8953: 0.0008878412127069337
Position 8689: 0.0007819620394247991
Position 11112: 0.0007551264075801627
Position 8804: 0.0007548330654885834
Position 4628: 0.0007275277285336429
Position 11279: 0.0006976710486074893
Position 553: 0.0006701485863162937
Position 8095: 0.0006342506146466884
Position 946: 0.0005860231825876512
Position 4463: 0.0005621773081147781
Position 639: 0.0005553136857489217
Position 1097: 0.0005061919378645285
Position 556: 0.0004376528731604054
Position 1186: 0.00039834673188969473
Position 4370: 0.0003577600187754028
Position 4303: 0.00034411645238778955
Position 1479: 0.0003414722582508024
Position 7639: 0.00032314407191670857
Position 5916: 0.00031935906784178657
Position 821: 0.0003115078858252192
Position 9253: 0.0002887096851684284
Position 470: 0.00028581174727442454
Position 4977: 0.000272879854635222
Position 7222: 0.00026770134331340805
Position 8957: 0.0002672324028419077
Position 605: 0.00026192199546487083
Position 1045: 0.0002523331563590074
Position 7498: 0.00024433931433329105
Position 5251: 0.00024108768701132187
Position 8470: 0.00023135311281926484
Position 8112: 0.0002215678162915034
Position 5919: 0.00021786844153018516
Position 5113: 0.00021004174704987783
Position 8658: 0.0002076902548342094
Position 7770: 0.00020149011544023037
Position 3979: 0.0001855741887691709
Position 864: 0.00016730305302999456
Position 8164: 0.00016668318977122626
Position 1685: 0.00016612970775682338
Position 4237: 0.00016049924863744563
Position 4121: 0.00015748787167301067
Position 6653: 0.00014776180092314432
Position 5774: 0.00013092977583183978
Position 1409: 0.0001245596857051052
Position 3011: 0.00011974545776506885
Position 4919: 0.00010765454528620662
Position 1217: 0.00010357851091298979
Position 1595: 0.00010240730841400127
Position 6377: 0.00010184976541294282
Position 981: 9.794126431645416e-05
Position 4182: 9.51501811224016e-05
Position 1358: 9.128310972873116e-05
Position 4067: 8.681112383899012e-05
Position 3844: 7.631614852257311e-05
Position 1787: 7.271461258303684e-05
Position 1412: 7.086361787196461e-05
Position 6085: 6.675447940625961e-05
Position 1018: 6.648967957061824e-05
Position 6042: 5.649438849611006e-05
Position 5857: 5.211182945073309e-05
Position 4113: 4.8049227705728364e-05
Position 5152: 4.7621554517245276e-05
Position 1448: 4.7300623496025986e-05
Position 880: 4.335162086543669e-05
Position 700: 4.196856340137766e-05
Position 3847: 3.7330884642879814e-05
Position 482: 3.52764504892725e-05
Position 280: 2.5974698706566518e-05
Position 1744: 2.3675159782908007e-05
Position 1286: 2.2600008443366165e-05
Position 1128: 2.2547218561947118e-05
Position 1368: 1.810814650249899e-05
Position 1189: 1.7742123194381126e-05
Position 1998: 1.6954326336693824e-05
Position 1703: 1.4482324058197146e-05
Position 1103: 1.1939716257332047e-05
Position 2685: 1.1679769296127385e-05
Position 1843: 1.042927061659793e-05
Position 1722: 8.702285375048988e-06
Position 783: 8.014676560864586e-06
Position 319: 7.421330803349563e-06
Position 1971: 6.279716585491567e-06
Position 2020: 5.360648469864635e-06
Position 246: 5.018306027453076e-06
Position 761: 4.723452008120939e-06
Position 303: 4.231131065738449e-06
Position 145: 2.3440033222655778e-06
Position 990: 2.141216252787335e-06
Position 323: 1.5734860516796308e-06
Position 1132: 1.3631861532773616e-06
Position 194: 1.041531783350845e-06
Position 127: 4.964047807436644e-07
Position 205: 4.4115803023033485e-07
Position 383: 4.2933240767652806e-07
Position 428: 4.023786641720719e-07
Position 224: 3.0492611501077914e-07
Position 529: 2.897353589905644e-07
Position 500: 2.8918253105871793e-07
Position 379: 2.602666460237488e-07
Position 182: 2.4792444251109527e-07
Position 425: 1.0284343714770726e-07
Position 1027: 1.0141471394791357e-07
Position 2062: 6.931799356219082e-08
Position 190: 5.9199019331240416e-08
Position 208: 5.2214409479527144e-08
Position 623: 4.8786740908955584e-08
Position 620: 2.1979888413026228e-08
Position 616: 1.766205312999057e-08
Position 163: 1.4021338342668154e-08
Position 410: 9.860448500915837e-09
Position 1052: 8.863978788220173e-09
Position 407: 8.814217518901648e-09
Position 420: 4.929752042803275e-09
Position 446: 3.3088454123671298e-09
Position 705: 2.443694217307613e-09
Position 152: 2.2140738973897513e-09
Position 646: 1.6075729944755185e-09
Position 688: 3.0610089095278697e-12
