Gene = AVL9
index = 121
Annotated 5SS: [  314 47773 49291 53430 55935 56807 58279 59108 63140 63976 74666 77930
 80584 84784 85402]
Annotated 3SS: [47651 49204 53357 55844 56739 58237 59068 63069 63439 74530 77709 80465
 84729 85312 88302]
SMsplice 5SS: [  314 29615 36259 47773 49291 53430 53643 55935 59108 63140 74666 80584
 85402]
SMsplice 3SS: [29525 36125 47651 49204 53357 53577 55844 59068 63069 74530 80465 85312
 88302]
top_k =  500
Partition function (log Z): -49.04452600962369

Sorted 5' Splice Sites (High to Low Probability):
Position 314: 0.9936739273519894
Position 9025: 0.24628966327841853
Position 560: 0.2078415498867125
Position 841: 0.09671368950565405
Position 721: 0.05585165204486206
Position 11287: 0.03744776238001811
Position 567: 0.02552653098456634
Position 9051: 0.023079287365854184
Position 12437: 0.019830713292849918
Position 4470: 0.017317064152754743
Position 13886: 0.010095860268425518
Position 9055: 0.006982240777594994
Position 9124: 0.006240766032326397
Position 6881: 0.0032172958720752738
Position 6478: 0.0031458784299775167
Position 156: 0.0026077648417158986
Position 4474: 0.0011171695974587375
Position 564: 0.0009218326578744548
Position 5586: 0.0009000463403507231
Position 7: 0.00032538814596653744
Position 98: 0.00025816126609955404
Position 924: 0.00025292424472651327
Position 571: 0.00022667718304575618
Position 758: 9.624235819728796e-05
Position 550: 8.145857896241571e-05
Position 530: 7.485278788907067e-05
Position 4229: 4.851275180620859e-05
Position 2105: 3.563596667188467e-05
Position 665: 2.956760464312243e-05
Position 135: 2.6180598416922406e-05
Position 646: 2.3745854756106833e-05
Position 284: 1.8201504252008293e-05
Position 111: 1.664222708063999e-05
Position 278: 1.4777390189283369e-05
Position 161: 1.2466783629387658e-05
Position 198: 1.0226703833236342e-05
Position 345: 8.8569710854269e-06
Position 192: 7.178200968002264e-06
Position 353: 5.2614995835913055e-06
Position 590: 4.230521536934275e-06
Position 281: 4.109831055949495e-06
Position 5534: 3.489764207647374e-06
Position 4812: 2.5946398399715717e-06
Position 164: 2.0480864474541786e-06
Position 667: 1.520775611834625e-06
Position 684: 1.3815769279701126e-06
Position 558: 9.521645365611394e-07
Position 266: 7.755156079221605e-07
Position 595: 7.096384843737866e-07
Position 388: 6.021437858652554e-07
Position 186: 2.947472415474882e-07
Position 116: 9.22805104395552e-08
Position 390: 4.239686483146138e-08
Position 251: 4.189284663986216e-08
Position 195: 7.645118843124791e-09
Position 733: 6.555092067060246e-09
Position 836: 5.992867957935061e-09
Position 783: 2.2006996417211367e-09
Position 846: 2.044398487435858e-09
Position 51: 1.1307591995543613e-09
Position 699: 2.849157705260772e-10
Position 411: 3.3439629563802314e-11
Position 403: 4.700906120648824e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 13731: 0.5980037976800728
Position 8834: 0.19755002746631148
Position 464: 0.1619101616947646
Position 11096: 0.1459089974062149
Position 397: 0.11114470760665633
Position 8977: 0.08358239354745708
Position 757: 0.05803927627106281
Position 423: 0.029783487810630078
Position 6318: 0.02802438384133207
Position 8933: 0.025850515136569902
Position 720: 0.02569604288407703
Position 7082: 0.022696477082285713
Position 8874: 0.02041618727100348
Position 14035: 0.01832272202404374
Position 9405: 0.016397598243809854
Position 2187: 0.015171139062656705
Position 12318: 0.01470615807621876
Position 4276: 0.013856972762409487
Position 11825: 0.013188060861864765
Position 12321: 0.012035071651240433
Position 4381: 0.01026552055780688
Position 910: 0.0076230261284000135
Position 5402: 0.007364268075443265
Position 4156: 0.007062216949634091
Position 4661: 0.006808022122158227
Position 6626: 0.00671235837907578
Position 7122: 0.006610367173756689
Position 13583: 0.0057645537481669385
Position 563: 0.005171678516263377
Position 12689: 0.00496455699998713
Position 3889: 0.0043160101952187556
Position 2775: 0.004094210565793213
Position 8804: 0.0040099171458000534
Position 2035: 0.0039292494607048225
Position 8787: 0.0036939970550365075
Position 411: 0.003670690829248395
Position 8152: 0.003625234403230488
Position 1234: 0.0034809914538628346
Position 887: 0.0034306790767761456
Position 6004: 0.003099663847141201
Position 9165: 0.002899230417080451
Position 6336: 0.0028870379497712767
Position 7691: 0.0026551336079042066
Position 7629: 0.0025340021236598988
Position 4587: 0.002441899408207119
