Gene = STRA8
index = 1350
Annotated 5SS: [   60  8738 10878 11432 13351 14724 19891 23247]
Annotated 3SS: [ 8539 10801 11346 13323 14437 19816 23134 26438]
SMsplice 5SS: [   60  1925  8738 10878 11432 14438 14724 19891 23247]
SMsplice 3SS: [ 1840  8539 10801 11346 14264 14549 19816 23134 26438]
top_k =  500
Partition function (log Z): 6.095734833631873

Sorted 5' Splice Sites (High to Low Probability):
Position 14724: 0.9857046748237003
Position 23247: 0.9533076767824796
Position 11432: 0.9374082592590045
Position 8738: 0.9305383710166178
Position 1925: 0.8336207646541474
Position 19891: 0.8172044312777005
Position 10878: 0.8129354321321013
Position 60: 0.7503673985464414
Position 283: 0.6073084249994374
Position 14438: 0.5448842493113665
Position 1643: 0.43830432973736544
Position 13496: 0.3832621962047801
Position 24540: 0.32787519294918516
Position 22981: 0.2561124975282379
Position 1521: 0.25130131411469037
Position 13549: 0.23365593775862348
Position 18889: 0.18367385237636008
Position 19171: 0.1727631323952678
Position 23968: 0.16858653916391686
Position 15514: 0.15602070187250905
Position 19992: 0.14777288348939174
Position 14323: 0.1469445774625786
Position 19710: 0.14561563953241255
Position 22139: 0.09466297743499832
Position 24192: 0.07760052547838854
Position 11964: 0.06445508092903916
Position 2609: 0.06221781478269131
Position 12960: 0.05657607788502765
Position 23005: 0.04970103799255603
Position 12583: 0.04710447692979863
Position 18680: 0.046969997965941764
Position 23799: 0.03843943851226397
Position 14071: 0.03701446805469408
Position 1958: 0.035893920166379954
Position 11954: 0.03454263448505469
Position 302: 0.03406881312499108
Position 25216: 0.030549480409416973
Position 14410: 0.028988580400609684
Position 23238: 0.025876033664476248
Position 18012: 0.025600941494889413
Position 17246: 0.023789720377395455
Position 7859: 0.020009253055357508
Position 19957: 0.01852972942940279
Position 18742: 0.0174931910562079
Position 18732: 0.016538423842758592
Position 5583: 0.01552244174395562
Position 25983: 0.01365200882411208
Position 18295: 0.013443556356323778
Position 24521: 0.010897659573476198
Position 22392: 0.009431580705926987
Position 8963: 0.00867786324463804
Position 19967: 0.008128627274897203
Position 783: 0.007328198678165868
Position 10594: 0.006586011754544135
Position 13563: 0.006047200679440907
Position 12357: 0.006004534185855923
Position 18612: 0.005946817122428106
Position 21861: 0.0059129499582970205
Position 25245: 0.004453156605918381
Position 24595: 0.004365970037743983
Position 22971: 0.0032626743153244915
Position 23750: 0.0030917182059288302
Position 20917: 0.002691523654969075
Position 26020: 0.0023761756046849635
Position 20744: 0.0020923229915963495
Position 17241: 0.0019217695323429057
Position 25179: 0.001809519003232584
Position 18211: 0.001742587007299538
Position 19863: 0.0015909376989824376
Position 316: 0.0015719395025194198
Position 697: 0.001549400848029713
Position 23561: 0.001388689201656378
Position 22396: 0.0013788058916033895
Position 19129: 0.0012411876307067717
Position 188: 0.0008421367520696858
Position 20662: 0.0008328553058661815
Position 20168: 0.000825459418902906
Position 11717: 0.0008128524150764067
Position 16437: 0.000664272605575198
Position 1037: 0.0005444815401058641
Position 15219: 0.0004999988159272743
Position 181: 0.00037091245325423714
Position 25787: 0.0003642553306850058
Position 12316: 0.0003162479318577813
Position 18152: 0.00023268502046955655
Position 15669: 0.00022543834848811343
Position 1272: 0.0001820851604650721
Position 23270: 0.00015496206360775467
