Gene = PVRIG
index = 1102
Annotated 5SS: [ 165  793 1229 1438 1585]
Annotated 3SS: [ 476  877 1310 1523 1691]
SMsplice 5SS: [ 165 1438 1585]
SMsplice 3SS: [1310 1535 1691]
top_k =  500
Partition function (log Z): -1.503336128537527

Sorted 5' Splice Sites (High to Low Probability):
Position 1438: 0.9393371517129374
Position 793: 0.5756151110035769
Position 1585: 0.5324678594022026
Position 165: 0.5161667324242221
Position 982: 0.4240702930473978
Position 1229: 0.36150779574316577
Position 188: 0.3485063307148392
Position 693: 0.19174381537933327
Position 1614: 0.16991776679321413
Position 976: 0.07359750217252653
Position 363: 0.0336132798518258
Position 944: 0.02337229598379126
Position 1004: 0.021281675967855147
Position 957: 0.019908631437231254
Position 176: 0.019259331030862505
Position 158: 0.015983979674598938
Position 1802: 0.010842392767063407
Position 46: 0.004994861195693514
Position 616: 0.004241224029779727
Position 194: 0.0029675239180440398
Position 889: 0.0029270971344498202
Position 1164: 0.002657761579865797
Position 307: 0.001992015608697793
Position 198: 0.0017551891748818719
Position 765: 0.0006092395836757723
Position 169: 0.0005683801923569532
Position 1199: 0.0005400511931458864
Position 948: 0.00044035406798599694
Position 779: 0.0003520645892941223
Position 901: 0.00024521811147214934
Position 248: 0.00024102303168337948
Position 753: 0.00013949361468792486
Position 891: 7.7074525798147e-05
Position 1448: 7.380940579350784e-05
Position 274: 6.970934092159389e-05
Position 618: 5.864392528058288e-05
Position 246: 4.4441523601910856e-05
Position 277: 1.940430042250781e-05
Position 895: 1.4804571064946137e-05
Position 493: 1.2557387527077277e-05
Position 201: 5.579323532892517e-06
Position 77: 1.7323141320372825e-06
Position 254: 3.935331446334829e-07
Position 221: 3.4924219890222747e-07
Position 281: 2.6427314288050683e-07
Position 57: 1.8681587034071765e-07
Position 83: 1.6885058606619662e-07
Position 27: 3.043566618488113e-08
Position 112: 1.862828625992064e-08
Position 224: 2.4842873081164706e-09
Position 50: 2.8761257859163866e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1691: 0.8786064543074432
Position 1310: 0.6925695420994242
Position 877: 0.6608332618210768
Position 1535: 0.4136791758496875
Position 1523: 0.3497237000371703
Position 1352: 0.25813431447036794
Position 476: 0.23869002413294754
Position 1074: 0.10788551003031539
Position 1039: 0.10160488959611856
Position 707: 0.09988836373589598
Position 615: 0.08554625179436942
Position 575: 0.08083417406442642
Position 664: 0.0544736268333417
Position 684: 0.05053929274440063
Position 1117: 0.048220989515775095
Position 578: 0.030498060804931008
Position 714: 0.015719587060519395
Position 245: 0.015624379525266924
Position 1092: 0.015421909580828409
Position 1841: 0.011580575271945262
Position 334: 0.010925188784409104
Position 418: 0.00883353515785221
Position 358: 0.007589984300816524
Position 1984: 0.007274075256384919
Position 2170: 0.006584009273161854
Position 533: 0.004802040739304217
Position 555: 0.004710876974993077
Position 2110: 0.00414285398295194
Position 1379: 0.004133293605002192
Position 1097: 0.00401980486134484
Position 2052: 0.0025850419895930934
Position 2205: 0.002491408867621088
Position 1556: 0.0023996159190433895
Position 686: 0.0023346072471621456
Position 1750: 0.0016594159461590563
Position 306: 0.0016552840901926694
Position 1495: 0.001610323111830422
Position 1885: 0.0015819274347092529
Position 692: 0.0015721759913045411
Position 1563: 0.001327805714642274
Position 269: 0.0012045034962792202
Position 622: 0.0010128551670018132
Position 1133: 0.000919676376993927
Position 1712: 0.0009008683241079725
Position 1432: 0.0006527853171468809
Position 538: 0.0005888844867088032
Position 447: 0.00042687381401000955
Position 391: 0.0004066703719114889
Position 636: 0.0003978706591055786
Position 1776: 0.0003894485299762314
Position 901: 0.0003637918533329754
Position 482: 0.0003632600440820213
Position 586: 0.00028412586048411195
Position 2122: 0.0002454947238637079
Position 679: 0.0002013812606076678
Position 632: 0.00016697281019410564
Position 1542: 0.00015397930077609177
Position 1164: 0.0001431145848437765
Position 277: 0.00012193587615928346
Position 1919: 0.000110808622644763
Position 437: 0.00010749604596121638
Position 1130: 8.904205540107536e-05
Position 842: 8.495781788820223e-05
Position 828: 8.01263538819543e-05
Position 2004: 5.942650945626515e-05
Position 1094: 5.897890870206698e-05
Position 728: 4.8885934418831865e-05
Position 627: 4.522485020354866e-05
Position 1382: 4.202546418280598e-05
Position 629: 4.0421047421786975e-05
Position 1217: 3.583208518216171e-05
Position 486: 3.298172469378199e-05
Position 423: 2.9162897237776226e-05
Position 552: 2.769079897635069e-05
Position 888: 2.5589842011439405e-05
Position 809: 2.1438572732822628e-05
Position 850: 1.8182255026048944e-05
Position 396: 1.364505690674232e-05
Position 252: 1.2100490437934143e-05
Position 378: 2.822323333315697e-06
Position 232: 1.7475671917006041e-06
Position 135: 1.3892468590964085e-06
Position 139: 4.5286824989753793e-07
Position 108: 1.4596763787423973e-07
Position 174: 1.318263623420817e-07
Position 101: 2.2075631941266233e-08
Position 132: 1.1351537951763172e-08
Position 179: 9.991958294649676e-09
Position 151: 7.19850575847087e-09
Position 98: 3.7819252740990805e-09
Position 112: 3.430105675857793e-09
Position 213: 1.282249881881837e-09
Position 153: 1.2122817079120012e-09
Position 158: 2.0255734286359313e-10
Position 201: 3.05607213374246e-13
