Gene = PP2D1
index = 1056
Annotated 5SS: [  281 11301]
Annotated 3SS: [10233 26147]
SMsplice 5SS: [242]
SMsplice 3SS: [26387]
top_k =  500
Partition function (log Z): -18.343429330628855

Sorted 5' Splice Sites (High to Low Probability):
Position 242: 0.7415808185901762
Position 281: 0.2358911999221622
Position 1867: 0.1289091582459014
Position 2994: 0.09356053069653653
Position 7484: 0.028523658928274437
Position 29: 0.026925004098423348
Position 8120: 0.023380273245495964
Position 486: 0.016550775113245018
Position 3129: 0.00926972087137118
Position 3909: 0.006992038020064992
Position 3704: 0.006264123973373089
Position 1818: 0.0057032225170266055
Position 5298: 0.00391404337642449
Position 5300: 0.002233444043335761
Position 6797: 0.00202732034720501
Position 1814: 0.0017046039345096466
Position 52: 0.001689657926122332
Position 1232: 0.0008172806945317619
Position 5308: 0.0007975335059388517
Position 1484: 0.0007970128215396235
Position 4499: 0.0007527154072809711
Position 5306: 0.0006899970714441187
Position 5310: 0.0006587546307939039
Position 5312: 0.0006156566309648973
Position 93: 0.0005641439573857932
Position 3554: 0.00048473520830811606
Position 940: 0.0004628599104792586
Position 1466: 0.0004571447228344416
Position 1480: 0.0003138783500174173
Position 192: 0.00029487034790413326
Position 326: 8.736154127966586e-05
Position 5304: 7.722688622316756e-05
Position 5314: 7.382782807570354e-05
Position 5260: 7.266682147351238e-05
Position 5302: 6.947747195517715e-05
Position 973: 6.812717724318369e-05
Position 5316: 6.0985655883211986e-05
Position 2483: 4.6913392113324235e-05
Position 615: 4.111496693725507e-05
Position 609: 4.006011032594906e-05
Position 1857: 2.9319314573974395e-05
Position 1845: 2.579211482750615e-05
Position 2797: 2.3617070955808013e-05
Position 2602: 2.284451058842613e-05
Position 2610: 2.132049647254301e-05
Position 45: 1.856202253965744e-05
Position 3546: 1.702971651864364e-05
Position 641: 1.595824778449557e-05
Position 1747: 1.5118146251641235e-05
Position 750: 1.2010275253088905e-05
Position 3013: 1.1750834399551512e-05
Position 401: 9.72740966363084e-06
Position 3131: 9.445949468161613e-06
Position 2593: 9.114897350252167e-06
Position 413: 6.312164073992213e-06
Position 57: 4.645968397114099e-06
Position 1426: 2.1638057290008782e-06
Position 33: 1.337313314291628e-06
Position 11: 9.334089555206091e-08
Position 60: 6.958773730295092e-08
Position 313: 4.0513271408826153e-08
Position 341: 1.4288753826581397e-08
Position 391: 7.495276040935272e-10
Position 477: 2.103261906180193e-10
Position 399: 4.788551718289613e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7226: 0.18836374964138264
Position 2876: 0.15035692276396478
Position 18011: 0.11201891866797511
Position 10233: 0.10785600069367458
Position 372: 0.08231846406812272
Position 1746: 0.07028751845665963
Position 12105: 0.07015011050681681
Position 538: 0.04724701096352481
Position 3769: 0.04307657416041919
Position 5192: 0.03480800861055555
Position 10123: 0.03461417015531299
Position 1555: 0.034073078170519605
Position 7580: 0.033250287415684754
Position 4946: 0.029933720186454953
Position 11354: 0.02933878165474585
Position 10045: 0.028739285604885288
Position 8582: 0.02190627913964581
Position 4333: 0.01894589704664177
Position 3401: 0.016127576645254327
Position 1721: 0.013490616492311116
Position 3607: 0.011439757057233142
Position 7988: 0.010108137300765303
Position 8977: 0.009457110121719386
Position 8009: 0.008985332414344812
Position 2872: 0.008962365086230668
Position 1692: 0.008274830268349022
Position 147: 0.007931316121205045
Position 558: 0.007553579074815954
Position 7606: 0.007506426520425194
Position 4564: 0.006886791171077817
Position 7861: 0.0060637536573551025
Position 1774: 0.005791119623109204
Position 6091: 0.005564820515944895
Position 10286: 0.005365413670717558
Position 1697: 0.004859752390241311
Position 4589: 0.004825276104232499
Position 7703: 0.0038018189786038115
Position 1412: 0.0033336762876857544
Position 6111: 0.0031290195355411273
Position 9278: 0.003072916010421452
Position 3438: 0.0028920647695469476
Position 2922: 0.0025479032628178016
Position 6673: 0.0025146786797416365
Position 2707: 0.0024211530484534415
Position 1817: 0.002375576385499508
Position 5402: 0.002324346271468163
Position 4062: 0.0022210245890248595
Position 2470: 0.0020022080047535354
Position 3502: 0.0017248023499529198
Position 8606: 0.0016897457689443777
Position 9026: 0.0015231096397670177
Position 4153: 0.001398519020658497
Position 341: 0.00134309333817095
Position 7222: 0.0010885124424077678
Position 7640: 0.001032943219085022
Position 4172: 0.0009135203524383034
Position 8200: 0.000839569962303451
Position 534: 0.0008119144680867087
Position 4178: 0.0007806278305919475
Position 2365: 0.0006625046898215604
Position 2826: 0.0006596157010217307
Position 3428: 0.0006591406939418582
Position 6444: 0.000590593142248681
Position 3378: 0.0005719427868148446
Position 2639: 0.0005314194548649316
Position 2666: 0.00048510368152847804
Position 1530: 0.0004722482466891631
Position 3581: 0.0004540889820979454
Position 6161: 0.000439292845675367
Position 1788: 0.00042297102948535655
Position 4968: 0.0003865739982384603
Position 1279: 0.00036223966159522266
Position 4779: 0.00035305050359430893
Position 1083: 0.0002838346725801498
Position 1936: 0.00026086235787611047
Position 4875: 0.00026016942844840705
Position 4343: 0.00022963236268198613
Position 996: 0.0002251344546639417
Position 93: 0.00022003478448504154
Position 1258: 0.00021687577982540133
Position 5103: 0.00020543155748217263
Position 1611: 0.00020349047244278673
Position 3765: 0.00018444611124049016
Position 4430: 0.00017151671973610316
Position 4488: 0.00016204880807752856
Position 3929: 0.00014482886771695992
Position 2896: 0.00013399361206583717
Position 4112: 0.0001334830076389195
Position 3406: 0.00013053853514509328
Position 888: 0.00013021787128593198
Position 2669: 0.0001258350096625367
Position 3257: 0.00011650029038820636
