Gene = PRKRIP1
index = 1072
Annotated 5SS: [  515  2180 12053 12426 32641 33802 35752 40787 43602]
Annotated 3SS: [ 2057 11925 12314 32079 33722 35650 40700 43536 61116]
SMsplice 5SS: [  310   515  2180 12053 12426 16721 31993 32227 33802 35752 40787 43602]
SMsplice 3SS: [  397  2057 11925 12314 16587 31822 32079 33722 35650 40700 43536 61116]
top_k =  500
Partition function (log Z): -15.928691713282745

Sorted 5' Splice Sites (High to Low Probability):
Position 2180: 0.9928119480570035
Position 12426: 0.964947602688699
Position 515: 0.9611707634827233
Position 310: 0.92849472903061
Position 12053: 0.8756047653368718
Position 16721: 0.7820668975588746
Position 3621: 0.42721525196649224
Position 967: 0.128840014482245
Position 12203: 0.060223043548323106
Position 18887: 0.05665428192196526
Position 7444: 0.050334179385982426
Position 12049: 0.04166619214449942
Position 19011: 0.037344657715755555
Position 3810: 0.03713466494316239
Position 12399: 0.03492842311989237
Position 819: 0.019747043498471
Position 18960: 0.012572140436490489
Position 305: 0.011776069487426315
Position 2002: 0.006129258987145876
Position 150: 0.006021425345168771
Position 1060: 0.0045405065297377135
Position 1786: 0.004028347297720448
Position 16551: 0.0033549050619492413
Position 2239: 0.002079829988280561
Position 16763: 0.0014451113494428607
Position 10315: 0.0012173562633384695
Position 3257: 0.0011589675249848307
Position 1912: 0.0009131378206267949
Position 1000: 0.0008754984566199223
Position 745: 0.0008362302773005684
Position 6927: 0.0007944635562711925
Position 5722: 0.000677196783462522
Position 226: 0.0005735602674050238
Position 984: 0.0005651745188681344
Position 408: 0.0005570127171926605
Position 890: 0.0005054419677495467
Position 2495: 0.0004551535073390915
Position 271: 0.00042737050456168307
Position 269: 0.00041781854814616163
Position 2896: 0.00039808952760949317
Position 17305: 0.00036806799058541185
Position 823: 0.00034520538762779234
Position 135: 0.0003146941370676018
Position 1092: 0.0002851984879514485
Position 123: 0.00026779982749411245
Position 2614: 0.0002613809605746669
Position 971: 0.0002380139687628677
Position 2889: 0.00020987945433070896
Position 567: 0.00020779344022668042
Position 12712: 0.00020105204308301276
Position 996: 0.00018990150079708538
Position 2058: 0.00018869316622548173
Position 2656: 0.00017857006560612938
Position 14: 0.0001417923791443347
Position 2795: 0.00013998369135930413
Position 556: 0.00012729352353170117
Position 1293: 0.00010600927284306117
Position 424: 6.781051123646995e-05
Position 3184: 6.343483435558942e-05
Position 12792: 6.334117113071892e-05
Position 13638: 6.202143033500932e-05
Position 718: 5.958592377890219e-05
Position 2359: 5.9282454716367295e-05
Position 1818: 5.166020213767842e-05
Position 178: 4.9208788858091406e-05
Position 3470: 3.058833175265013e-05
Position 273: 1.9425250098466776e-05
Position 1445: 1.922962893247894e-05
Position 3625: 1.16104061344519e-05
Position 368: 1.0155668062698328e-05
Position 229: 6.037867418436604e-06
Position 413: 4.499254999366861e-06
Position 69: 3.647474587842304e-06
Position 3646: 2.1024959103585245e-06
Position 526: 1.6826584363525294e-06
Position 12430: 7.69543391803074e-07
Position 772: 6.286348993519518e-07
Position 519: 3.790522255419787e-07
Position 637: 1.930997771108863e-07
Position 13285: 1.4461840365591297e-07
Position 13347: 1.311557160001852e-07
Position 51: 8.034303203566852e-08
Position 275: 7.503872750659405e-08
Position 13501: 5.747595256202307e-08
Position 13279: 5.0109350748281454e-08
Position 485: 4.328548676951892e-08
Position 561: 4.26529676326893e-08
Position 13431: 3.623086572810134e-08
Position 571: 3.2270980884175135e-08
Position 12356: 2.8066373623969297e-08
Position 588: 2.3009717904062843e-08
Position 2145: 2.098449323452711e-08
Position 13343: 1.9190279848344735e-08
Position 12827: 1.8245959785148787e-08
Position 2198: 1.723937578264684e-08
Position 2121: 1.593288030917181e-08
Position 586: 1.2660493269417443e-08
Position 13268: 1.1949776006519379e-08
Position 12316: 1.0771502237621478e-08
Position 299: 5.710819119776511e-09
Position 604: 5.3873379434805734e-09
Position 569: 4.803484470457074e-09
Position 2184: 4.50470186039716e-09
Position 650: 1.1825787341233899e-09
Position 893: 6.782780674300274e-10
Position 12610: 6.071349739800872e-10
Position 1108: 5.856020600930499e-10
Position 851: 3.852498444694189e-10
Position 849: 5.478126790252811e-11
Position 12508: 1.348092574837978e-11
Position 12434: 1.1753324679388434e-11
Position 30: 1.1763839517839826e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 12314: 0.9947691090005532
Position 11925: 0.9040006264779821
Position 397: 0.8994946363050551
Position 16587: 0.7717698008922996
Position 31822: 0.4290964051611931
Position 2057: 0.39151663994646696
Position 2076: 0.32146892486152434
Position 2120: 0.27356643066356123
Position 3529: 0.23357100890490415
Position 19911: 0.1662855173800557
Position 18818: 0.1476816613120818
Position 3491: 0.13104876813514452
Position 871: 0.06068517003416747
Position 799: 0.051483410916804154
Position 20069: 0.04481967312382731
Position 20088: 0.03711630010454798
Position 3424: 0.03629230053255759
Position 17492: 0.03613244933462131
Position 11967: 0.03269485540327671
Position 12185: 0.030071673812284042
Position 3691: 0.029510555835954296
Position 17036: 0.028809258738397434
Position 22275: 0.027337895174855364
Position 26168: 0.02479761823349824
Position 22573: 0.02398324884214461
Position 7165: 0.020715990936509915
Position 3515: 0.018539017757088216
Position 668: 0.015291963284203895
Position 13188: 0.015144975594640413
Position 25305: 0.014721881280180706
Position 15165: 0.013759813273275688
Position 16596: 0.0131874193541665
Position 12154: 0.013003368197769996
Position 7235: 0.01278506034687098
Position 648: 0.012607476735583937
Position 16408: 0.009591414313083213
Position 1721: 0.00921614260109033
Position 849: 0.009017972095844724
Position 13326: 0.008791340119211585
Position 7185: 0.008444713683944966
Position 7322: 0.008388414418656542
Position 13797: 0.007967050514521049
Position 13456: 0.006764200066107227
Position 13666: 0.0061403626309709655
Position 3456: 0.005529728204832429
Position 19801: 0.0053909016934435465
Position 23483: 0.005090610343481668
Position 371: 0.004913334570507184
Position 18828: 0.0046112506347412395
Position 3711: 0.004589180953010957
Position 2098: 0.004362473156079304
Position 17011: 0.003990434337655819
Position 18550: 0.00396343403032788
Position 13993: 0.003058817403948567
Position 18634: 0.003047637186873564
Position 3687: 0.0030307008040991773
Position 13828: 0.002889116689716792
Position 13565: 0.002834722919146788
Position 772: 0.002750863179298973
Position 12231: 0.0027156250399752026
Position 936: 0.0025260029235625587
Position 420: 0.0022579245952907227
Position 12757: 0.0022035683480669766
Position 402: 0.0021383999383361363
Position 1907: 0.00199516679287922
Position 19456: 0.0019026439200935477
Position 17488: 0.0018381196727038666
Position 17167: 0.0017300152389741474
Position 15558: 0.0016913730312282471
Position 12667: 0.001621497092270364
Position 3358: 0.001447019648083616
Position 14291: 0.0012939331680798393
Position 10153: 0.0012173562633384695
Position 1981: 0.0009657084629029982
Position 1717: 0.0009397133452656174
Position 19843: 0.0009363752671221095
Position 15161: 0.000904135557468694
Position 733: 0.0008975129483364679
Position 439: 0.0008953897791204229
Position 3234: 0.0008913073478342481
Position 2278: 0.0008682348124310722
Position 18760: 0.0008094069738211048
Position 18417: 0.0007979784696717251
Position 6799: 0.0007944635562711946
Position 17513: 0.0007764946110906642
Position 2001: 0.0007579926621227862
Position 12916: 0.0007001009008652324
Position 5611: 0.0006771967834625216
Position 394: 0.0006530420421900295
Position 14361: 0.0006430258567528972
Position 683: 0.0006367784832127499
Position 18397: 0.0005991899467390634
Position 1877: 0.0005909985798769859
Position 1880: 0.0005298786910526189
Position 12613: 0.0004910925265809458
Position 827: 0.00047501239701373046
Position 17699: 0.00042345240925343816
Position 16866: 0.0004161082808946027
Position 16430: 0.0004002887494209732
Position 14647: 0.00036579435174983283
Position 16791: 0.00036365605621983187
Position 13604: 0.000358773368242366
Position 15898: 0.0003449994533096802
Position 17134: 0.0003131465737600524
Position 423: 0.0003059482170830359
Position 3191: 0.0003040328283015558
Position 3188: 0.0002695908939047008
Position 17254: 0.00025733462503097
Position 12202: 0.0002385223663922644
Position 12753: 0.00023445469284676863
Position 2837: 0.00021863717832144077
Position 13268: 0.00021482625563382644
Position 13859: 0.00021264914937577163
