Gene = DISC1
index = 447
Annotated 5SS: [   120  67991  75210 123262 140455 144256 168482 173396 191703]
Annotated 3SS: [ 67010  75139 123110 140324 144019 168426 173292 191513 227923]
SMsplice 5SS: [   120  34488  44646  50888  61103  75210  94258  94609 103029 105092
 112689 123262 125217 130241 140197 140455 144256 148003 155040 173396
 179772 198714 198879 214344]
SMsplice 3SS: [ 34326  44556  50795  61006  75139  94131  94475 102892 105011 112617
 123110 125161 130120 140033 140324 144019 147823 154946 173292 179615
 198579 198808 214201 224798]
top_k =  500
Partition function (log Z): -111.17549967405922

Sorted 5' Splice Sites (High to Low Probability):
Position 120: 0.8939465215722204
Position 4115: 0.7178670240204024
Position 2759: 0.6373358069564983
Position 4358: 0.5117248052701974
Position 5677: 0.4952678379924752
Position 4745: 0.2853070560033794
Position 4702: 0.21222023873180473
Position 6980: 0.17594587996783018
Position 3670: 0.12174089980511099
Position 5781: 0.12061333530882663
Position 5735: 0.10101528134356903
Position 9646: 0.08984682231102255
Position 2625: 0.05498654184146288
Position 5297: 0.05135710375536386
Position 509: 0.04329298493501427
Position 423: 0.04143556831835116
Position 2796: 0.04007906396802486
Position 3466: 0.037836650445665296
Position 6957: 0.034097689200356864
Position 240: 0.019522266070816238
Position 843: 0.016536744695257687
Position 201: 0.014571852077033072
Position 6025: 0.01335135738661226
Position 104: 0.010191949305509982
Position 862: 0.007847813183519702
Position 5337: 0.007695053911151499
Position 387: 0.006551242465878977
Position 761: 0.006013462554220104
Position 905: 0.0056036105189849255
Position 2251: 0.005406545597365992
Position 6916: 0.00513329219295493
Position 334: 0.004647597026193014
Position 2862: 0.0041424491958782905
Position 848: 0.003524740972034427
Position 1003: 0.003378102695948757
Position 3859: 0.0022630917888453598
Position 4710: 0.0019387877633946756
Position 2432: 0.0016703487853986466
Position 921: 0.0014284448627073913
Position 205: 0.0012146867931324126
Position 3790: 0.0012014719836866117
Position 4478: 0.0011961295915082952
Position 5368: 0.0011596383155075456
Position 706: 0.0011397687597874977
Position 796: 0.0010705707979837284
Position 1632: 0.0010650235085323347
Position 6949: 0.0010142522307679989
Position 4761: 0.0009809423565873433
Position 1926: 0.00097996241980146
Position 2642: 0.0008848210881302566
Position 1288: 0.0008436885758078047
Position 436: 0.000717310473228285
Position 1505: 0.00044296329960692954
Position 640: 0.00042079690707754445
Position 1090: 0.00039846532532219174
Position 276: 1.8830549471010295e-05
Position 585: 1.644738076326575e-05
Position 456: 1.1654487785968046e-05
Position 160: 7.176209425479706e-06
Position 351: 1.9322465344465904e-06
Position 196: 1.6513737234919418e-06
Position 269: 1.5385186734863892e-06
Position 66: 1.0299832601009978e-06
Position 375: 6.647521099290658e-07
Position 415: 6.558198955791758e-07
Position 545: 6.139119986826591e-07
Position 417: 5.574550300083009e-07
Position 139: 2.840372516167294e-07
Position 221: 2.2712487196193283e-08
Position 292: 1.802301407343124e-08
Position 393: 1.6271161631231044e-08
Position 213: 1.2635502789540358e-09
Position 149: 2.5118607268497014e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3945: 0.5966475352799371
Position 5622: 0.5590151185398325
Position 9461: 0.43028568518237453
Position 2566: 0.3476474648618085
Position 2540: 0.32155640344668013
Position 4604: 0.27980255456422154
Position 6744: 0.23366392814344852
Position 5780: 0.20795899154496786
Position 5503: 0.20608189590330672
Position 4255: 0.1912642454029628
Position 4277: 0.15008165212017005
Position 3987: 0.14979474110275984
Position 4648: 0.13625964937577512
Position 13455: 0.12602462200387818
Position 4221: 0.11448071187999209
Position 3562: 0.09888226747596954
Position 8275: 0.06167055560704997
Position 8677: 0.060883593196517906
Position 5220: 0.04479356282338871
Position 2716: 0.03688757089273241
Position 658: 0.03518499012741799
Position 4608: 0.034888983312697484
Position 9864: 0.03439155601670798
