Gene = GSTK1
index = 626
Annotated 5SS: [ 143  725 1234 1650 1854 4291 4742]
Annotated 3SS: [ 642 1104 1548 1817 4173 4647 5344]
SMsplice 5SS: [ 143  725 1650 1854 4291 4742]
SMsplice 3SS: [ 642 1548 1817 4173 4647 5344]
top_k =  500
Partition function (log Z): 4.187313261883391

Sorted 5' Splice Sites (High to Low Probability):
Position 1650: 0.9981193300254948
Position 1854: 0.9365644287703708
Position 143: 0.9074126170536296
Position 725: 0.8173676368576053
Position 4742: 0.6792139284099432
Position 4291: 0.38472232533815226
Position 4746: 0.20753892814399044
Position 4243: 0.18781635956382842
Position 1234: 0.13538478978577265
Position 4058: 0.09290940681900264
Position 4307: 0.07149020521723438
Position 943: 0.05968774043491363
Position 1918: 0.053302266861132645
Position 3659: 0.049577704418676934
Position 2352: 0.024965003222629407
Position 1436: 0.022239571637944915
Position 199: 0.021284519144341017
Position 738: 0.020651964001041665
Position 530: 0.01889961833179522
Position 1259: 0.012909827123627007
Position 3770: 0.011078711044153984
Position 224: 0.010676284918095792
Position 289: 0.010285609914971884
Position 181: 0.008916164293230174
Position 2105: 0.006157501102739195
Position 495: 0.006109371510885504
Position 4054: 0.004984717011771011
Position 2109: 0.004957704865460206
Position 4774: 0.004788849942546482
Position 492: 0.003707985013212806
Position 684: 0.0037022355736517024
Position 654: 0.00360948402530247
Position 2047: 0.0034377693219647134
Position 4190: 0.0034104024095097983
Position 4583: 0.002386568486832945
Position 4569: 0.002109426594804527
Position 366: 0.0019096284571867394
Position 1120: 0.0016418689501546224
Position 1955: 0.00157696677039656
Position 231: 0.00141522240371876
Position 750: 0.0014022507428393303
Position 255: 0.0012223231843181248
Position 1043: 0.0011067293766635399
Position 4481: 0.0010316896890938225
Position 110: 0.0009467305431906421
Position 3178: 0.0009170463964461694
Position 864: 0.0007999180132204817
Position 5501: 0.0007870928202668373
Position 1382: 0.0007782615600602786
Position 5177: 0.0006415026075025554
Position 1934: 0.0006384225762899921
Position 535: 0.0005982638113069131
Position 786: 0.0005655778232521421
Position 158: 0.0005288336295970004
Position 537: 0.000443276810519721
Position 937: 0.00042037196946470974
Position 2327: 0.00040768362197855145
Position 3859: 0.00039302508221127953
Position 722: 0.00035372997264057995
Position 1066: 0.0002910244876324875
Position 2912: 0.00027289160075597653
Position 1333: 0.00023227340423187688
Position 1643: 0.00021918906880997498
Position 1243: 0.00015552459831389692
Position 172: 0.0001536483806866869
Position 1214: 0.00015359316830347727
Position 1037: 0.00014843484375070482
Position 2936: 0.00013108730919077517
Position 356: 0.0001240982832232961
Position 1656: 0.00012124074623966775
Position 4809: 0.00011677636995304111
Position 3763: 0.00011485580219931724
Position 1250: 0.00011207166920042452
Position 1420: 0.00010628322295003665
Position 2291: 0.00010020902637662203
Position 21: 7.929949805168683e-05
Position 1218: 5.8977742996879375e-05
Position 1654: 4.3461547232367774e-05
Position 861: 2.7580642425699938e-05
Position 830: 2.170303303774526e-05
Position 170: 1.647614368641504e-05
Position 92: 1.5939687512271032e-05
Position 115: 1.4784756732675331e-05
Position 504: 1.4674616966707551e-05
Position 442: 1.3110881314235247e-05
Position 369: 1.1316665638432599e-05
Position 297: 3.4043665575199017e-06
Position 317: 3.26630950412235e-06
Position 1638: 2.208393308120256e-06
Position 1904: 2.096319855595696e-06
Position 1725: 1.0737493445506371e-06
Position 1552: 5.968022021595558e-07
Position 2344: 4.3496583423375104e-07
