Gene = BRD8
index = 140
Annotated 5SS: [  391  1416  6922  7626  7949  8155  8642  9765 11053 12469 13159 14273
 14667 14900 15857 16933 17191 18096 18918 19432 26505 28242 29347 33198
 33810 38282]
Annotated 3SS: [ 1318  6851  7575  7825  8073  8576  9627 10907 12258 12877 13819 14572
 14852 15641 16839 17121 17917 18812 19386 26225 27977 29188 33107 33740
 38103 38819]
SMsplice 5SS: [  391  1416  6922  7642  7949  8155  8642  9765 11053 13159 14667 14900
 16933 17191 18096 18918 21883 28242 33198 33835 38282]
SMsplice 3SS: [ 1318  6851  7575  7825  8073  8576  9627 10907 13102 14572 14852 16839
 17121 17917 18812 21718 27977 33107 33740 38103 38819]
top_k =  500
Partition function (log Z): 35.57384625411898

Sorted 5' Splice Sites (High to Low Probability):
Position 33198: 0.9880091549297155
Position 18918: 0.9868245208431334
Position 7949: 0.9763201862002785
Position 18096: 0.9671480666443768
Position 14667: 0.9638246240290325
Position 8642: 0.9553171182343843
Position 16933: 0.9389611498736796
Position 8155: 0.9166236924154471
Position 13159: 0.9010426143509749
Position 391: 0.7980920636424749
Position 9765: 0.7635657043767462
Position 21883: 0.7048331668739723
Position 12469: 0.7042015241584572
Position 38282: 0.694564045417004
Position 11053: 0.6873723692251164
Position 17191: 0.684181795533304
Position 28242: 0.6813799868680649
Position 1416: 0.6344456392907838
Position 7642: 0.6314678452156602
Position 6922: 0.5880233486313298
Position 14900: 0.5569627455317877
Position 33835: 0.5020005828309305
Position 26505: 0.44979001014747216
Position 10517: 0.4450279643487839
Position 22258: 0.4020143334986511
Position 1421: 0.36206840403778423
Position 33810: 0.3250861199921823
Position 34939: 0.3071169544341676
Position 25489: 0.283382357412887
Position 29347: 0.2760407771681138
Position 8326: 0.25195286691593427
Position 34836: 0.2476667803163902
Position 4310: 0.24321303464920288
Position 19432: 0.2211385132929248
Position 34683: 0.20624899433130453
Position 12877: 0.1906180042539597
Position 15899: 0.188804765966354
Position 17284: 0.15310833792061188
Position 6267: 0.14796755580224435
Position 17215: 0.1386143129057455
Position 10661: 0.12626402867290068
Position 10971: 0.12002975060121936
Position 7626: 0.11297193973763624
Position 8312: 0.10830799006498153
Position 6970: 0.10472605899895611
Position 9709: 0.1018353325779778
Position 21820: 0.10029810895056053
Position 14273: 0.08300252783052374
Position 28723: 0.07313508795564094
Position 594: 0.07078253796235606
Position 41: 0.06688529619027542
Position 218: 0.0577649003862307
Position 1128: 0.048084073613192634
Position 9326: 0.04712767649063946
Position 38345: 0.045098730407252235
Position 36185: 0.044537535649858524
Position 1163: 0.042273941039541726
Position 5851: 0.040822499888800795
Position 13820: 0.04061740553142934
Position 11425: 0.03350001814196159
Position 16954: 0.03325673073763742
Position 14139: 0.031890734591468135
Position 27282: 0.030796472814457118
Position 407: 0.030437502390212146
Position 15759: 0.029516828067865788
Position 19493: 0.02894769573243461
Position 25604: 0.025204753146934936
Position 22357: 0.023984642340145173
Position 2962: 0.023304490263449607
Position 38356: 0.0230867337402735
Position 21345: 0.023028259673679417
Position 26300: 0.022659608900288
Position 3237: 0.01937275984268038
Position 15072: 0.01896671430619925
Position 8656: 0.01846477253191067
Position 14069: 0.0184637394942827
Position 4748: 0.01729692773842871
Position 26511: 0.016703580019370907
Position 15010: 0.016265776984326435
Position 19557: 0.01595297756387238
Position 1143: 0.015381290963851886
Position 6589: 0.014659589762174522
Position 14757: 0.014487025270602963
Position 7753: 0.014026362972052026
Position 897: 0.01377540699988646
Position 15400: 0.013491680814293472
Position 38447: 0.012730535032505147
Position 17422: 0.011961901860143086
Position 13103: 0.011892841595446981
Position 2149: 0.011714621639322798
Position 13558: 0.011340863565109787
Position 13006: 0.011297530278988872
Position 10531: 0.01094246534087426
