Gene = NCAPG2
index = 915
Annotated 5SS: [  106  3008 11520 11987 14261 15010 17481 18657 21529 24108 24869 29352
 33315 40301 40645 42635 46491 48277 48569 49490 49711 50234 52536 53997
 58369 59310 60540]
Annotated 3SS: [ 2890 11330 11871 14105 14874 17385 18586 21441 24011 24742 29171 33161
 40077 40531 42460 46419 48122 48394 49372 49569 50133 52347 53855 58264
 59208 60439 73110]
SMsplice 5SS: [  106  3008 11466 11987 15010 17481 18657 18940 21529 24108 24869 29352
 33315 33608 40301 40645 42635 46491 48277 48569 49164 49490 49711 50234
 53997 59310 67471]
SMsplice 3SS: [ 2890 11330 11871 14874 17385 18586 18887 21441 24011 24742 29171 33161
 33472 40077 40531 42460 46419 48122 48394 49003 49372 49569 50133 53855
 59208 67359 73110]
top_k =  500
Partition function (log Z): 41.840207389020705

Sorted 5' Splice Sites (High to Low Probability):
Position 21529: 0.9997264246620454
Position 3008: 0.9996287401421828
Position 17481: 0.9984578794786093
Position 48569: 0.9979317715165905
Position 40645: 0.995498118326583
Position 50234: 0.9849751496617248
Position 11987: 0.9774046833890475
Position 42635: 0.9644253054447933
Position 29352: 0.9591524867702336
Position 33315: 0.9507095770147106
Position 59310: 0.9495833997533321
Position 106: 0.9323440363388796
Position 49490: 0.9260172372406404
Position 15010: 0.9187234921369161
Position 24108: 0.8858129937635246
Position 11466: 0.8130929843552929
Position 24869: 0.7971857490095459
Position 18657: 0.6979189510676835
Position 33608: 0.6938965595825911
Position 49711: 0.6674360142363885
Position 53997: 0.6333882552857977
Position 49164: 0.6294113536758732
Position 46491: 0.6024814325597966
Position 18940: 0.5817741876530883
Position 42348: 0.5143159375550426
Position 48277: 0.504365478888222
Position 40301: 0.46355768228428734
Position 42967: 0.3213670547206442
Position 48308: 0.3182051724568104
Position 3479: 0.31456727584924365
Position 8551: 0.27701643290507955
Position 62200: 0.2498603430421751
Position 36462: 0.24226665512923728
Position 40153: 0.2386304159308097
Position 60540: 0.23735772075938277
Position 57925: 0.2370668761905455
