Gene = HRG
index = 664
Annotated 5SS: [ 263 3100 4077 5838 6916 9239]
Annotated 3SS: [ 2982  3985  5670  6834  9136 11094]
SMsplice 5SS: [ 263 3100 5838 6916 8342 9239]
SMsplice 3SS: [ 2982  5670  6834  8204  9136 11094]
top_k =  500
Partition function (log Z): -1.7778406901561254

Sorted 5' Splice Sites (High to Low Probability):
Position 3100: 0.9664128975997005
Position 9239: 0.9415727270649324
Position 5838: 0.884179760081217
Position 6916: 0.6723396994692654
Position 8342: 0.6631432922410043
Position 263: 0.6042633713217666
Position 134: 0.2773912958506045
Position 4338: 0.2643128323226915
Position 4077: 0.26253528633228995
Position 1603: 0.225632148765419
Position 4082: 0.16922826622993226
Position 591: 0.12333576869176492
Position 2852: 0.10208265197932172
Position 4004: 0.08287852005880887
Position 1843: 0.07444845906486433
Position 6351: 0.06785985587677414
Position 1640: 0.06600735233597714
Position 10678: 0.05403883699706235
Position 5854: 0.03245010420095727
Position 8593: 0.031061246343917596
Position 11753: 0.030830967192267297
Position 6593: 0.02321251803591602
Position 9002: 0.015852380360868105
Position 4280: 0.014985845087124599
Position 1800: 0.014976127874343687
Position 3602: 0.014020064902117026
Position 1335: 0.011429024672109298
Position 11627: 0.008584459373580162
Position 6425: 0.008304186717779787
Position 1279: 0.008099407473778037
Position 11684: 0.008088519275783348
Position 6441: 0.006882110146698804
Position 3297: 0.006835450268923188
Position 2700: 0.006803633850571041
Position 2872: 0.006600020244760831
Position 8391: 0.0062570754298524
Position 7742: 0.005966543545817512
Position 3743: 0.0056041042991341475
Position 2457: 0.005303579495725843
Position 1685: 0.005129819608001597
Position 903: 0.005114622014028395
Position 1283: 0.004988118197526373
Position 468: 0.004473754458134757
Position 4342: 0.004064285839635333
Position 11150: 0.0040104867409686456
Position 3341: 0.003707493602514333
Position 3065: 0.003361807213993345
Position 5986: 0.003314908854464722
Position 4873: 0.0031849291742964345
Position 748: 0.002937054216278086
Position 3999: 0.002789756046931993
Position 11882: 0.0026796315859781805
Position 1609: 0.002609638088784063
Position 1752: 0.0025736300001780103
Position 7083: 0.0025337877098697563
Position 1748: 0.002429977986425667
Position 2105: 0.002218899086614986
Position 1874: 0.0020045044406544
Position 1706: 0.0015764534967953108
Position 3531: 0.0013785815478406394
Position 1700: 0.0013541021669667666
Position 4286: 0.001316852159642278
Position 364: 0.0012311255043689193
Position 10901: 0.001227757035382883
Position 3518: 0.001089711550517323
Position 1225: 0.0009825303212704808
Position 1588: 0.0009401831511899884
Position 1475: 0.000876496434921965
Position 2704: 0.0007639959782573822
Position 3104: 0.0007453089327519489
Position 3451: 0.000715623469215869
Position 10627: 0.00045605015647936657
Position 780: 0.0004352922866773507
Position 12: 0.0001739188704344151
Position 464: 0.00015785061836385056
Position 4071: 0.00015349924431941426
Position 26: 0.0001401519117337167
Position 317: 0.00010073336507135832
Position 1010: 8.356904764091419e-05
Position 290: 7.497522172165078e-05
Position 440: 6.119497999399113e-05
Position 1671: 5.724636706891479e-05
Position 3694: 4.457290468501446e-05
Position 158: 3.4671459860201114e-05
Position 260: 2.401796823644518e-05
Position 9333: 3.0867810411417467e-06
Position 10716: 2.540160125728687e-06
