Gene = MEST
index = 836
Annotated 5SS: [  247  3430  5143  5921  6183  6385  7823  8440  8798 10628 11904]
Annotated 3SS: [ 3274  5062  5842  6045  6325  7781  8368  8695 10550 11839 12845]
SMsplice 5SS: [  247  3430  5143  5921  6183  6400  8440  8798 11904]
SMsplice 3SS: [ 3274  5062  5842  6045  6268  8368  8695 11839 12845]
top_k =  500
Partition function (log Z): 9.003029137033316

Sorted 5' Splice Sites (High to Low Probability):
Position 6183: 0.9947469610646078
Position 247: 0.9615850847882235
Position 8440: 0.9384573327091058
Position 5143: 0.8705410771180738
Position 11904: 0.8359855198731145
Position 5921: 0.7563395134439488
Position 6400: 0.6982503372526776
Position 3430: 0.6695196674458429
Position 8798: 0.592402509409713
Position 4117: 0.5673799652360357
Position 11343: 0.4658302960825861
Position 10628: 0.2672618060794681
Position 3487: 0.23196615180044292
Position 6385: 0.23193790911588413
Position 3715: 0.21410978545934392
Position 1171: 0.11657057329097133
Position 9049: 0.1141201620601364
Position 12350: 0.08341551519154004
Position 3094: 0.07974530368156055
Position 979: 0.07020942451051225
Position 12335: 0.06701091566343016
Position 8226: 0.06680651606851883
Position 3605: 0.04847153430703646
Position 1921: 0.03469335059751358
Position 3176: 0.032884837179334075
Position 4822: 0.03238824484931057
Position 224: 0.0306126474708997
Position 7440: 0.029945082751453377
Position 6411: 0.029659525424311092
Position 12175: 0.02644488127187297
Position 4418: 0.02368193726205215
Position 11957: 0.021954197724355567
Position 2110: 0.019561046293362184
Position 8984: 0.01806498437828275
Position 3460: 0.017975923879384525
Position 5945: 0.017288323503187746
Position 605: 0.016165918842654232
Position 7018: 0.014790575543560938
Position 6460: 0.013962259240457629
Position 7492: 0.012256961740630248
Position 7555: 0.012237797290234666
Position 2975: 0.011363916667248918
Position 5980: 0.008708203421613419
Position 1182: 0.008380446436646372
Position 5781: 0.0082041435394706
Position 6404: 0.007093534541910203
Position 2459: 0.00658773952146656
Position 2085: 0.006150677947577071
Position 4659: 0.005366120654554151
Position 1414: 0.005112652564328237
Position 7823: 0.005110210713703139
Position 492: 0.00494153098267027
Position 5136: 0.004489610888738708
Position 3133: 0.004489421804860929
Position 7752: 0.004390033366097564
Position 3297: 0.004228976080816029
Position 12522: 0.0040874536085127545
Position 7570: 0.0034603492785519104
Position 5233: 0.0031402350495660994
Position 2995: 0.0027679774748817446
Position 4911: 0.002562294201174286
Position 5953: 0.0025251023422687515
Position 3207: 0.002511436553527445
Position 12717: 0.00227011987286538
Position 828: 0.0020470235044859945
Position 863: 0.0018590922143344824
Position 1682: 0.0017098726106751702
Position 4813: 0.0015876162266871348
Position 3116: 0.001514876848829619
Position 8316: 0.001415236125834409
Position 258: 0.0012958559128030467
Position 1071: 0.0011782513132267748
Position 1146: 0.0011337097010107335
Position 11077: 0.001131396888849906
Position 1718: 0.0010631396796766878
Position 5853: 0.0010564034727216043
Position 7032: 0.001033700821103017
Position 6245: 0.0010007672547192174
Position 3162: 0.0009870458061726941
Position 6223: 0.0009509377700721479
Position 790: 0.0009410531447606409
Position 3885: 0.0009362815426378399
Position 6832: 0.0009009839866904023
Position 5251: 0.0008078615818334545
Position 1706: 0.000756209426659963
Position 7561: 0.0007130897909864002
Position 4807: 0.0007078092049044276
Position 4832: 0.0006934995020714676
Position 5785: 0.0006905043337640823
Position 4679: 0.0006378359416244081
Position 9286: 0.0005970566280612513
Position 4641: 0.0005592413399261754
Position 4306: 0.0005282667207139489
Position 5711: 0.0005131662291301714
Position 6779: 0.00045048643101195046
Position 5876: 0.0004337441918586039
Position 11222: 0.0003872431278406268
Position 6768: 0.0003457737246742841
Position 2324: 0.00030138879054070243
Position 10597: 0.0002999172006601452
Position 4121: 0.00028412187768461674
Position 7668: 0.0002817960921097578
Position 6326: 0.0002515114090602093
Position 7709: 0.000191030894588172
Position 3287: 0.00016310984247184268
Position 7782: 0.0001366375498501829
Position 3415: 0.00012516508260746107
Position 716: 8.148019803603494e-05
Position 11934: 7.6481016054347e-05
Position 797: 6.0542219768011275e-05
Position 7614: 6.005814678493897e-05
Position 3213: 5.032496370770208e-05
Position 253: 4.849433715849452e-05
Position 272: 4.805644247268507e-05
Position 3451: 4.67127577302378e-05
Position 7748: 4.334473079901448e-05
Position 6022: 3.171853170880605e-05
Position 6346: 2.916376338127213e-05
Position 870: 2.8839579520937433e-05
Position 953: 2.786817358543449e-05
Position 178: 2.498947604175624e-05
Position 461: 2.306620022234991e-05
Position 1818: 2.1691042858959477e-05
Position 7610: 1.646810970495684e-05
Position 7461: 1.5820294583143463e-05
Position 8737: 1.5594704332030233e-05
Position 7537: 1.402773906170924e-05
Position 6241: 1.1840156798240138e-05
Position 78: 5.003400203742091e-06
Position 251: 3.891160432071363e-06
Position 1466: 3.4803098701135367e-06
Position 557: 1.6366457770175392e-06
Position 1190: 1.2363217315825057e-06
Position 679: 9.682126025414043e-07
Position 328: 3.75446090103001e-07
Position 437: 2.535836161976307e-07
Position 1258: 1.595611256445624e-07
Position 113: 1.4762516261681845e-07
Position 412: 9.426163369625479e-08
Position 318: 5.507415595711745e-08
Position 52: 2.04451579590464e-08
Position 72: 1.7011989752126195e-08
Position 274: 9.287915684571012e-09
Position 1507: 7.803531874806045e-09
Position 320: 6.7045992386621215e-09
Position 326: 6.350722470221342e-09
Position 630: 8.754798427286961e-10
Position 489: 7.162373005708203e-10
Position 414: 1.3182725772940353e-10
Position 486: 1.384892746193518e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11839: 0.9387045041490047
Position 8368: 0.9061558034344401
Position 6045: 0.8461426986785118
Position 5062: 0.8185230666235335
Position 3274: 0.8123334150995579
Position 5842: 0.6207573730506163
Position 6268: 0.6076673437923306
Position 3984: 0.5070139753104609
Position 8695: 0.4997191209578866
Position 6325: 0.3734969878848685
Position 12845: 0.3007819604325106
Position 11108: 0.26040754636555796
Position 3562: 0.25997203523762286
Position 10550: 0.23089946555346003
Position 11273: 0.2075705085150461
Position 13977: 0.14999040094801327
Position 5897: 0.1396463099686325
Position 6075: 0.13895912958043288
Position 12226: 0.13342088895166118
Position 8894: 0.1243386211846489
Position 7975: 0.10569451310893782
Position 13220: 0.10531480491425534
Position 3071: 0.10452740710948537
Position 1051: 0.10096764552606495
Position 12119: 0.07066981077571921
Position 13347: 0.06577038407931138
Position 911: 0.05864814872159495
Position 3353: 0.053492447214241776
Position 4985: 0.052921971025273365
Position 12762: 0.05278829673956828
Position 12334: 0.05156388571777342
Position 7313: 0.05048185360180544
Position 3948: 0.046830443780008044
Position 8537: 0.04238336363789246
Position 12809: 0.04148511311262105
Position 10506: 0.032558284316748724
Position 5655: 0.027621314970450794
Position 4764: 0.02446176027694364
Position 1786: 0.022372953712927215
Position 4567: 0.020776934052821282
Position 13934: 0.020570695222198884
Position 1920: 0.019195190557654132
Position 4276: 0.01903245963933476
Position 3206: 0.018981569138007182
Position 3252: 0.016982213458005112
Position 13707: 0.015778050070602397
Position 8542: 0.015370483645094218
Position 2897: 0.01482869637821762
Position 12256: 0.014450119824613104
Position 6940: 0.013976367273155373
Position 12746: 0.012545913504827267
Position 8828: 0.012254100879256598
Position 12027: 0.01191990396694248
Position 7430: 0.011601172849755247
Position 1871: 0.01145011541095599
Position 12569: 0.011101910809896396
Position 726: 0.010262254642965374
Position 8706: 0.010049655881844744
Position 13028: 0.00980011603935696
Position 2961: 0.009497775602541374
Position 2974: 0.009327581564074336
Position 8560: 0.009270751324170719
Position 689: 0.007936683807257868
Position 12522: 0.007613249502073211
Position 13632: 0.007537859475491694
Position 3380: 0.007394098902616219
Position 5784: 0.006727575479325163
Position 873: 0.006288313850347185
Position 6047: 0.005656004119505394
Position 1556: 0.00527858572423141
Position 4211: 0.0051777443434313395
Position 3220: 0.005157903085963014
Position 8597: 0.00504439232261345
Position 539: 0.004984427353205641
Position 7613: 0.0049806707842028845
Position 502: 0.004348475908561567
Position 3852: 0.004067714523427667
Position 3792: 0.004032872366891162
Position 14125: 0.003988346987212535
Position 840: 0.0037532472665053936
Position 5594: 0.0037431392599045266
Position 12868: 0.003680310329707147
Position 8760: 0.0034775975496844714
Position 10426: 0.0033078585272765092
Position 2299: 0.003254459357050539
Position 3922: 0.0031231621089390866
Position 1109: 0.002822913759413306
Position 2028: 0.002564680192401668
Position 5024: 0.002507303761425815
Position 1224: 0.0024714613321731448
Position 474: 0.0024208489509123586
Position 465: 0.002320657911105273
Position 369: 0.0022638239289540308
Position 3573: 0.0022324258307545226
Position 882: 0.002216683979805781
Position 1624: 0.002146330983976394
Position 3429: 0.002125427415509817
Position 7650: 0.0019207199026940647
Position 2642: 0.0018631911857979735
Position 3387: 0.0018188513933412231
Position 5741: 0.0017960167977909749
Position 5084: 0.0017430638482707809
Position 6674: 0.0017311855195982283
Position 11004: 0.0017149472164684858
Position 1058: 0.001708432618386513
Position 6944: 0.0016083944792530333
