Gene = RP11-216L13.16
index = 1164
Annotated 5SS: [  60 1030 2610 3284 3814 4115 5667 6573 7618 8504]
Annotated 3SS: [ 889 2538 3172 3711 4088 5490 6432 7509 8404 8899]
SMsplice 5SS: [  60 1030 3284 3814 7202 8504]
SMsplice 3SS: [ 934 3172 3711 7091 8404 8899]
top_k =  500
Partition function (log Z): 8.157859815393351

Sorted 5' Splice Sites (High to Low Probability):
Position 3814: 0.9971594336405134
Position 8504: 0.9492413582067444
Position 3284: 0.9459338888287886
Position 1030: 0.9195924244219887
Position 60: 0.9060881864820852
Position 7202: 0.7713601682266777
Position 6573: 0.7418773762030041
Position 1733: 0.48183363261318973
Position 2610: 0.48143333407070943
Position 7618: 0.3338350621054719
Position 5667: 0.2971609812132439
Position 7707: 0.2140812315953025
Position 7841: 0.14712862667589693
Position 5619: 0.14033386974449327
Position 1803: 0.1308433506301472
Position 2880: 0.06527869517136344
Position 4115: 0.06295463502069479
Position 2995: 0.06001340048491649
Position 9027: 0.05570658909057108
Position 1541: 0.045871017841112936
Position 2394: 0.029624250416638416
Position 3621: 0.02381409892707782
Position 3323: 0.020656015496617466
Position 7904: 0.018084613213222876
Position 6798: 0.01691190667457645
Position 7948: 0.014039109514359245
Position 2476: 0.01336392138691141
Position 9034: 0.013111573511749262
Position 3401: 0.011894059947139237
Position 636: 0.008666998362240143
Position 7657: 0.007959788726047771
Position 2512: 0.007616590560863999
Position 9044: 0.007189712338322134
Position 2815: 0.007135747722243074
Position 2723: 0.00680000115975623
Position 3440: 0.0060668743759401105
Position 3308: 0.005786037674703736
Position 499: 0.0052491939489722785
Position 7015: 0.004829561021601498
Position 6844: 0.004794752039883531
Position 4310: 0.0047009718488633745
Position 6171: 0.004576001980559818
Position 6529: 0.004266922687709951
Position 5366: 0.0038386743697621066
Position 8236: 0.0035668616974772293
Position 8787: 0.0034955147961451827
Position 904: 0.003399571357938947
Position 1536: 0.0033908488186056972
Position 1328: 0.002664300013674586
Position 2831: 0.0025405715061828267
Position 7019: 0.002346702731422747
Position 3362: 0.0021906030791956316
Position 9974: 0.0021153790697706807
Position 8784: 0.002093392895234418
Position 6751: 0.0019460806754325883
Position 4274: 0.0018527143569432606
Position 798: 0.0017545307243127185
Position 4732: 0.0017500123330495435
Position 4187: 0.0016367451942990055
Position 7411: 0.0013546990273132005
Position 3478: 0.0013379816844678249
Position 4725: 0.0012734610116502845
Position 5226: 0.0012264661678304746
Position 2841: 0.000986447432971892
Position 2820: 0.0009722455187127163
Position 2336: 0.0009260134277989709
Position 5630: 0.0009185614518217298
Position 77: 0.0008320690860968338
Position 1674: 0.0008131337325652382
Position 6523: 0.000784407648493806
Position 567: 0.0007574697250726437
Position 1520: 0.0006948852286008705
Position 6447: 0.0006188564587825865
Position 4191: 0.0005269052438986303
Position 9838: 0.0005090822383563071
Position 311: 0.0004691428043630857
Position 3583: 0.0004265174984104544
Position 659: 0.0003771108042652591
Position 3295: 0.0003520983681540613
Position 4163: 0.00034186138177221594
Position 5020: 0.00027706465850235853
Position 9003: 0.0002597141979412474
Position 12: 0.0002246983259394829
Position 288: 0.00022008758928663064
Position 741: 0.00018383233907333369
Position 244: 0.0001828802887118955
Position 1235: 0.00017591083662373398
Position 306: 0.00016799170723074728
Position 344: 0.00016382381710533614
Position 3279: 0.0001630226704962287
Position 2348: 0.00015851898176727912
Position 4255: 0.00015585951932165358
Position 3288: 0.00013766046659594063
Position 532: 0.0001325229349509638
Position 689: 0.00012325167789701527
Position 90: 0.0001075713169295708
Position 771: 7.186894697676668e-05
Position 980: 6.996238660773715e-05
Position 560: 6.419276084314353e-05
Position 1606: 5.360433203163467e-05
Position 827: 5.2159019931246466e-05
Position 2516: 5.048410663597389e-05
Position 167: 4.461606729003771e-05
Position 6: 4.3611407302051745e-05
Position 1034: 4.3596101004418046e-05
Position 1418: 3.1483962571907533e-05
Position 35: 3.0134592943232752e-05
Position 230: 2.9167390106454756e-05
Position 304: 2.3976792413189714e-05
Position 576: 2.0336383418875574e-05
Position 7648: 1.5400377783286714e-05
Position 1306: 1.4880555389370226e-05
Position 3883: 1.2993010999136463e-05
Position 1451: 1.1411537370812764e-05
Position 3981: 1.0741357308246714e-05
Position 3875: 1.0137484102339006e-05
Position 697: 9.872381879400428e-06
Position 3856: 9.572448662672384e-06
Position 32: 8.945863138966975e-06
Position 1630: 7.589617140433552e-06
Position 779: 7.4785197779262285e-06
Position 178: 6.222877769909458e-06
Position 1883: 3.1496532220622095e-06
Position 1626: 2.2396482497825e-06
Position 1090: 8.731148283082111e-07
Position 1042: 7.915816501761723e-07
Position 3818: 4.840746808169775e-07
Position 4021: 3.3741399757452624e-07
Position 4221: 1.2079617876126806e-07
Position 977: 1.089971995709696e-07
Position 974: 5.380170758878405e-08
Position 65: 2.749385027819245e-09
Position 397: 9.501730807191385e-10
Position 30: 2.5521639496603446e-10
Position 198: 3.4769984612347438e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 3711: 0.9629348917396691
Position 8404: 0.9303321509600504
Position 7091: 0.7534378320215604
Position 3172: 0.6797550229496929
Position 7509: 0.6556913786517345
Position 8899: 0.4878448439873351
Position 1649: 0.4834175095192125
Position 5490: 0.43798263273184973
Position 934: 0.43145830333989654
Position 2538: 0.4235470864241448
Position 889: 0.37530520094434316
Position 6257: 0.2032950200429805
Position 6432: 0.18947359186592916
Position 9214: 0.1766753039545461
Position 8681: 0.16766112410931544
Position 3102: 0.13836297231302566
Position 6477: 0.1286164453148344
Position 6439: 0.11425788103972193
Position 3178: 0.11390462459360738
Position 1695: 0.0895249313134767
Position 2393: 0.07484599993712071
Position 6362: 0.06694282355971022
Position 2285: 0.05465832177559921
Position 9697: 0.05377786835330773
Position 3215: 0.041074372832477
Position 7747: 0.040103290784083534
Position 2655: 0.03815293983997912
Position 4088: 0.035542376983784214
Position 9692: 0.03262860788256977
Position 3668: 0.03186058977956022
Position 10174: 0.027594891244635007
Position 7552: 0.02409516413571793
Position 4066: 0.02241279206544559
Position 3533: 0.020844884212258497
Position 1359: 0.01963422428165353
Position 3240: 0.018678646070366418
Position 7067: 0.018158416146365347
Position 8408: 0.017534323215887986
Position 1385: 0.017254796050533577
Position 8756: 0.0169306452580638
Position 1490: 0.016242068671907254
Position 2964: 0.015468581663136702
Position 2362: 0.014651488965052958
Position 10138: 0.014485062557558447
Position 2879: 0.014317795385815337
Position 9313: 0.013826858196403963
Position 6715: 0.01369973938581173
Position 952: 0.01353485643629274
Position 6494: 0.013400188445726421
Position 2802: 0.013146521996448888
Position 6202: 0.012718847160642503
Position 1234: 0.012574964867326371
Position 949: 0.012106975083008049
Position 8606: 0.011535288183900719
Position 2288: 0.010852982836715697
Position 8696: 0.010663740693304983
Position 10186: 0.010293934106887254
Position 7483: 0.00953205598411688
Position 6879: 0.008355301832220436
Position 6268: 0.00816268045362727
Position 1024: 0.007747274830854891
Position 8974: 0.007690443548747732
Position 7752: 0.006887859071660253
Position 9394: 0.006801602990343497
Position 6235: 0.006487194793627641
Position 995: 0.006390163688427141
Position 6673: 0.0063759206754806525
Position 4011: 0.005901318636446593
Position 2799: 0.005587374580902188
Position 1574: 0.0052842053532285585
Position 1321: 0.004560438609321815
Position 6569: 0.004354575941160679
Position 2679: 0.0041242029421956535
Position 8620: 0.004094570815064082
Position 9928: 0.004068619381922056
Position 1587: 0.003941473862060027
Position 1652: 0.0037481667840569234
Position 8020: 0.003638021664744357
Position 8865: 0.0035380484137943384
Position 6614: 0.0034153937086298615
Position 9182: 0.0033602733980915267
Position 8660: 0.0032182239833808885
Position 8862: 0.0031527091549899753
Position 3545: 0.003012651440751139
Position 3926: 0.0027689449801828773
Position 9745: 0.0026168330614873077
Position 3646: 0.0024081804640098724
Position 5161: 0.002367479536045129
Position 8478: 0.0023114595251256635
Position 7269: 0.0022174870984380877
Position 1801: 0.002057546215625455
Position 875: 0.0020376807225082555
Position 3981: 0.002002733238079974
Position 7438: 0.001986471186997513
Position 1409: 0.0019636511867407126
Position 2638: 0.0018909645019538808
Position 6103: 0.0018655461427642035
Position 7625: 0.001776693311656289
Position 7802: 0.0016582408452277839
Position 3133: 0.0014895404703089076
Position 2712: 0.0014762722092502138
Position 6056: 0.001468906924189376
Position 1623: 0.0013990472351028446
Position 4070: 0.0013873831300302935
Position 4310: 0.001316648104688906
Position 5102: 0.0012787568558214424
Position 5990: 0.0012415489136062385
Position 8732: 0.001239593844340649
Position 9043: 0.0012233824318125944
Position 10007: 0.0012132656329681332
Position 2578: 0.0012091579765461846
Position 2388: 0.0011771063175353687
Position 4588: 0.0010763336009741067
Position 2932: 0.0010480312905772368
Position 10103: 0.0010407832591372533
Position 9095: 0.0010290163714395957
Position 9368: 0.0009810962047976496
Position 9722: 0.0009502142866263381
Position 1609: 0.0009387545999661848
Position 2664: 0.00093469938540742
Position 1182: 0.0009342410748386851
Position 5337: 0.0008584858957095741
Position 4244: 0.0008349598993892891
Position 9580: 0.0008293011314281739
Position 5188: 0.0007444414821686037
Position 2708: 0.0006811824855767082
Position 1471: 0.0006645107550927748
Position 1771: 0.0006421319612270133
Position 3675: 0.0006308849505876329
Position 7113: 0.000608833490762645
Position 9172: 0.0005167137972113059
Position 5504: 0.0004692542385319212
Position 142: 0.00040296639117867614
Position 8795: 0.00040247023731766757
Position 8500: 0.0003750505146179457
Position 3566: 0.00036357317849265036
Position 1356: 0.00035897935700339293
Position 1388: 0.0003171989715848655
Position 4806: 0.00027706465850235886
Position 9364: 0.00027144789083446616
Position 9221: 0.0002572008775103715
Position 7325: 0.0002470793833016013
Position 4558: 0.00024413662177431085
Position 2239: 0.00024306272582389654
Position 4569: 0.00023994829100263798
Position 1626: 0.0002202810346094933
Position 8715: 0.0001919672999242209
Position 8935: 0.00018116573906076048
Position 4053: 0.00017671693921717774
Position 3937: 0.00017510699512191316
Position 1533: 0.00012633839045769405
Position 7463: 0.00011222262705837465
Position 7039: 0.0001118173904359233
Position 4386: 0.00010594093996960026
Position 3985: 0.00010587014349561047
Position 206: 9.985364888900874e-05
Position 3582: 9.155653837782229e-05
Position 812: 8.831277086265717e-05
Position 1203: 8.652286847800576e-05
Position 4503: 8.479869490858007e-05
Position 1706: 8.129325376019172e-05
Position 1732: 7.999701436507297e-05
Position 1063: 7.867988612835956e-05
Position 3758: 7.711186000155131e-05
Position 840: 6.119021063340013e-05
Position 2994: 5.671782422202372e-05
Position 4248: 5.229332681044877e-05
Position 2522: 5.082670260188355e-05
Position 1494: 4.410336964992042e-05
Position 4187: 4.0996490373833863e-05
Position 784: 3.631792514757296e-05
Position 4602: 3.243252603851921e-05
Position 4463: 3.08756213503962e-05
Position 961: 2.9578939599315115e-05
Position 2420: 2.9407856553937667e-05
Position 1654: 2.3100749236751785e-05
Position 1592: 2.027719742557205e-05
Position 583: 1.5398682715050377e-05
Position 589: 9.474319183188707e-06
Position 854: 8.654265726729355e-06
Position 3726: 8.284010418904425e-06
Position 847: 7.037938376696723e-06
Position 3788: 6.7830266916980005e-06
Position 702: 6.250576108186341e-06
Position 833: 6.066014237906844e-06
Position 716: 6.053743271709685e-06
Position 438: 5.572488781862519e-06
Position 385: 4.864951143470174e-06
Position 1713: 4.727282174425039e-06
Position 3722: 4.557552555622686e-06
Position 1332: 4.1688900530101934e-06
Position 805: 4.124266346240628e-06
Position 1549: 3.361716922004677e-06
Position 400: 3.1653589128879246e-06
Position 148: 2.8997694022556514e-06
Position 2423: 2.559686932255969e-06
Position 1184: 2.137421282344688e-06
Position 797: 2.136720005110225e-06
Position 3791: 2.11167511229753e-06
Position 825: 1.915018674495929e-06
Position 818: 1.882429552415021e-06
Position 754: 1.649259189871868e-06
Position 526: 1.4740611570309368e-06
Position 347: 1.1577342473796077e-06
Position 309: 1.135248117787135e-06
Position 294: 1.021284929283319e-06
Position 392: 9.589719897989261e-07
Position 3766: 8.1999406267345e-07
Position 1067: 7.815090351224529e-07
Position 483: 5.701778440882151e-07
Position 491: 5.672508467164388e-07
Position 3677: 5.463789730361904e-07
Position 126: 5.3359220556944e-07
Position 219: 5.052563964307369e-07
Position 3794: 4.0893909383233597e-07
Position 535: 3.961575535150727e-07
Position 178: 2.751373434142987e-07
Position 415: 2.6749357807247535e-07
Position 210: 2.674307918345717e-07
Position 167: 2.3936158568252e-07
Position 153: 1.9112099157290206e-07
Position 3940: 1.785835176016377e-07
Position 3889: 1.6428288855336687e-07
Position 423: 1.6019627324617456e-07
Position 370: 1.5678580503653864e-07
Position 612: 1.561962159049934e-07
Position 4105: 1.4851832783326017e-07
Position 187: 1.4424814327213022e-07
Position 506: 1.4391907632615328e-07
Position 474: 1.4175733249087915e-07
Position 453: 1.1656430710087841e-07
Position 732: 1.1445125442105452e-07
Position 430: 1.1298095300218926e-07
Position 790: 1.0600103389977626e-07
Position 725: 9.081860901994915e-08
Position 224: 8.355783149029389e-08
Position 340: 7.203577327127053e-08
Position 617: 7.18732781471028e-08
Position 325: 7.084954203103089e-08
Position 566: 6.995018381569044e-08
Position 408: 5.8555573606410036e-08
Position 363: 5.7699518413524224e-08
Position 551: 5.4440596555044836e-08
Position 513: 5.2463845742717755e-08
Position 332: 5.239313047353218e-08
Position 777: 5.153094471044842e-08
Position 544: 5.148529219792136e-08
Position 635: 4.972113222873569e-08
Position 257: 4.809603176693333e-08
Position 1051: 4.53564607416748e-08
Position 3944: 4.453616317418463e-08
Position 528: 4.070102925997507e-08
Position 250: 3.916964066676805e-08
Position 498: 3.8718440298404305e-08
Position 709: 3.8482402119393975e-08
Position 469: 3.743523335963183e-08
Position 280: 2.8164483151668328e-08
Position 596: 2.3373807810944132e-08
Position 446: 2.2190850933120756e-08
Position 619: 2.1331564192726626e-08
Position 558: 1.836256094934012e-08
Position 695: 1.830560783910364e-08
Position 679: 1.8107931518939794e-08
Position 649: 1.7234167476729172e-08
Position 672: 1.5465070606318127e-08
Position 739: 1.4898492540473178e-08
Position 761: 9.07482160730196e-09
Position 117: 6.4267863756471245e-09
Position 747: 5.919258764331488e-09
Position 355: 5.107347224842099e-09
Position 4212: 5.014440095124017e-09
Position 476: 4.780757854759357e-09
Position 242: 4.619668402309012e-09
Position 302: 4.530075054902011e-09
Position 604: 4.346070987064221e-09
Position 198: 3.968205373629119e-09
Position 158: 2.7676598775597723e-09
Position 1191: 6.021870367111071e-14
